name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity,Watts
Silverstone Strider,,ATX,0.851063829787234,0.10810810810810811,0.0,,plus,False,400
Cougar CMD 500,,ATX,0.8723404255319148,0.16216216216216217,0.6000000000000001,Black / Blue,bronze,Semi,500
XFX ProSeries,,ATX,0.9042553191489362,0.2972972972972973,0.6000000000000001,,silver,Semi,750
Antec Earthwatts Green,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
SeaSonic SS-500ET Bronze,,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Cooler Master New GX,,ATX,0.8723404255319148,0.13513513513513514,0.0,,bronze,False,450
Fractal Design Integra M,,ATX,0.8723404255319148,0.13513513513513514,0.6000000000000001,,bronze,Semi,450
OCZ ZS,,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
Raidmax Cobra,,ATX,0.925531914893617,0.5405405405405406,0.6000000000000001,Black / Gold,gold,Semi,1200
Thermaltake Toughpower,,ATX,0.925531914893617,0.7027027027027027,0.6000000000000001,,gold,Semi,1500
OCZ ZS,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
Athena Power AP-P4ATX80FEP8,,ATX,0.8723404255319148,0.32432432432432434,0.0,,bronze,False,800
be quiet! Straight Power 10,,ATX,0.925531914893617,0.2702702702702703,0.0,,gold,False,700
Cougar COUGAR-A560,,ATX,0.8723404255319148,0.1945945945945946,0.0,,bronze,False,560
Thortech Thunderbolt,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
Thortech Thunderbolt,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
StarTech ATX2PW550WH,,ATX,0.851063829787234,0.1891891891891892,0.0,,plus,False,550
SeaSonic PRIME Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Super Flower Leadex V Gold Pro,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Ultra X4 Special Edition,,ATX,0.8723404255319148,0.43243243243243246,1.0,,bronze,Full,1000
Super Flower Golden Green HX,,ATX,0.925531914893617,0.1891891891891892,0.0,,gold,False,550
Kingwin ABT-650MM,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
Super Flower SF-1000F14MP Black,,ATX,0.9574468085106382,0.43243243243243246,1.0,,platinum,Full,1000
iTek GF EVO,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Cooler Master V550S,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
Raidmax Vampire,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
Deepcool PM700D,,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Thermaltake Toughpower,,ATX,0.9042553191489362,0.7027027027027027,0.6000000000000001,,silver,Semi,1500
Corsair GS500,,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Rosewill CAPSTONE-1000-M,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
Fractal Design Edison M,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Ultra ULT-LS500,,ATX,0.0,0.16216216216216217,0.0,Silver,white,False,500
XFX P1-650X-CAG9,,ATX,0.8723404255319148,0.24324324324324326,1.0,,bronze,Full,650
Zalman ZM460B-APS,,ATX,0.0,0.14054054054054055,0.0,,white,False,460
XFX ProSeries,,ATX,0.9574468085106382,0.43243243243243246,1.0,,platinum,Full,1000
XFX ProSeries,,ATX,0.925531914893617,0.5675675675675675,1.0,,gold,Full,1250
SeaSonic M12II,,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,,bronze,Semi,850
Cooler Master Silent Pro Hybrid,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Thermaltake EVO_Blue,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Enermax RevoBron TGA,,ATX,0.8723404255319148,0.2702702702702703,0.6000000000000001,Black,bronze,Semi,700
Antec Earthwatts Green,,ATX,0.851063829787234,0.12432432432432433,0.0,,plus,False,430
Antec True Power,,ATX,0.8723404255319148,0.43243243243243246,1.0,,bronze,Full,1000
Apevia ATX-AS500W-BK,,ATX,0.0,0.16216216216216217,0.0,,white,False,500
Apevia ATX-AS520W-BK,,ATX,0.0,0.17297297297297298,0.0,,white,False,520
Apevia ATX-AS600W-BL,,ATX,0.0,0.21621621621621623,0.0,,white,False,600
Apevia ATX-IB680W-BL,,ATX,0.0,0.2594594594594595,0.0,,white,False,680
Apevia ATX-IB680W-GN,,ATX,0.0,0.2594594594594595,0.0,,white,False,680
Mushkin MKNPSJL800,,ATX,0.9042553191489362,0.32432432432432434,0.0,,silver,False,800
HEC HEC350TEWX,,ATX,0.851063829787234,0.08108108108108109,0.0,,plus,False,350
HEC X-Power Pro 600,,ATX,0.0,0.21621621621621623,0.0,,white,False,600
CoolMax CA-300,,ATX,0.0,0.05405405405405406,0.0,,white,False,300
VisionTek 900349,,ATX,0.8723404255319148,0.32432432432432434,0.0,,bronze,False,800
CoolMax NW-650B,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
OCZ StealthXstream II,,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
OCZ EliteXStream,,ATX,0.851063829787234,0.32432432432432434,0.0,,plus,False,800
Rosewill RX750-S-B,,ATX,0.851063829787234,0.2972972972972973,0.0,,plus,False,750
Silverstone DA750,,ATX,0.0,0.2972972972972973,1.0,,white,Full,750
Silverstone Strider,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
Silverstone Strider,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
Zalman ZM660-XT,,ATX,0.8723404255319148,0.24864864864864866,1.0,,bronze,Full,660
SeaSonic X,,ATX,0.925531914893617,0.1945945945945946,1.0,,gold,Full,560
Enermax NAXN ADV.,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
FSP Group AURUM S 500W,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
Rosewill Quark 750,,ATX,0.9574468085106382,0.2972972972972973,1.0,,platinum,Full,750
Antec Earthwatts,,ATX,0.9574468085106382,0.13513513513513514,0.0,,platinum,False,450
Antec Earthwatts,,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
Enermax ERV1000EWT-G,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
GameMax GM,,ATX,0.925531914893617,0.7837837837837838,0.0,Black,gold,False,1650
SeaSonic M12II 850 EVO,,ATX,0.8723404255319148,0.35135135135135137,1.0,Black,bronze,Full,850
be quiet! Dark Power Pro 10,,ATX,0.925531914893617,0.5405405405405406,0.6000000000000001,,gold,Semi,1200
be quiet! Dark Power Pro 10,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
LEPA MaxBron,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
Thermaltake Toughpower DPS G RGB Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Topower TOP-800WB,,ATX,0.8723404255319148,0.32432432432432434,0.0,,bronze,False,800
Antec NeoECO Platinum,,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
Raidmax Scorpio,,ATX,0.8723404255319148,0.23513513513513512,0.6000000000000001,,bronze,Semi,635
Cooler Master M620,,ATX,0.851063829787234,0.22702702702702704,0.6000000000000001,,plus,Semi,620
Ultra LSP,,ATX,0.0,0.1891891891891892,0.0,,white,False,550
GAMDIAS ASTRAPE M1,,ATX,0.851063829787234,0.24324324324324326,0.0,Black / Multicolor,plus,False,650
GAMDIAS ASTRAPE P1 G,,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Multicolor,gold,Full,750
CoolMax V-600,,ATX,0.0,0.21621621621621623,0.0,,white,False,600
Athena Power AP-TFX30,,TFX,0.0,0.05405405405405406,0.0,,white,False,300
Cougar GX-S,,ATX,0.925531914893617,0.13513513513513514,0.0,,gold,False,450
Xigmatek NRP-MC802,,ATX,0.8723404255319148,0.32432432432432434,1.0,,bronze,Full,800
Silverstone Strider,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
NZXT HALE 90,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
RIOTORO BUILDER,,ATX,0.925531914893617,0.5405405405405406,1.0,Black / Red,gold,Full,1200
Sentey MBP HM,,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,Black,bronze,Semi,850
FSP Group Hydro X,,ATX,0.925531914893617,0.13513513513513514,0.0,,gold,False,450
Antec VP,,ATX,0.851063829787234,0.23243243243243245,0.0,,plus,False,630
NZXT HALE82N 550W,,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
Enermax EMG900EWT,,ATX,0.925531914893617,0.3783783783783784,1.0,,gold,Full,900
NZXT HALE82N 650W,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
Fractal Design Tesla R2,,ATX,0.925531914893617,0.32432432432432434,0.0,,gold,False,800
OCZ ZX,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
Lian Li PE,,SFX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Enermax ENP500AWT,,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
OCZ ZX,,ATX,0.925531914893617,0.5675675675675675,1.0,,gold,Full,1250
Thermaltake Toughpower Grand,,ATX,0.925531914893617,0.35135135135135137,0.0,,gold,False,850
FSP Group AURUM GOLD 400,,ATX,0.925531914893617,0.10810810810810811,0.0,,gold,False,400
BFG BFGR650WGSPSU,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
Cooler Master Hyper White,,ATX,0.851063829787234,0.10810810810810811,0.0,Black,plus,False,400
Rosewill Capstone G750,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Rosewill Capstone G1000,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
G.Skill PS850P,,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
Thermaltake Toughpower,,ATX,0.9042553191489362,0.5405405405405406,0.6000000000000001,,silver,Semi,1200
Cougar CMD 600,,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,Black / Blue,bronze,Semi,600
Cooler Master VSM,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
LC-Power LC1000 V2.4,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Diablotek PSDA300,,ATX,0.0,0.05405405405405406,0.0,,white,False,300
Antec High Current Pro,,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,,gold,Semi,850
Rosewill ARC M650,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
Fractal Design Tesla R2,,ATX,0.925531914893617,0.24324324324324326,0.0,,gold,False,650
Fractal Design Integra R2,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
Linkworld LPK2-30-P4,,ATX,0.0,0.16216216216216217,0.0,,white,False,500
Enermax REVOLUTION DUO,,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Sentey ERP-700-SS,,ATX,0.0,0.2702702702702703,0.0,,white,False,700
Sentey ERP-500-SM,,ATX,0.0,0.16216216216216217,1.0,,white,Full,500
Antec High Current Gamer Extreme,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Cooler Master MasterWatt,,ATX,0.8723404255319148,0.13513513513513514,0.6000000000000001,Black,bronze,Semi,450
Ultra X4 Special Edition,,ATX,0.8723404255319148,0.35135135135135137,1.0,,bronze,Full,850
Super Flower Golden Silent,,ATX,0.925531914893617,0.12432432432432433,0.6000000000000001,,gold,Semi,430
LC-Power LC6460GP3 V2.3 230V,,ATX,0.9042553191489362,0.14054054054054055,0.0,Black,silver,False,460
Super Flower Leadex Gold,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Thermaltake German,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
LEPA G800-MB,,ATX,0.925531914893617,0.32432432432432434,0.6000000000000001,,gold,Semi,800
Thermaltake Toughpower DPS G,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
StarTech ATX2POWER350,,ATX,0.0,0.08108108108108109,0.0,,white,False,350
SeaSonic Platinum,128.04,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Apex AL-A400ATX,80.0,ATX,0.0,0.10810810810810811,0.0,,white,False,400
Noua Volture GX-MV,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Super Flower LEADEX Special Edition,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Rosewill VALENS-500,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
Rosewill VALENS-600M,,ATX,0.925531914893617,0.21621621621621623,0.6000000000000001,,gold,Semi,600
Raidmax Vampire,,ATX,0.925531914893617,0.2702702702702703,0.6000000000000001,,gold,Semi,700
LC-Power LC6450 V2.3,,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
Enermax REVOLUTION X't,,ATX,0.925531914893617,0.23243243243243245,0.6000000000000001,,gold,Semi,630
Ultra X4,,ATX,0.8723404255319148,0.2972972972972973,1.0,,bronze,Full,750
Ultra X4,,ATX,0.9042553191489362,0.45945945945945943,1.0,,silver,Full,1050
XFX XTR,,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Fractal Design Edison M,,ATX,0.925531914893617,0.13513513513513514,0.6000000000000001,,gold,Semi,450
Fractal Design Edison M,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
FirePower ZX,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Thermaltake Toughpower Grand,,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
Super Flower Leadex Platinum,,ATX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Rocketfish RF-900WPS,,ATX,0.0,0.3783783783783784,1.0,,white,Full,900
Thermaltake Toughpower XT,,ATX,0.925531914893617,0.6891891891891891,0.6000000000000001,,gold,Semi,1475
Thermaltake Toughpower XT,,ATX,0.925531914893617,0.6351351351351351,0.6000000000000001,,gold,Semi,1375
Rosewill RD-Z,,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
PC Power & Cooling Silencer MK III,,ATX,0.8723404255319148,0.10810810810810811,0.6000000000000001,,bronze,Semi,400
SeaSonic PRIME Ultra Gold 550,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
In Win Commander III,,ATX,0.925531914893617,0.32432432432432434,0.6000000000000001,,gold,Semi,800
Cooler Master Silent Pro Hybrid,,ATX,0.925531914893617,0.45945945945945943,1.0,,gold,Full,1050
E-Power EP-600NE-XV,,ATX,0.0,0.21621621621621623,0.0,,white,False,600
LEPA G1000-MA,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
In Win Commander III 600,,ATX,0.925531914893617,0.21621621621621623,0.6000000000000001,,gold,Semi,600
Cougar RX600,,ATX,0.851063829787234,0.21621621621621623,0.0,,plus,False,600
Antec Basiq,,ATX,0.0,0.16216216216216217,0.0,,white,False,500
Cougar RX500,,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Antec Earthwatts,,ATX,0.851063829787234,0.2972972972972973,0.0,,plus,False,750
Antec NeoECO,,ATX,0.851063829787234,0.10810810810810811,0.0,,plus,False,400
Antec True Power,,ATX,0.8723404255319148,0.2972972972972973,1.0,,bronze,Full,750
Apevia ITX-AP250W,,Mini ITX,0.0,0.02702702702702703,0.0,,white,False,250
HEC HP485D Retail,,ATX,0.0,0.15405405405405403,0.0,,white,False,485
XFX ProSeries,,ATX,0.925531914893617,0.45945945945945943,1.0,,gold,Full,1050
CoolMax CL-700B,,ATX,0.0,0.2702702702702703,0.0,,white,False,700
CoolMax CUL-650B,,ATX,0.0,0.24324324324324326,0.6000000000000001,,white,Semi,650
Enermax EGX1250EWT,,ATX,0.8723404255319148,0.5675675675675675,0.6000000000000001,,bronze,Semi,1250
Enermax EMG800EWT,,ATX,0.925531914893617,0.32432432432432434,1.0,,gold,Full,800
OCZ Z Series Gold,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
Raidmax RX-1000AE,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
Raidmax RX-600AF,,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Rosewill Libertas,,ATX,0.851063829787234,0.24324324324324326,1.0,,plus,Full,650
Rosewill Libertas,,ATX,0.8723404255319148,0.32432432432432434,1.0,,bronze,Full,800
Rosewill Lightning,,ATX,0.925531914893617,0.32432432432432434,0.6000000000000001,,gold,Semi,800
Silverstone Strider,,ATX,0.925531914893617,0.5405405405405406,1.0,,gold,Full,1200
Rosewill RV350,,ATX,0.0,0.08108108108108109,0.0,,white,False,350
Silverstone DA700,,ATX,0.0,0.2702702702702703,1.0,,white,Full,700
Silverstone Strider,,ATX,0.925531914893617,0.43243243243243246,0.6000000000000001,,gold,Semi,1000
Thermaltake Toughpower,,ATX,0.9042553191489362,0.6216216216216216,0.6000000000000001,,silver,Semi,1350
Thermaltake TR2,,ATX,0.851063829787234,0.43243243243243246,0.6000000000000001,,plus,Semi,1000
Thermaltake TR2,,ATX,0.0,0.24324324324324326,1.0,,white,Full,650
Thermaltake TR2,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
Rosewill Quark 650,,ATX,0.9574468085106382,0.24324324324324326,1.0,,platinum,Full,650
SeaSonic SSP-550RT,,ATX,0.925531914893617,0.1891891891891892,0.0,,gold,False,550
SeaSonic SSP-650RT,,ATX,0.925531914893617,0.24324324324324326,0.0,,gold,False,650
Xion AXP-850K14XE,,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,,bronze,Semi,850
Xion AXP-1000K14XE,,ATX,0.8723404255319148,0.43243243243243246,0.6000000000000001,,bronze,Semi,1000
Apevia Raptor,,ATX,0.0,0.13513513513513514,0.0,Black / Red,white,False,450
Thortech Thunderbolt,,ATX,0.925531914893617,0.5405405405405406,1.0,,gold,Full,1200
Enermax EPM750AWT,,ATX,0.9574468085106382,0.2972972972972973,0.6000000000000001,,platinum,Semi,750
Enermax EPM600AWT,,ATX,0.9574468085106382,0.21621621621621623,0.6000000000000001,,platinum,Semi,600
Enermax RevoBron,,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,,bronze,Semi,600
Thermaltake Toughpower,,ATX,0.851063829787234,0.43243243243243246,0.0,,plus,False,1000
Cougar RSB400,,ATX,0.851063829787234,0.10810810810810811,0.0,,plus,False,400
FSP Group AU-1000PRO,,ATX,0.925531914893617,0.43243243243243246,0.0,,gold,False,1000
FSP Group AU-850PRO,,ATX,0.925531914893617,0.35135135135135137,0.0,,gold,False,850
Thermaltake Toughpower DPS G RGB Gold,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Topower ZU-750W,,ATX,0.0,0.2972972972972973,0.0,,white,False,750
Topower TOP-600WB,,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Topower TOP-400W80,,ATX,0.851063829787234,0.10810810810810811,0.0,,plus,False,400
Enermax Platimax,,ATX,0.9574468085106382,0.16216216216216217,0.6000000000000001,,platinum,Semi,500
FSP Group Twins,,ATX,0.925531914893617,0.2702702702702703,0.0,,gold,False,700
Rosewill TOKAMAK 1200,,ATX,1.0,0.5405405405405406,1.0,,titanium,Full,1200
Super Flower SF-750F14TG,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Thermaltake Smart,,ATX,0.8723404255319148,0.43243243243243246,0.6000000000000001,,bronze,Semi,1000
Silverstone Strider,,ATX,0.925531914893617,0.21621621621621623,0.0,,gold,False,600
Raidmax RX-835AP,,ATX,0.8723404255319148,0.34324324324324323,0.6000000000000001,,bronze,Semi,835
Athena Power AP-P4ATX95FEPC,,ATX,0.851063829787234,0.4054054054054054,0.0,,plus,False,950
Athena Power AP-MPS3ATX30H,,ATX,0.0,0.05405405405405406,0.0,,white,False,300
Cooler Master Silent Pro M2,,ATX,0.9042553191489362,0.7027027027027027,0.6000000000000001,,silver,Semi,1500
Xigmatek ACXTNRP-PC402,,ATX,0.8723404255319148,0.10810810810810811,0.0,,bronze,False,400
XClio DIAMONDPOWER 1080W,,ATX,0.0,0.4756756756756757,0.0,,white,False,1080
Enermax DIGIFANLESS,,ATX,0.9574468085106382,0.1891891891891892,1.0,,platinum,Full,550
Apevia ATX-AS680W-BK,,ATX,0.0,0.2594594594594595,0.0,,white,False,680
Rosewill Fortress,,ATX,0.9574468085106382,0.24324324324324326,0.0,,platinum,False,650
XFX P1-750X-XXB9,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,,bronze,Semi,750
PC Power & Cooling S47ATX-B,,ATX,0.0,0.14594594594594595,0.0,,white,False,470
Kingwin Lazer,,ATX,0.8723404255319148,0.43243243243243246,0.6000000000000001,,bronze,Semi,1000
Kingwin Mach 1,,ATX,0.8723404255319148,0.43243243243243246,0.6000000000000001,,bronze,Semi,1000
PC Power & Cooling Silencer,,ATX,0.9042553191489362,0.3027027027027027,0.0,,silver,False,760
OCZ StealthXStream,,ATX,0.0,0.2702702702702703,0.0,,white,False,700
LEPA P1375-MA,,ATX,0.9574468085106382,0.6351351351351351,1.0,,platinum,Full,1375
NZXT HALE82N 750W,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
In Win IP-P300BN7-2,,ATX,0.851063829787234,0.05405405405405406,0.0,,plus,False,300
OCZ ZX,,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,,gold,Semi,850
FSP Group ATX350-PNT,,ATX,0.0,0.08108108108108109,0.0,,white,False,350
CoolMax ZPG-500B,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
Noua Hyper ZR55,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Enermax MaxTytan,,ATX,1.0,0.5675675675675675,1.0,Black / Silver,titanium,Full,1250
Thermaltake Toughpower Grand,,ATX,0.925531914893617,0.45945945945945943,0.0,,gold,False,1050
PC Power & Cooling Silencer Mk II,,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Raidmax RX-535AP,,ATX,0.8723404255319148,0.18108108108108106,0.6000000000000001,,bronze,Semi,535
Raidmax Cobra,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
Thermaltake Toughpower XT,,ATX,0.8723404255319148,0.24324324324324326,1.0,,bronze,Full,650
XFX P1-450S-XXB9,,ATX,0.8723404255319148,0.13513513513513514,0.0,,bronze,False,450
RIOTORO ONYX 650,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
Rosewill SilentNight-500,,ATX,0.9574468085106382,0.16216216216216217,0.6000000000000001,,platinum,Semi,500
FSP Group AURUM GOLD 500,,ATX,0.925531914893617,0.16216216216216217,0.0,,gold,False,500
FSP Group AURUM GOLD 600,,ATX,0.925531914893617,0.21621621621621623,0.0,,gold,False,600
Cooler Master Silent Pro Platinum,,ATX,0.9574468085106382,0.1891891891891892,0.6000000000000001,,platinum,Semi,550
Anima APII500,,ATX,0.0,0.16216216216216217,0.0,Black / Green,white,False,500
Enermax REVOLUTION DUO,,ATX,0.925531914893617,0.21621621621621623,0.0,,gold,False,600
Rosewill G650,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
Enermax REVOLUTION SFX,,SFX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
G.Skill PS1250P,,ATX,0.9574468085106382,0.5675675675675675,1.0,Black,platinum,Full,1250
FSP Group AURUM 92+,,ATX,0.9574468085106382,0.24324324324324326,0.6000000000000001,,platinum,Semi,650
LEPA MaxBron,,ATX,0.8723404255319148,0.13513513513513514,0.6000000000000001,,bronze,Semi,450
LEPA MX-F1,,ATX,0.0,0.10810810810810811,0.0,,white,False,400
Kingwin ABT-750MM,,ATX,0.0,0.2972972972972973,0.0,,white,False,750
Fractal Design Tesla R2,,ATX,0.925531914893617,0.43243243243243246,0.0,,gold,False,1000
XFX ProSeries,,ATX,0.9042553191489362,0.35135135135135137,0.6000000000000001,,silver,Semi,850
Cougar CMX850V3,,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,,bronze,Semi,850
SeaSonic SS-500ES Bronze,,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Thermaltake Toughpower DPS G,,ATX,0.925531914893617,0.45945945945945943,1.0,,gold,Full,1050
Topower TOP-1000WG,,ATX,0.925531914893617,0.43243243243243246,0.0,,gold,False,1000
BitFenix Fury,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Xilence XP730R8,,ATX,0.8723404255319148,0.2864864864864865,0.0,Black / Red,bronze,False,730
Mistel MX550 FANLESS,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Inter-Tech Coba Nitrox Nobility,,ATX,0.9042553191489362,0.32432432432432434,0.6000000000000001,Black / Orange,silver,Semi,800
Inter-Tech Coba Nitrox Nobility,,ATX,0.9042553191489362,0.3783783783783784,0.6000000000000001,Black / Orange,silver,Semi,900
Cyonic AU-650X,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Sentey GSP650-SM,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Cougar COUGAR-SX700,,ATX,0.9042553191489362,0.2702702702702703,0.0,,silver,False,700
Cougar COUGAR-700CMX,,ATX,0.8723404255319148,0.2702702702702703,0.0,,bronze,False,700
Thortech Thunderbolt,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Sparkle SPI300GLS-B204,,SFX,0.0,0.05405405405405406,0.0,,white,False,300
Azza PSAZ-850B14,,ATX,0.0,0.35135135135135137,0.0,,white,False,850
Xion XON-850P14F,,ATX,0.0,0.35135135135135137,0.0,,white,False,850
Apevia AD,,ATX,0.0,0.16216216216216217,0.0,Black,white,False,500
Apevia Astro,,ATX,0.0,0.16216216216216217,0.0,Black,white,False,500
Diablotek PSUL575,,ATX,0.0,0.2027027027027027,0.0,,white,False,575
Cougar A,,ATX,0.8723404255319148,0.24864864864864866,0.0,Black,bronze,False,660
Super Flower Leadex Gold,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
Super Flower Leadex Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
XFX P1-550S-XXBA,,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
Rosewill Tachyon 1200,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Antec VP-P,,ATX,0.0,0.13513513513513514,0.0,,white,False,450
Enermax MaxTytan,,ATX,1.0,0.32432432432432434,1.0,,titanium,Full,800
StarTech ATX2PW500PRO,167.75,ATX,0.0,0.16216216216216217,0.0,,white,False,500
FSP Group FSP300-60SGV,79.98,TFX,0.925531914893617,0.05405405405405406,0.0,,gold,False,300
Noua Volture X GX-MVX,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
XFX P1-750S-NLB9,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
Rosewill VALENS-500M,,ATX,0.925531914893617,0.16216216216216217,0.6000000000000001,,gold,Semi,500
Rosewill VALENS-700,,ATX,0.925531914893617,0.2702702702702703,0.0,,gold,False,700
