name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity
FSP Group Hyper M85+,86.14,ATX,82.0,650,6.0,Black,bronze,Semi
NZXT C,,ATX,87.0,650,10.0,Black,gold,Full
Thermaltake Smart Pro RGB,,ATX,82.0,850,10.0,,bronze,Full
Corsair Vengeance 650M,,ATX,85.0,650,6.0,Black,silver,Semi
GAMDIAS KRATOS M1 B,,ATX,82.0,550,0.0,Black,bronze,False
NOX Hummer GD,,ATX,87.0,750,0.0,,gold,False
Cooler Master Silent Pro Gold,,ATX,87.0,800,6.0,,gold,Semi
G.Skill PS750G,,ATX,87.0,750,10.0,Black,gold,Full
Montech CENTURY,,ATX,87.0,850,10.0,Black,gold,Full
Silverstone SFX,,SFX,82.0,300,0.0,,bronze,False
Cooler Master MWE GOLD 650 V2,,ATX,87.0,650,0.0,Black,gold,False
Deepcool PX-G,239.99,ATX,87.0,1200,10.0,Black,gold,Full
SeaSonic Prime Fanless PX-450,263.0,ATX,90.0,450,10.0,Black,platinum,Full
Cooler Master MWE Bronze 550,,ATX,82.0,550,0.0,Black,bronze,False
Corsair AX860i,,ATX,90.0,860,10.0,,platinum,Full
Antec CSK,,ATX,82.0,750,6.0,Black / Yellow,bronze,Semi
Silverstone Strider,99.99,ATX,82.0,700,10.0,,bronze,Full
Sparkle FSP350-60GNV,69.99,SFX,0.0,350,0.0,,white,False
GameMax GM,,ATX,82.0,500,6.0,Black,bronze,Semi
SeaSonic G,,ATX,87.0,550,6.0,,gold,Semi
SHARKOON SilentStorm,145.38,SFX,87.0,500,10.0,Black,gold,Full
EVGA SuperNOVA 750 P6,184.38,ATX,90.0,750,10.0,Black / Silver,platinum,Full
be quiet! Pure Power 11 CM,,ATX,87.0,600,6.0,Black,gold,Semi
Thermaltake Smart,,ATX,82.0,650,0.0,,bronze,False
EVGA 500 BA,,ATX,82.0,500,0.0,Black,bronze,False
be quiet! Straight Power 12,,ATX,90.0,850,10.0,Black,platinum,Full
be quiet! Straight Power 12,,ATX,90.0,1200,10.0,Black,platinum,Full
Cooler Master MWE 500,,ATX,80.0,500,0.0,Black,plus,False
Thermaltake Smart RGB,,ATX,80.0,500,0.0,Black,plus,False
NZXT C,,ATX,87.0,850,10.0,Black,gold,Full
Gigabyte B700H,,ATX,82.0,700,6.0,Black,bronze,Semi
Corsair CS550M,,ATX,87.0,550,6.0,,gold,Semi
EVGA SuperNOVA 1000 P5,,ATX,90.0,1000,10.0,Blue / Black,platinum,Full
Xilence XP1050MR9,210.89,ATX,87.0,1050,10.0,Black / Red,gold,Full
Deepcool PM650D,108.28,ATX,87.0,650,0.0,Black,gold,False
GAMDIAS KRATOS P1 G,,ATX,87.0,650,0.0,Black,gold,False
EVGA 750 N1,,ATX,0.0,750,0.0,,white,False
ADATA XPG PYLON,,ATX,82.0,450,0.0,Black,bronze,False
Thermaltake Smart BX1 RGB 750,,ATX,82.0,750,0.0,Black,bronze,False
FSP Group HYPER K PRO,,ATX,80.0,700,0.0,Black / Yellow,plus,False
Azza PSAZ-650B14,,ATX,0.0,650,0.0,,white,False
NZXT HALE82 V2 550W,,ATX,82.0,550,10.0,,bronze,Full
PC Power & Cooling Silencer,191.11,ATX,90.0,1050,10.0,,platinum,Full
Phanteks AMP,,ATX,87.0,750,10.0,Black,gold,Full
Cooler Master MWE Bronze V2,,ATX,82.0,700,0.0,Black,bronze,False
Thermaltake Toughpower Grand RGB 650 SE,,ATX,87.0,650,10.0,Black,gold,Full
be quiet! Pure Power 10,150.0,ATX,85.0,600,0.0,,silver,False
EVGA SuperNOVA 650 GS,,ATX,87.0,650,10.0,,gold,Full
Cougar VTX,,ATX,82.0,500,0.0,Black,bronze,False
EVGA SuperNOVA 650 P6,159.99,ATX,90.0,650,10.0,Black / Silver,platinum,Full
SeaSonic PRIME PX,,ATX,90.0,850,10.0,Black / Silver,platinum,Full
Silverstone Strider Platinum,143.99,ATX,90.0,750,10.0,,platinum,Full
be quiet! Pure Power 11 FM 850,,ATX,87.0,850,10.0,Black,gold,Full
Cooler Master V1000,,ATX,87.0,1000,10.0,,gold,Full
SilentiumPC Vero L2,,ATX,82.0,600,0.0,Black,bronze,False
Cooler Master G600,,ATX,87.0,600,0.0,Black,gold,False
Enermax Platimax D.F.,199.99,ATX,90.0,1050,10.0,Black,platinum,Full
Thermaltake Toughpower,,ATX,87.0,650,6.0,,gold,Semi
ARESGAME AGS,90.99,ATX,87.0,850,6.0,Black / Red,gold,Semi
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,87.0,1000,10.0,Black,gold,Full
Super Flower Golden Green HX,,ATX,87.0,350,0.0,,gold,False
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,87.0,650,10.0,White,gold,Full
FSP Group Hydro G Pro,,ATX,87.0,650,10.0,Black,gold,Full
Apex AL-8250SFX,77.55,SFX,0.0,250,0.0,,white,False
Cooler Master V850 Gold V2,,ATX,87.0,850,10.0,Black,gold,Full
Deepcool DQ650-M-V2L,,ATX,87.0,650,10.0,Black,gold,Full
Xigmatek NRP-PC602,,ATX,82.0,600,0.0,,bronze,False
EVGA 450 W3,,ATX,80.0,450,0.0,Black,plus,False
Enhance ENP-7660,,Flex ATX,90.0,600,0.0,Silver,platinum,False
Corsair VS450,,ATX,0.0,450,0.0,,white,False
Fractal Design Anode Bronze,139.49,ATX,82.0,650,6.0,Black,bronze,Semi
FSP Group Dagger Pro,159.99,SFX,87.0,750,10.0,Black / Gold,gold,Full
SeaSonic VERTEX PX-1200,,ATX,90.0,1200,10.0,Black / Silver,platinum,Full
SeaSonic Core GC,,ATX,87.0,650,0.0,Black,gold,False
PowerSpec PSX 850GFM,,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic PRIME Ultra Platinum 750,197.98,ATX,90.0,750,10.0,Black,platinum,Full
Silverstone FX500-G,,Flex ATX,87.0,500,0.0,Black,gold,False
Thermaltake Toughpower PF3,,ATX,90.0,1050,10.0,Black,platinum,Full
LEPA MaxBron,93.68,ATX,82.0,1000,6.0,,bronze,Semi
Antec NeoECO Gold ZEN,,ATX,87.0,700,0.0,Black / Gold,gold,False
SeaSonic FOCUS Plus Platinum,,ATX,90.0,550,10.0,,platinum,Full
FSP Group HYPER K PRO,,ATX,80.0,600,0.0,Black / Yellow,plus,False
Corsair TX650,299.99,ATX,80.0,650,0.0,,plus,False
Corsair HX1000,499.99,ATX,80.0,1000,6.0,,plus,Semi
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,82.0,750,6.0,Black / Gray,bronze,Semi
be quiet! Dark Power Pro 11,139.9,ATX,90.0,550,6.0,,platinum,Semi
Cooler Master V1200,306.89,ATX,90.0,1200,10.0,,platinum,Full
EVGA 550 B3,,ATX,82.0,550,10.0,,bronze,Full
Silverstone Strider,114.99,ATX,87.0,550,10.0,,gold,Full
Cougar GEX,,ATX,87.0,850,10.0,Black,gold,Full
EVGA 650 N1,,ATX,0.0,650,0.0,,white,False
EVGA 460 BP,,ATX,82.0,460,0.0,Black,bronze,False
FSP Group HEXA+,,ATX,0.0,500,0.0,,white,False
SeaSonic M12II,,ATX,82.0,520,10.0,,bronze,Full
PowerSpec PS 550BF,,ATX,82.0,550,0.0,Black,bronze,False
Silverstone Strider,,ATX,80.0,600,0.0,,plus,False
Corsair RM650i,,ATX,87.0,650,10.0,,gold,Full
Super Flower Leadex Titanium,239.99,ATX,94.0,850,10.0,Black,titanium,Full
ADATA XPG CYBERCORE,229.99,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
be quiet! Dark Power Pro 11,159.9,ATX,90.0,650,6.0,,platinum,Semi
Thermaltake Toughpower PF3,,ATX,90.0,1200,10.0,Black,platinum,Full
SeaSonic Prime Fanless PX-500,290.0,ATX,90.0,500,10.0,Black,platinum,Full
Fractal Design Ion+ 860P,,ATX,90.0,860,10.0,Black,platinum,Full
Cooler Master MWE Bronze V2,,ATX,82.0,500,0.0,Black,bronze,False
GAMDIAS KRATOS E1,,ATX,80.0,600,0.0,Black,plus,False
be quiet! Pure Power 11 FM 1000,,ATX,87.0,1000,10.0,Black,gold,Full
MSI MAG A600DN,,ATX,80.0,600,0.0,Black,plus,False
Thermaltake Litepower,,ATX,0.0,450,0.0,,white,False
EVGA 610 BP,119.0,ATX,82.0,610,0.0,Black,bronze,False
Silverstone TX700-G,184.75,TFX,87.0,700,0.0,Black,gold,False
SHARKOON SilentStorm Cool Zero 850,257.0,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic 1000FX WHITE,,ATX,87.0,1000,10.0,White,gold,Full
Antec High Current Gamer Gold,,ATX,87.0,850,10.0,Black,gold,Full
Cooler Master V650,,ATX,87.0,650,10.0,,gold,Full
SeaSonic PRIME Platinum,,ATX,90.0,1000,10.0,,platinum,Full
Xilence XP700R6,139.0,ATX,0.0,700,0.0,Black / Red,white,False
Super Flower Leadex III Gold,104.99,ATX,87.0,550,10.0,Black,gold,Full
PC Power & Cooling PM0600,99.99,ATX,82.0,600,6.0,Black / Red,bronze,Semi
Cooler Master MWE,,ATX,82.0,600,0.0,Black,bronze,False
EVGA SuperNOVA 750 B2,,ATX,82.0,750,6.0,,bronze,Semi
Deepcool DQ750ST,,ATX,87.0,750,0.0,,gold,False
be quiet! Straight Power 11 450W,307.17,ATX,87.0,450,10.0,,gold,Full
be quiet! Pure Power 11 CM,,ATX,87.0,400,6.0,Black,gold,Semi
Gigabyte PW400,,ATX,80.0,400,0.0,Black,plus,False
be quiet! System Power 9,,ATX,82.0,400,0.0,Black,bronze,False
Rosewill Capstone,,ATX,87.0,450,6.0,,gold,Semi
Azza PSAZ-750PT14,,ATX,90.0,750,6.0,,platinum,Semi
Deepcool PF350 230V,,ATX,80.0,350,0.0,Black,plus,False
Antec VP PLUS,,ATX,80.0,500,0.0,Black,plus,False
Corsair TX850,499.99,ATX,80.0,850,0.0,,plus,False
Corsair HX1050,,ATX,87.0,1050,6.0,,gold,Semi
Cooler Master G650M,,ATX,82.0,650,6.0,,bronze,Semi
SeaSonic PRIME SNOWSILENT,,ATX,94.0,750,10.0,White,titanium,Full
EVGA SuperNOVA 550 GS,,ATX,87.0,550,10.0,,gold,Full
Thermaltake Smart SE,,ATX,82.0,630,6.0,,bronze,Semi
Cooler Master MWE GOLD 850 V2 FULL MODULAR,,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic PRIME Ultra Titanium,,ATX,94.0,650,10.0,,titanium,Full
SeaSonic VERTEX PX-1000,,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
SeaSonic Platinum,,ATX,90.0,400,10.0,,platinum,Full
Fractal Design Anode Bronze,,SFX,82.0,450,0.0,Black,bronze,False
Deepcool PF450 230V,,ATX,80.0,450,0.0,Black,plus,False
be quiet! Dark Power 12,,ATX,94.0,850,10.0,Black,titanium,Full
Corsair AX750,,ATX,87.0,750,10.0,,gold,Full
Cooler Master 700W MasterWatt Lite 230V,,ATX,80.0,700,0.0,,plus,False
Corsair HX650,,ATX,87.0,650,6.0,,gold,Semi
SilentiumPC Vero L2,,ATX,82.0,500,0.0,Black,bronze,False
Corsair RM450,,ATX,87.0,450,10.0,,gold,Full
be quiet! Pure Power L8,,ATX,82.0,300,0.0,,bronze,False
Antec Signature Platinum,284.99,ATX,90.0,1300,10.0,Black,platinum,Full
iTek GF750 EVO,,ATX,87.0,750,10.0,Black / Red,gold,Full
EVGA SuperNOVA 1000 G7,,ATX,87.0,1000,10.0,Black / Blue,gold,Full
Thermaltake Smart,,ATX,82.0,750,0.0,,bronze,False
SHARKOON SilentStorm Icewind Black,,ATX,82.0,750,6.0,Black,bronze,Semi
Silverstone NJ450-SXL,,SFX,90.0,450,10.0,Black / Blue,platinum,Full
Thermaltake Smart BX1 RGB 550,,ATX,82.0,550,0.0,Black,bronze,False
Logisys PS550E12BK,29.99,ATX,0.0,550,0.0,,white,False
LC-Power LC6 V2.31,,ATX,87.0,850,10.0,Black / Gray,gold,Full
NOX Hummer,85.14,ATX,82.0,650,6.0,,bronze,Semi
be quiet! Pure Power 11 CM,,ATX,87.0,500,6.0,Black,gold,Semi
EVGA SuperNOVA 1200 P3,,ATX,90.0,1200,10.0,Black / Silver,platinum,Full
Cooler Master V850,,ATX,87.0,850,10.0,Black,gold,Full
Cooler Master 600W MasterWatt Lite 230V,,ATX,80.0,600,0.0,,plus,False
Gigabyte PB500,,ATX,82.0,500,0.0,,bronze,False
Rosewill PHOTON-850,,ATX,87.0,850,10.0,,gold,Full
Corsair CX430M,195.29,ATX,82.0,430,6.0,,bronze,Semi
Thermaltake TOUGHPOWER PF1 ARGB,299.99,ATX,90.0,850,10.0,,platinum,Full
LC-Power LC6650 V2.3,,ATX,82.0,650,0.0,Black,bronze,False
Silverstone Strider,,ATX,80.0,500,0.0,,plus,False
NZXT E500,,ATX,87.0,500,10.0,Black,gold,Full
Montech TITAN GOLD 850W,,ATX,87.0,850,10.0,Black,gold,Full
LC-Power LC6 V2.31,,ATX,87.0,550,10.0,Black / Gray,gold,Full
Segotep GP700G,,ATX,87.0,700,0.0,Black,gold,False
Thermaltake Smart,,ATX,82.0,550,0.0,,bronze,False
Cooler Master V700,,ATX,87.0,700,10.0,,gold,Full
Sparkle FSP300-60ATV,59.99,ATX,0.0,300,0.0,,white,False
Deepcool PF750 230V,,ATX,80.0,750,0.0,Black,plus,False
Thermaltake Smart,,ATX,80.0,730,0.0,,plus,False
Mars Gaming MP700,,ATX,0.0,700,0.0,,white,False
Cooler Master MWE GOLD 550 V2 FULL MODULAR,,ATX,87.0,550,10.0,Black,gold,Full
SeaSonic PRIME TX-1300 ATX 3.0,,ATX,94.0,1300,10.0,Black / Silver,titanium,Full
Corsair TX950,,ATX,82.0,950,0.0,,bronze,False
EVGA 450 B3,,ATX,82.0,450,10.0,,bronze,Full
EVGA SuperNOVA 750 G1,,ATX,87.0,750,10.0,,gold,Full
Cooler Master G750M,,ATX,82.0,750,6.0,,bronze,Semi
LC-Power LC6 V2.31,,ATX,87.0,1000,10.0,Black / Gray,gold,Full
EVGA SuperNOVA 1000 P3,,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
Thermaltake Toughpower Grand RGB Platinum,,ATX,90.0,1200,10.0,Black,platinum,Full
Raidmax Vortex,,ATX,87.0,600,0.0,Black,gold,False
Cooler Master MWE GOLD 750 V2,,ATX,87.0,750,0.0,Black,gold,False
Segotep GF,,SFX,87.0,750,10.0,Black / Gray,gold,Full
Thermaltake Toughpower GF2 ARGB,158.99,ATX,87.0,750,10.0,Black,gold,Full
CoolMax V-500,29.78,ATX,0.0,500,0.0,,white,False
GameMax GP,,ATX,82.0,550,0.0,Black,bronze,False
Corsair CS450M,174.95,ATX,87.0,450,6.0,,gold,Semi
Enermax MAXREVO,,ATX,87.0,1800,10.0,Black,gold,Full
Cooler Master MasterWatt Lite 500W Full Range,,ATX,80.0,500,0.0,,plus,False
EVGA SuperNOVA NEX750G Gold,,ATX,87.0,750,10.0,,gold,Full
BitFenix Whisper M,,ATX,87.0,650,10.0,,gold,Full
FSP Group Dagger Pro,,SFX,87.0,550,10.0,Black,gold,Full
Thermaltake Toughpower Grand RGB 850 SE,,ATX,87.0,850,10.0,Black,gold,Full
Antec EARTHWATTS GOLD PRO 550,,ATX,87.0,550,6.0,Black,gold,Semi
be quiet! System Power 9,,ATX,82.0,700,0.0,Black,bronze,False
Tacens Radix VII AG,,ATX,85.0,600,0.0,Black,silver,False
G.Skill PS850G,,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic S12II,,ATX,82.0,350,0.0,,bronze,False
Cougar VTE X2,,ATX,80.0,650,0.0,Black,plus,False
Thermaltake TR2,,ATX,82.0,600,0.0,,bronze,False
FSP Group HYPER K PRO,,ATX,80.0,500,0.0,Black / Yellow,plus,False
Silverstone DA1000R,,ATX,87.0,1000,10.0,Black,gold,Full
Silverstone NJ700,315.52,ATX,94.0,700,10.0,Silver,titanium,Full
Asus ROG Strix Aura Edition,,ATX,87.0,850,10.0,Black,gold,Full
BitFenix Formula Gold 650,,ATX,87.0,650,0.0,,gold,False
Corsair Vengeance 550M,,ATX,82.0,550,6.0,,bronze,Semi
EVGA 700 B1,,ATX,82.0,700,0.0,,bronze,False
Antec VP PLUS,,ATX,80.0,600,0.0,Black,plus,False
SHARKOON SilentStorm Icewind Black,,ATX,82.0,650,6.0,Black,bronze,Semi
Corsair AX760i,,ATX,90.0,760,10.0,,platinum,Full
Cooler Master V550,,ATX,87.0,550,10.0,,gold,Full
Thermaltake Smart,,ATX,82.0,850,6.0,,bronze,Semi
Thermaltake TR2 S 550W,,ATX,80.0,550,0.0,,plus,False
Segotep CP-PSU-ST-P750F,,ATX,87.0,750,10.0,Black,gold,Full
Corsair RM550,299.99,ATX,87.0,550,10.0,,gold,Full
Cooler Master G550M,,ATX,82.0,550,6.0,,bronze,Semi
Corsair TX850M,499.99,ATX,82.0,850,6.0,,bronze,Semi
GAMDIAS KRATOS E1,,ATX,80.0,500,0.0,Black,plus,False
SeaSonic PRIME TX-650,,ATX,94.0,650,10.0,Black,titanium,Full
Antec High Current Gamer,,ATX,82.0,900,0.0,,bronze,False
SeaSonic 750FX WHITE,,ATX,87.0,750,10.0,White,gold,Full
Rosewill PHOTON-650,,ATX,87.0,650,10.0,,gold,Full
In Win P65F,,ATX,87.0,650,0.0,Black,gold,False
EVGA 710 BP,138.5,ATX,82.0,710,0.0,Black,bronze,False
Thermaltake Toughpower GF1 - TT Premium,,ATX,87.0,1000,10.0,Black,gold,Full
Antec EARTHWATTS GOLD PRO 750,180.63,ATX,87.0,750,6.0,Black,gold,Semi
Antec VP PLUS,146.52,ATX,80.0,650,0.0,,plus,False
Apevia Spirit,,ATX,0.0,700,0.0,,white,False
Super Flower Legion GX Pro,,ATX,87.0,650,6.0,Black,gold,Semi
Cooler Master V1300 Platinum,445.9,ATX,90.0,1300,10.0,Black,platinum,Full
SeaSonic PRIME Ultra Gold 1000,379.99,ATX,87.0,1000,10.0,Black,gold,Full
SeaSonic PRIME Ultra Gold 850,194.98,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,90.0,1200,10.0,,platinum,Full
Cougar POLAR,,ATX,90.0,1050,10.0,White,platinum,Full
be quiet! Pure Power 10,,ATX,85.0,500,0.0,,silver,False
Corsair GS700,279.99,ATX,82.0,700,0.0,,bronze,False
Cougar GX-S,,ATX,87.0,550,0.0,,gold,False
Silverstone TX300,63.29,TFX,82.0,300,0.0,Black,bronze,False
Xilence Performance A+ III,,ATX,82.0,450,0.0,Black / Red,bronze,False
Athena Power AP-MFATX40,,Mini ITX,82.0,400,0.0,,bronze,False
be quiet! Dark Power Pro 11,,ATX,90.0,850,6.0,,platinum,Semi
Gigabyte GreenMax Plus,,ATX,82.0,650,0.0,,bronze,False
Deepcool DA600-M,,ATX,82.0,600,10.0,Black,bronze,Full
Thermaltake Toughpower iRGB PLUS 750,219.99,ATX,87.0,750,10.0,Black,gold,Full
Silverstone SX600-G,,SFX,87.0,600,10.0,,gold,Full
Corsair TX650,,ATX,82.0,650,0.0,,bronze,False
FSP Group Hyper M,,ATX,80.0,700,6.0,Black,plus,Semi
Thermaltake Toughpower PF1,,ATX,90.0,750,10.0,Black,platinum,Full
Corsair TX750 V2,384.98,ATX,82.0,750,0.0,,bronze,False
Cooler Master MWE 450,,ATX,80.0,450,0.0,Black,plus,False
EVGA SuperNOVA 850 B2,,ATX,82.0,850,6.0,,bronze,Semi
Cooler Master V1000 Platinum,,ATX,90.0,1000,10.0,Black,platinum,Full
Fractal Design Ion+ 760P,,ATX,90.0,760,10.0,Black,platinum,Full
Silverstone Strider,,ATX,87.0,750,10.0,,gold,Full
FSP Group FSP220-60LE(80),,Mini ITX,80.0,220,0.0,,plus,False
be quiet! STRAIGHT POWER E9 | 480W CM,,ATX,87.0,480,10.0,,gold,Full
Apevia ATX-AQ700W-BK,,ATX,0.0,700,0.0,,white,False
SHARKOON WPM Bronze,,ATX,82.0,600,6.0,,bronze,Semi
Thermaltake Toughpower DPS G RGB Titanium,,ATX,94.0,1500,10.0,,titanium,Full
Fractal Design Ion Gold,,ATX,87.0,650,10.0,Black,gold,Full
Thermaltake Smart,,ATX,80.0,530,0.0,,plus,False
Antec Earthwatts,,ATX,82.0,650,0.0,,bronze,False
SilentiumPC Supremo L2 V2,,ATX,87.0,550,0.0,Black,gold,False
Rosewill Glacier 700M,134.99,ATX,82.0,700,6.0,,bronze,Semi
KOLINK KL-SFX450,,SFX,82.0,450,0.0,Black / Green,bronze,False
Corsair TX550M,216.59,ATX,82.0,550,6.0,,bronze,Semi
NZXT HALE90 V2 1200W,,ATX,87.0,1200,10.0,,gold,Full
Zalman TX,,ATX,0.0,700,0.0,,white,False
SeaSonic G,,ATX,87.0,650,6.0,,gold,Semi
Silverstone Essential,,ATX,82.0,650,0.0,Black,bronze,False
Corsair TX750M,499.99,ATX,82.0,750,6.0,,bronze,Semi
FSP Group Hyper M85+,,ATX,82.0,550,6.0,Black,bronze,Semi
Antec NeoECO,91.49,ATX,82.0,550,6.0,Black,bronze,Semi
Rosewill HIVE,183.99,ATX,82.0,850,10.0,,bronze,Full
Thermaltake TR2,,ATX,82.0,380,0.0,,bronze,False
FSP Group Raider 550,,ATX,82.0,550,0.0,,bronze,False
be quiet! Pure Power L8,,ATX,82.0,630,6.0,Black / Orange,bronze,Semi
Fractal Design Integra M,,ATX,82.0,550,6.0,,bronze,Semi
be quiet! Straight Power 10 CM,,ATX,87.0,800,6.0,,gold,Semi
Corsair VS550,,ATX,0.0,550,0.0,,white,False
LC-Power LC6560GP3 V2.3 230V,481.0,ATX,85.0,560,0.0,Black,silver,False
Rosewill CFZ,99.9,ATX,82.0,750,6.0,Black,bronze,Semi
Thermaltake German,124.0,ATX,80.0,630,0.0,,plus,False
BitFenix Whisper M,,ATX,87.0,850,10.0,,gold,Full
Corsair Vengeance 650M,,ATX,82.0,650,6.0,,bronze,Semi
SeaSonic X,,ATX,87.0,850,10.0,,gold,Full
Zalman ZM600-ST,,ATX,80.0,600,0.0,,plus,False
GameMax GM,,ATX,87.0,1350,0.0,Black,gold,False
Cooler Master MWE Gold 550,,ATX,87.0,550,0.0,Black,gold,False
Thermaltake Toughpower GX1 RGB,,ATX,87.0,600,0.0,Black,gold,False
be quiet! Dark Power Pro 11,,ATX,90.0,1000,6.0,,platinum,Semi
Corsair GS600,,ATX,82.0,600,0.0,,bronze,False
Cooler Master B600 ver. 2,,ATX,80.0,600,0.0,Black,plus,False
EVGA 650 B3,,ATX,82.0,650,10.0,,bronze,Full
Thermaltake Toughpower Grand RGB Platinum,,ATX,90.0,1050,10.0,Black,platinum,Full
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,90.0,1050,10.0,,platinum,Full
GameMax GM,,ATX,82.0,300,0.0,Silver,bronze,False
SeaSonic PRIME Titanium,,ATX,94.0,850,10.0,,titanium,Full
Thermaltake Toughpower PF1,,ATX,90.0,850,10.0,Black,platinum,Full
Thermaltake TR2,,ATX,0.0,430,0.0,,white,False
SHARKOON SilentStorm,89.59,SFX,82.0,450,0.0,Black,bronze,False
Fractal Design Ion+ 2 Platinum,,ATX,90.0,560,10.0,Black,platinum,Full
SeaSonic 850FX WHITE,,ATX,87.0,850,10.0,White,gold,Full
Xilence XP750MR9,124.09,ATX,87.0,750,6.0,Black / Red,gold,Semi
In Win P65,124.0,ATX,87.0,650,10.0,Black,gold,Full
BitFenix Formula Gold 750,,ATX,87.0,750,0.0,,gold,False
Enermax Platimax,299.99,ATX,90.0,1350,10.0,Black,platinum,Full
SeaSonic FOCUS,,ATX,87.0,550,6.0,Black,gold,Semi
Cougar BXM850,114.98,ATX,82.0,850,6.0,Orange / Black,bronze,Semi
OCZ ZT,,ATX,82.0,750,10.0,,bronze,Full
SeaSonic Platinum,,ATX,90.0,1000,10.0,,platinum,Full
Corsair Vengeance 400,,ATX,82.0,400,0.0,,bronze,False
Antec Earthwatts Green,,ATX,82.0,380,0.0,,bronze,False
OCZ ModXStream Pro,,ATX,80.0,700,6.0,,plus,Semi
SeaSonic X,,ATX,87.0,650,10.0,,gold,Full
Corsair HX620,,ATX,80.0,620,10.0,,plus,Full
SeaSonic PRIME Titanium,,ATX,94.0,750,10.0,,titanium,Full
Cooler Master V550 Gold V2,,ATX,87.0,550,10.0,Black,gold,Full
Insignia NS-PCW5508,,ATX,82.0,550,0.0,Black,bronze,False
Cooler Master MWE Bronze,,ATX,82.0,450,0.0,Black,bronze,False
Silverstone Strider Titanium,,ATX,94.0,1500,10.0,Black / Blue,titanium,Full
Corsair VX550,215.63,ATX,80.0,550,0.0,,plus,False
Thermaltake TPD-0550M,,ATX,87.0,550,6.0,,gold,Semi
LC-Power LC6 V2.31,,ATX,87.0,750,10.0,Black / Gray,gold,Full
Antec VP PLUS,,ATX,80.0,550,0.0,Black,plus,False
Silverstone DA550 Gold,,ATX,87.0,550,10.0,Black / White,gold,Full
Corsair VS400,371.99,ATX,80.0,400,0.0,,plus,False
Thermaltake Toughpower,263.99,ATX,87.0,1200,6.0,,gold,Semi
SeaSonic Platinum,,ATX,90.0,860,10.0,,platinum,Full
Phanteks AMP,,ATX,87.0,850,10.0,Black,gold,Full
Cooler Master GX,,ATX,80.0,650,0.0,,plus,False
Cooler Master B500 ver.2,,ATX,80.0,500,0.0,,plus,False
SilentiumPC Supremo FM2,,ATX,87.0,650,10.0,Black,gold,Full
Aerocool P7 Platinum,,ATX,90.0,850,10.0,Black,platinum,Full
EVGA SuperNOVA 850 GS,,ATX,87.0,850,10.0,,gold,Full
SeaSonic PRIME Ultra Gold 750,,ATX,87.0,750,10.0,Black,gold,Full
Thermaltake Toughpower Grand RGB 750 SE,,ATX,87.0,750,10.0,Black,gold,Full
LC-Power LC6350 V2.3,,ATX,82.0,350,0.0,Black,bronze,False
be quiet! Dark Power Pro 11,,ATX,90.0,750,6.0,,platinum,Semi
Cooler Master GX,,ATX,82.0,750,0.0,,bronze,False
FSP Group Hydro G,,ATX,87.0,750,10.0,,gold,Full
Cooler Master MWE White V2 230V,,ATX,80.0,450,0.0,Black,plus,False
XFX TS,,ATX,82.0,550,0.0,,bronze,False
Silverstone SFX,,SFX,87.0,450,10.0,,gold,Full
Corsair G800,319.92,ATX,80.0,800,0.0,,plus,False
Thermaltake Toughpower GF1 - TT Premium,,ATX,87.0,1200,10.0,Black,gold,Full
Corsair CS850M,,ATX,87.0,850,6.0,,gold,Semi
Rosewill PHOTON-750,,ATX,87.0,750,10.0,,gold,Full
Super Flower Leadex III ARGB Pro,,ATX,87.0,850,10.0,Black,gold,Full
be quiet! Straight Power 12,,ATX,90.0,750,10.0,Black,platinum,Full
EVGA 510 BP,,ATX,82.0,510,0.0,Black,bronze,False
Silverstone Strider,247.9,ATX,85.0,1500,0.0,,silver,False
XFX TS,150.63,ATX,87.0,550,0.0,,gold,False
Thermaltake Toughpower PF1,,ATX,90.0,650,10.0,,platinum,Full
SeaSonic PRIME SNOWSILENT,,ATX,90.0,650,10.0,White,platinum,Full
Thermaltake Toughpower iRGB PLUS 1000,,ATX,87.0,1000,10.0,Black,gold,Full
MSI MAG A500DN,,ATX,80.0,500,0.0,Black,plus,False
Xigmatek ACXTNRP-PC502,,ATX,82.0,500,0.0,,bronze,False
EVGA 450 B1,,ATX,82.0,450,0.0,,bronze,False
EVGA SuperNOVA 1000 G1,,ATX,87.0,1000,10.0,,gold,Full
Silverstone Strider Plus,,ATX,82.0,500,10.0,,bronze,Full
FSP Group Hydro PTM,,ATX,90.0,750,10.0,Black,platinum,Full
Rosewill ARC 750,,ATX,82.0,750,0.0,,bronze,False
XFX XTR,,ATX,87.0,750,10.0,,gold,Full
