name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI,max_memory_spec,memory_slots_spec,SATA_spec,BAND_spec,PCIe_spec,OC_spec
Intel DH61BEB3,563.54,1155,Micro ATX,0.005870841487279843,0.09090909090909091,Green / Blue,Intel,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,8,2,2.0,4.0,2.0,False
Gigabyte X299 UD4 Pro,319.99,2066,ATX,0.1232876712328767,0.6363636363636364,Black,Gigabyte,X299,0.6000000000000001,3.0,0.6363636363636364,0.5,1.0,False,128,8,8.0,16.0,3.0,True
Gigabyte GA-Z170X-Gaming 7,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0),,AM4,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Red,Gigabyte,B350,0.2,2.0,0.09090909090909091,0.5,1.0,True,32,2,4.0,4.0,3.0,True
Gigabyte B560M DS3H,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Asus PRIME H310-PLUS,,1151,ATX,0.029354207436399216,0.09090909090909091,Black,Asus,H310,0.2,1.0,0.1818181818181818,0.5,0.0,False,32,2,4.0,6.0,3.0,False
Gigabyte Z490I AORUS ULTRA,466.36,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,Gigabyte,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,64,2,6.0,8.0,3.0,True
MSI MEG Z490I UNIFY,,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,64,2,6.0,8.0,3.0,True
Asus STRIX X370-F GAMING,408.67,AM4,ATX,0.060665362035225046,0.2727272727272727,Black,Asus,X370,0.6000000000000001,4.0,0.1818181818181818,0.5,1.0,False,64,4,8.0,6.0,3.0,True
Gigabyte B450 Gaming X,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,64,4,4.0,6.0,3.0,True
Asus Pro Q670M-C-CSM,169.19,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Green / Black,Asus,,,,,,,False,128,4,,,,
MSI MPG Z590 GAMING EDGE WIFI,343.2,1200,ATX,0.1232876712328767,0.2727272727272727,Black,MSI,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,True,128,4,6.0,16.0,4.0,True
MSI PRO B760M-E DDR4,,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Black,MSI,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,64,2,4.0,4.0,4.0,False
MSI Z87-G45 Gaming,,1150,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,MSI,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
MSI B350M PRO-VDH,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Brown / Black,MSI,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,64,4,4.0,4.0,3.0,True
ASRock Fatal1ty B450 GAMING K4,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,ASRock,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,64,4,4.0,6.0,3.0,True
MSI H410M-A PRO,,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,H410,0.2,1.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
Gigabyte A520M AORUS ELITE,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Orange,Gigabyte,A520,0.2,2.0,0.1818181818181818,0.5,0.0,False,128,4,4.0,6.0,3.0,False
Gigabyte GA-AB350M-Gaming 3,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,64,4,4.0,4.0,3.0,True
Asus TUF Z370 Plus Gaming,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Yellow,Asus,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI B150 Gaming M3,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,MSI,B150,0.4000000000000001,1.0,0.0,0.5,0.0,False,64,4,6.0,2.0,3.0,False
Asus TUF X470-PLUS GAMING,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black,Asus,X470,0.6000000000000001,4.0,0.2727272727272727,0.5,1.0,False,64,4,8.0,8.0,3.0,True
Asus M5A99FX PRO R2.0,,AM3+,ATX,0.029354207436399216,0.2727272727272727,Black / Blue,Asus,,,,,,,False,32,4,,,,
Gigabyte GA-970A-DS3P,,AM3+,ATX,0.029354207436399216,0.2727272727272727,Black / Gray,Gigabyte,970,,,,,,False,32,4,,,,
MSI PRO-B660M-A-CEC-WIFI-DDR4,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,MSI,B660,0.2,2.0,0.09090909090909091,0.75,0.0,True,128,4,4.0,4.0,4.0,False
Asus ProArt B760-CREATOR,,1700,ATX,0.1232876712328767,0.2727272727272727,Black / Copper,Asus,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
Gigabyte Z790 AORUS TACHYON,599.99,1700,EATX,0.060665362035225046,0.09090909090909091,Silver / Black,Gigabyte,Z790,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,64,2,6.0,16.0,5.0,True
Gigabyte B660M GAMING X AX DDR4,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
MSI TRX40 PRO WIFI,,sTRX4,ATX,0.24853228962818003,0.6363636363636364,Black / Silver,MSI,TRX40,0.6000000000000001,4.0,0.6363636363636364,0.75,1.0,True,256,8,8.0,16.0,4.0,True
Asus Z87-Pro,,1150,ATX,0.029354207436399216,0.2727272727272727,Black / Gold,Asus,Z87,0.4000000000000001,0.0,0.09090909090909091,0.5,1.0,False,32,4,6.0,4.0,3.0,True
Gigabyte Z690I AORUS ULTRA DDR4,,1700,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,Gigabyte,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,64,2,6.0,16.0,5.0,True
Gigabyte B560 HD3,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Gray,Gigabyte,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Asus ROG STRIX Z390-H GAMING,,1151,ATX,0.1232876712328767,0.2727272727272727,Black / Red,Asus,Z390,0.4000000000000001,2.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
ASRock Z490 Phantom Gaming-ITX/TB3,159.99,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black,ASRock,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,64,2,6.0,8.0,3.0,True
ASRock B550 PG Riptide,,AM4,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,B550,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Gigabyte,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI H110M Pro-VD,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Silver,MSI,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Asus ROG Strix Z370-I Gaming,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Silver,Asus,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,32,2,6.0,4.0,3.0,True
Gigabyte Z690I AORUS ULTRA,399.0,1700,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,Gigabyte,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,64,2,6.0,16.0,5.0,True
Gigabyte Z590 VISION D,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / White,Gigabyte,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Asus PRIME H310M-A R2.0,148.97,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black,Asus,H310,0.2,1.0,0.1818181818181818,0.5,0.0,False,32,2,4.0,6.0,3.0,False
Asus Pro B560M-CT/CSM,126.99,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Green,Asus,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Gigabyte A620I AX,,AM5,Mini ITX,0.09197651663405088,0.09090909090909091,Black / Gray,Gigabyte,A620,0.2,2.0,0.2727272727272727,0.75,0.0,False,96,2,4.0,8.0,4.0,False
Asus H170-PRO,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Asus,H170,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,64,4,6.0,8.0,3.0,False
Gigabyte GA-AX370M-DS3H,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Black,Gigabyte,X370,0.6000000000000001,4.0,0.1818181818181818,0.5,1.0,False,64,4,8.0,6.0,3.0,True
Asus PRO A520M-C II/CSM,92.99,AM4,Micro ATX,0.060665362035225046,0.09090909090909091,Green / Black,Asus,A520,0.2,2.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
Colorful CVN X570M GAMING FROZEN V14,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,White,Colorful,X570,1.0000000000000002,4.0,0.6363636363636364,0.75,1.0,False,128,4,12.0,16.0,4.0,True
MSI MEG Z390 ACE,,1151,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,MSI,Z390,0.4000000000000001,2.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
Asus Z97I-PLUS,,1150,Mini ITX,0.0136986301369863,0.09090909090909091,Black / Gold,Asus,Z97,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,16,2,6.0,4.0,3.0,True
ASRock A320M-ITX,,AM4,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Silver,ASRock,A320,0.2,2.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
MSI MAG B660M MORTAR,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,MSI,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
ASRock A320M,,AM4,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Silver,ASRock,A320,0.2,2.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
MSI A520M PRO,,AM4,Micro ATX,0.060665362035225046,0.09090909090909091,Black,MSI,A520,0.2,2.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
Asus H110M-A/M.2,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Gold,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Gigabyte B660 DS3H AC DDR4,,1700,ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
Asus P5QL-VM DO/CSM,,775,Micro ATX,0.0136986301369863,0.2727272727272727,Black / Yellow,Asus,,,,,,,False,16,4,,,,
Gigabyte GA-AB350-Gaming,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Red,Gigabyte,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,64,4,4.0,4.0,3.0,True
MSI B450M BAZOOKA,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Silver,MSI,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,64,4,4.0,6.0,3.0,True
ASRock X570 Creator,259.99,AM4,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,X570,1.0000000000000002,4.0,0.6363636363636364,0.75,1.0,False,128,4,12.0,16.0,4.0,True
MSI MEG B550 UNIFY-X,299.99,AM4,ATX,0.060665362035225046,0.09090909090909091,Black,MSI,B550,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,64,2,6.0,16.0,4.0,True
MSI H510M PRO,159.0,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Beige,MSI,H510,0.2,1.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
MSI H310M PRO-M2 PLUS,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black,MSI,H310,0.2,1.0,0.1818181818181818,0.5,0.0,False,32,2,4.0,6.0,3.0,False
ASRock B450M Steel Legend Pink,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Pink,ASRock,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,128,4,4.0,6.0,3.0,True
Gigabyte GA-H110M-S2H,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black,Gigabyte,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
MSI MAG B460M MORTAR WIFI,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Silver / Black,MSI,B460,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,True,128,4,6.0,4.0,3.0,False
Asus Sabertooth Z77,,1155,ATX,0.029354207436399216,0.2727272727272727,Brown / Black,Asus,Z77,0.2,0.0,0.09090909090909091,0.5,1.0,False,32,4,4.0,4.0,3.0,True
Asus Zenith II Extreme,,sTRX4,EATX,0.24853228962818003,0.6363636363636364,Black,Asus,,,,,,,False,256,8,,,,
Gigabyte Z590 AORUS ELITE,275.11,1200,ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
MSI B560M PRO,143.53,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Black,MSI,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,64,2,6.0,4.0,4.0,False
ASRock B460M Pro4,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,B460,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,False,128,4,6.0,4.0,3.0,False
Asus H110M-C/CSM,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black / Gold,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Gigabyte B760M GAMING X AX,,1700,Micro ATX,0.18590998043052837,0.2727272727272727,Brown / Black,Gigabyte,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,192,4,4.0,4.0,4.0,False
ASRock Z690M PG RIPTIDE/D5,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,ASRock,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Asus PRIME H410M-K,231.76,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Black,Asus,H410,0.2,1.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
Asus ROG STRIX Z270i GAMING,,1151,Mini ITX,0.029354207436399216,0.09090909090909091,Black / Silver,Asus,Z270,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,32,2,6.0,4.0,3.0,True
Supermicro MBD-X11SSL-F-O,254.99,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Green,Supermicro,,,,,,,False,64,4,,,,
Asus Z170-P,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Gold,Asus,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte GA-B150M-D3H,,1151,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Gigabyte,B150,0.4000000000000001,1.0,0.0,0.5,0.0,False,64,4,6.0,2.0,3.0,False
Asus H110M-R,,1151,Micro ATX,0.029354207436399216,0.09090909090909091,Black,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
Asus PRIME B650M-A WIFI II,,AM5,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Asus,B650,0.2,2.0,0.6363636363636364,0.75,1.0,True,128,4,4.0,16.0,4.0,True
Asus H81M-C/CSM,,1150,Micro ATX,0.0136986301369863,0.09090909090909091,Black / Gold,Asus,H81,0.0,0.0,0.0,0.25,0.0,False,16,2,2.0,2.0,2.0,False
Gigabyte Z490 AORUS ELITE AC,329.98,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Gigabyte,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
ASRock H610M-HVS/M.2 R2.0,111.2,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,ASRock,H610,0.2,1.0,0.1818181818181818,0.75,0.0,False,64,2,4.0,6.0,4.0,False
ASRock B560 Pro4,,1200,ATX,0.1232876712328767,0.2727272727272727,Silver / Black,ASRock,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Gigabyte GA-B85M-D3H,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Gray,Gigabyte,B85,0.2,0.0,0.0,0.5,0.0,False,32,4,4.0,2.0,3.0,False
ASRock X470 Taichi,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,ASRock,X470,0.6000000000000001,4.0,0.2727272727272727,0.5,1.0,False,64,4,8.0,8.0,3.0,True
Gigabyte Z490 AORUS PRO AX,,1200,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Gigabyte,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
ASRock Z690 Taichi Razer Edition,339.99,1700,ATX,0.1232876712328767,0.2727272727272727,Black,ASRock,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Gigabyte X570 AORUS PRO,430.99,AM4,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Gigabyte,X570,1.0000000000000002,4.0,0.6363636363636364,0.75,1.0,False,128,4,12.0,16.0,4.0,True
Gigabyte GA-H61M-DS2,,1155,Micro ATX,0.0136986301369863,0.09090909090909091,Blue / White,Gigabyte,H61,0.0,0.0,0.09090909090909091,0.25,0.0,False,16,2,2.0,4.0,2.0,False
Gigabyte GA-B75M-D3H,,1155,Micro ATX,0.029354207436399216,0.2727272727272727,Blue / White,Gigabyte,B75,0.4000000000000001,0.0,0.0,0.5,0.0,False,32,4,6.0,2.0,3.0,False
Gigabyte GA-AB350M-DS3H,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Black,Gigabyte,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,64,4,4.0,4.0,3.0,True
ASRock Z590 PG Velocita,124.99,1200,ATX,0.1232876712328767,0.2727272727272727,Silver / Black,ASRock,Z590,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Asus Z170-E,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Asus,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
MSI Z370 GAMING PRO CARBON,,1151,ATX,0.060665362035225046,0.2727272727272727,Black,MSI,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Asus ROG STRIX Z490-F GAMING,,1200,ATX,0.1232876712328767,0.2727272727272727,Black,Asus,Z490,0.4000000000000001,3.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
EVGA X299 Micro,227.81,2066,Micro ATX,0.1232876712328767,0.2727272727272727,Black,EVGA,X299,0.6000000000000001,3.0,0.6363636363636364,0.5,1.0,False,128,4,8.0,16.0,3.0,True
MSI B550M PRO-VDH,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,Black,MSI,B550,0.4000000000000001,3.0,0.6363636363636364,0.75,1.0,False,128,4,6.0,16.0,4.0,True
Asus WS X299 SAGE/10G,599.0,2066,SSI CEB,0.1232876712328767,0.6363636363636364,Black / Silver,Asus,X299,0.6000000000000001,3.0,0.6363636363636364,0.5,1.0,False,128,8,8.0,16.0,3.0,True
Asus PRIME B460-PLUS,,1200,ATX,0.1232876712328767,0.2727272727272727,Silver / Black,Asus,B460,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,False,128,4,6.0,4.0,3.0,False
Asus ROG STRIX B360-F GAMING,,1151,ATX,0.060665362035225046,0.2727272727272727,Black,Asus,B360,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,False,64,4,6.0,4.0,3.0,False
Asus TUF GAMING B450M-PRO S,,AM4,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Asus,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,128,4,4.0,6.0,3.0,True
Asus PRIME B560M-K,,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Silver / Black,Asus,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,64,2,6.0,4.0,4.0,False
Gigabyte B560M AORUS ELITE,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Asus H110-PLUS,,1151,ATX,0.029354207436399216,0.09090909090909091,Black / Gold,Asus,H110,0.2,1.0,0.09090909090909091,0.5,0.0,False,32,2,4.0,4.0,3.0,False
MSI B350 GAMING PLUS,,AM4,ATX,0.060665362035225046,0.2727272727272727,Black / Red,MSI,B350,0.2,2.0,0.09090909090909091,0.5,1.0,False,64,4,4.0,4.0,3.0,True
Asus Pro B660M-C D4-CSM,124.37,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Green / Black,Asus,B660,0.2,2.0,0.09090909090909091,0.75,0.0,False,128,4,4.0,4.0,4.0,False
ASRock H670M Pro RS,138.99,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Gray / Black,ASRock,H670,0.6000000000000001,3.0,0.9999999999999999,0.75,0.0,False,128,4,8.0,24.0,4.0,False
MSI PRO Z790-P DDR4,,1700,ATX,0.1232876712328767,0.2727272727272727,Black / Silver,MSI,Z790,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Asus X99-A,,2011-3,ATX,0.060665362035225046,0.6363636363636364,Black / Silver,Asus,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,64,8,10.0,16.0,3.0,True
MSI H510I PRO WIFI,230.0,1200,Mini ITX,0.060665362035225046,0.09090909090909091,Black / Silver,MSI,H510,0.2,1.0,0.1818181818181818,0.5,0.0,True,64,2,4.0,6.0,3.0,False
Asus PRIME A320M-E,191.0,AM4,Micro ATX,0.060665362035225046,0.09090909090909091,Black / Silver,Asus,A320,0.2,2.0,0.09090909090909091,0.5,0.0,False,64,2,4.0,4.0,3.0,False
Asus PRIME B650M-A II-CSM,179.99,AM5,Micro ATX,0.1232876712328767,0.2727272727272727,Silver / Black,Asus,B650,0.2,2.0,0.6363636363636364,0.75,1.0,False,128,4,4.0,16.0,4.0,True
Asus ROG MAXIMUS XII FORMULA,654.0,1200,ATX,0.1232876712328767,0.2727272727272727,Black,Asus,,,,,,,False,128,4,,,,
Biostar B560MX-E PRO,,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Brown / Silver,Biostar,B560,0.4000000000000001,1.0,0.09090909090909091,0.75,0.0,False,128,4,6.0,4.0,4.0,False
Asus X99-M WS,,2011-3,Micro ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Asus,X99,0.8,3.0,0.6363636363636364,0.5,1.0,False,64,4,10.0,16.0,3.0,True
Asus PRIME Z370-A II,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Silver,Asus,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte X570S AORUS PRO AX,,AM4,ATX,0.1232876712328767,0.2727272727272727,Black / Gray,Gigabyte,X570,1.0000000000000002,4.0,0.6363636363636364,0.75,1.0,False,128,4,12.0,16.0,4.0,True
MSI TRX40 PRO 10G,,sTRX4,ATX,0.24853228962818003,0.6363636363636364,Black / Silver,MSI,TRX40,0.6000000000000001,4.0,0.6363636363636364,0.75,1.0,False,256,8,8.0,16.0,4.0,True
MSI B450M MORTAR,,AM4,Micro ATX,0.060665362035225046,0.2727272727272727,Black,MSI,B450,0.2,2.0,0.1818181818181818,0.5,1.0,False,64,4,4.0,6.0,3.0,True
Gigabyte B360 AORUS Gaming 3 WIFI,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Orange,Gigabyte,B360,0.4000000000000001,1.0,0.09090909090909091,0.5,0.0,True,64,4,6.0,4.0,3.0,False
Asus TUF Z390-PRO GAMING,,1151,ATX,0.1232876712328767,0.2727272727272727,Black / Gold,Asus,Z390,0.4000000000000001,2.0,0.2727272727272727,0.5,1.0,False,128,4,6.0,8.0,3.0,True
MSI MAG Z690 TORPEDO,,1700,ATX,0.1232876712328767,0.2727272727272727,Blue / Black,MSI,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Gigabyte Z690 UD AX,,1700,ATX,0.1232876712328767,0.2727272727272727,Black,Gigabyte,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
ASRock H97M Pro4,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Blue,ASRock,H97,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,32,4,6.0,8.0,3.0,False
Gigabyte Z370 HD3 (rev. 1.0),,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Gray,Gigabyte,Z370,0.4000000000000001,2.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Asus PRIME H570M-PLUS/CSM,139.41,1200,Micro ATX,0.1232876712328767,0.2727272727272727,Black / Silver,Asus,H570,0.4000000000000001,2.0,0.8181818181818182,0.5,0.0,False,128,4,6.0,20.0,3.0,False
Biostar H510MHP 2.0,,1200,Micro ATX,0.060665362035225046,0.09090909090909091,Black,Biostar,H510,0.2,1.0,0.1818181818181818,0.5,0.0,False,64,2,4.0,6.0,3.0,False
MSI Z170A GAMING M7,,1151,ATX,0.060665362035225046,0.2727272727272727,Black / Red,MSI,Z170,0.4000000000000001,1.0,0.09090909090909091,0.5,1.0,False,64,4,6.0,4.0,3.0,True
Gigabyte Z690M DS3H DDR4,,1700,Micro ATX,0.1232876712328767,0.2727272727272727,Brown / Gray,Gigabyte,Z690,0.4000000000000001,4.0,0.6363636363636364,1.0,1.0,False,128,4,6.0,16.0,5.0,True
Gigabyte B760M H DDR4,,1700,Micro ATX,0.060665362035225046,0.09090909090909091,Brown / Gray,Gigabyte,B760,0.2,2.0,0.09090909090909091,0.75,0.0,False,64,2,4.0,4.0,4.0,False
Gigabyte GA-H97M-D3H,,1150,Micro ATX,0.029354207436399216,0.2727272727272727,Black / Gold,Gigabyte,H97,0.4000000000000001,1.0,0.2727272727272727,0.5,0.0,False,32,4,6.0,8.0,3.0,False
