name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
Gigabyte Z790 AORUS TACHYON,599.99,1700,EATX,64,2,Silver / Black,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
Gigabyte B660M GAMING X AX DDR4,,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
MSI TRX40 PRO WIFI,,sTRX4,ATX,256,8,Black / Silver,MSI,TRX40,8,4,16,4,TRUE,TRUE
Asus Z87-Pro,,1150,ATX,32,4,Black / Gold,Asus,Z87,6,0,4,3,TRUE,FALSE
Gigabyte Z690I AORUS ULTRA DDR4,,1700,Mini ITX,64,2,Black / Silver,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Gigabyte B560 HD3,,1200,ATX,128,4,Black / Gray,Gigabyte,B560,6,1,4,4,FALSE,FALSE
Asus ROG STRIX Z390-H GAMING,,1151,ATX,128,4,Black / Red,Asus,Z390,6,2,8,3,TRUE,FALSE
ASRock Z490 Phantom Gaming-ITX/TB3,159.99,1200,Mini ITX,64,2,Black,ASRock,Z490,6,3,8,3,TRUE,FALSE
ASRock B550 PG Riptide,,AM4,ATX,128,4,Black / Silver,ASRock,B550,6,3,16,4,TRUE,FALSE
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),,1151,ATX,64,4,Black / Silver,Gigabyte,Z370,6,2,4,3,TRUE,FALSE
MSI H110M Pro-VD,,1151,Micro ATX,32,2,Black / Silver,MSI,H110,4,1,4,3,FALSE,FALSE
Asus ROG Strix Z370-I Gaming,,1151,Mini ITX,32,2,Black / Silver,Asus,Z370,6,2,4,3,TRUE,FALSE
Gigabyte Z690I AORUS ULTRA,399,1700,Mini ITX,64,2,Black / Silver,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Gigabyte Z590 VISION D,,1200,ATX,128,4,Black / White,Gigabyte,Z590,6,3,16,4,TRUE,FALSE
Asus PRIME H310M-A R2.0,148.97,1151,Micro ATX,32,2,Black,Asus,H310,4,1,6,3,FALSE,FALSE
Asus Pro B560M-CT/CSM,126.99,1200,Micro ATX,128,4,Green,Asus,B560,6,1,4,4,FALSE,FALSE
Gigabyte A620I AX,,AM5,Mini ITX,96,2,Black / Gray,Gigabyte,A620,4,2,8,4,FALSE,FALSE
Asus H170-PRO,,1151,ATX,64,4,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
Gigabyte GA-AX370M-DS3H,,AM4,Micro ATX,64,4,Black,Gigabyte,X370,8,4,6,3,TRUE,FALSE
Asus PRO A520M-C II/CSM,92.99,AM4,Micro ATX,64,2,Green / Black,Asus,A520,4,2,6,3,FALSE,FALSE
Colorful CVN X570M GAMING FROZEN V14,,AM4,Micro ATX,128,4,White,Colorful,X570,12,4,16,4,TRUE,FALSE
MSI MEG Z390 ACE,,1151,ATX,128,4,Black / Silver,MSI,Z390,6,2,8,3,TRUE,FALSE
Asus Z97I-PLUS,,1150,Mini ITX,16,2,Black / Gold,Asus,Z97,6,1,4,3,TRUE,FALSE
ASRock A320M-ITX,,AM4,Mini ITX,32,2,Black / Silver,ASRock,A320,4,2,4,3,FALSE,FALSE
MSI MAG B660M MORTAR,,1700,Micro ATX,128,4,Black / Silver,MSI,B660,4,2,4,4,FALSE,FALSE
ASRock A320M,,AM4,Micro ATX,32,2,Black / Silver,ASRock,A320,4,2,4,3,FALSE,FALSE
MSI A520M PRO,,AM4,Micro ATX,64,2,Black,MSI,A520,4,2,6,3,FALSE,FALSE
Asus H110M-A/M.2,,1151,Micro ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
Gigabyte B660 DS3H AC DDR4,,1700,ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Asus P5QL-VM DO/CSM,,775,Micro ATX,16,4,Black / Yellow,Asus,,,,,,,FALSE
Gigabyte GA-AB350-Gaming,,AM4,ATX,64,4,Black / Red,Gigabyte,B350,4,2,4,3,TRUE,FALSE
MSI B450M BAZOOKA,,AM4,Micro ATX,64,4,Black / Silver,MSI,B450,4,2,6,3,TRUE,FALSE
ASRock X570 Creator,259.99,AM4,ATX,128,4,Black / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
MSI MEG B550 UNIFY-X,299.99,AM4,ATX,64,2,Black,MSI,B550,6,3,16,4,TRUE,FALSE
MSI H510M PRO,159,1200,Micro ATX,64,2,Beige,MSI,H510,4,1,6,3,FALSE,FALSE
MSI H310M PRO-M2 PLUS,,1151,Micro ATX,32,2,Black,MSI,H310,4,1,6,3,FALSE,FALSE
ASRock B450M Steel Legend Pink,,AM4,Micro ATX,128,4,Black / Pink,ASRock,B450,4,2,6,3,TRUE,FALSE
Gigabyte GA-H110M-S2H,,1151,Micro ATX,32,2,Black,Gigabyte,H110,4,1,4,3,FALSE,FALSE
MSI MAG B460M MORTAR WIFI,,1200,Micro ATX,128,4,Silver / Black,MSI,B460,6,1,4,3,FALSE,TRUE
Asus Sabertooth Z77,,1155,ATX,32,4,Brown / Black,Asus,Z77,4,0,4,3,TRUE,FALSE
Asus Zenith II Extreme,,sTRX4,EATX,256,8,Black,Asus,,,,,,,FALSE
Gigabyte Z590 AORUS ELITE,275.11,1200,ATX,128,4,Black,Gigabyte,Z590,6,3,16,4,TRUE,FALSE
MSI B560M PRO,143.53,1200,Micro ATX,64,2,Black,MSI,B560,6,1,4,4,FALSE,FALSE
ASRock B460M Pro4,,1200,Micro ATX,128,4,Black / Silver,ASRock,B460,6,1,4,3,FALSE,FALSE
Asus H110M-C/CSM,,1151,Micro ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
Gigabyte B760M GAMING X AX,,1700,Micro ATX,192,4,Brown / Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
ASRock Z690M PG RIPTIDE/D5,,1700,Micro ATX,128,4,Black / Silver,ASRock,Z690,6,4,16,5,TRUE,FALSE
Asus PRIME H410M-K,231.76,1200,Micro ATX,64,2,Black,Asus,H410,4,1,6,3,FALSE,FALSE
Asus ROG STRIX Z270i GAMING,,1151,Mini ITX,32,2,Black / Silver,Asus,Z270,6,2,4,3,TRUE,FALSE
Supermicro MBD-X11SSL-F-O,254.99,1151,Micro ATX,64,4,Black / Green,Supermicro,,,,,,,FALSE
Asus Z170-P,,1151,ATX,64,4,Black / Gold,Asus,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-B150M-D3H,,1151,Micro ATX,64,4,Black / Silver,Gigabyte,B150,6,1,2,3,FALSE,FALSE
Asus H110M-R,,1151,Micro ATX,32,2,Black,Asus,H110,4,1,4,3,FALSE,FALSE
Asus PRIME B650M-A WIFI II,,AM5,Micro ATX,128,4,Black / Silver,Asus,B650,4,2,16,4,TRUE,TRUE
Asus H81M-C/CSM,,1150,Micro ATX,16,2,Black / Gold,Asus,H81,2,0,2,2,FALSE,FALSE
Gigabyte Z490 AORUS ELITE AC,329.98,1200,ATX,128,4,Black / Silver,Gigabyte,Z490,6,3,8,3,TRUE,FALSE
ASRock H610M-HVS/M.2 R2.0,111.2,1700,Micro ATX,64,2,Black / Silver,ASRock,H610,4,1,6,4,FALSE,FALSE
ASRock B560 Pro4,,1200,ATX,128,4,Silver / Black,ASRock,B560,6,1,4,4,FALSE,FALSE
Gigabyte GA-B85M-D3H,,1150,Micro ATX,32,4,Black / Gray,Gigabyte,B85,4,0,2,3,FALSE,FALSE
ASRock X470 Taichi,,AM4,ATX,64,4,Black / Silver,ASRock,X470,8,4,8,3,TRUE,FALSE
Gigabyte Z490 AORUS PRO AX,,1200,ATX,128,4,Black / Silver,Gigabyte,Z490,6,3,8,3,TRUE,FALSE
ASRock Z690 Taichi Razer Edition,339.99,1700,ATX,128,4,Black,ASRock,Z690,6,4,16,5,TRUE,FALSE
Gigabyte X570 AORUS PRO,430.99,AM4,ATX,128,4,Black / Silver,Gigabyte,X570,12,4,16,4,TRUE,FALSE
Gigabyte GA-H61M-DS2,,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Gigabyte GA-B75M-D3H,,1155,Micro ATX,32,4,Blue / White,Gigabyte,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-AB350M-DS3H,,AM4,Micro ATX,64,4,Black,Gigabyte,B350,4,2,4,3,TRUE,FALSE
ASRock Z590 PG Velocita,124.99,1200,ATX,128,4,Silver / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
Asus Z170-E,,1151,ATX,64,4,Black / Silver,Asus,Z170,6,1,4,3,TRUE,FALSE
MSI Z370 GAMING PRO CARBON,,1151,ATX,64,4,Black,MSI,Z370,6,2,4,3,TRUE,FALSE
Asus ROG STRIX Z490-F GAMING,,1200,ATX,128,4,Black,Asus,Z490,6,3,8,3,TRUE,FALSE
EVGA X299 Micro,227.81,2066,Micro ATX,128,4,Black,EVGA,X299,8,3,16,3,TRUE,FALSE
MSI B550M PRO-VDH,,AM4,Micro ATX,128,4,Black,MSI,B550,6,3,16,4,TRUE,FALSE
Asus WS X299 SAGE/10G,599,2066,SSI CEB,128,8,Black / Silver,Asus,X299,8,3,16,3,TRUE,FALSE
Asus PRIME B460-PLUS,,1200,ATX,128,4,Silver / Black,Asus,B460,6,1,4,3,FALSE,FALSE
Asus ROG STRIX B360-F GAMING,,1151,ATX,64,4,Black,Asus,B360,6,1,4,3,FALSE,FALSE
Asus TUF GAMING B450M-PRO S,,AM4,Micro ATX,128,4,Black,Asus,B450,4,2,6,3,TRUE,FALSE
Asus PRIME B560M-K,,1200,Micro ATX,64,2,Silver / Black,Asus,B560,6,1,4,4,FALSE,FALSE
Gigabyte B560M AORUS ELITE,,1200,Micro ATX,128,4,Black,Gigabyte,B560,6,1,4,4,FALSE,FALSE
Asus H110-PLUS,,1151,ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
MSI B350 GAMING PLUS,,AM4,ATX,64,4,Black / Red,MSI,B350,4,2,4,3,TRUE,FALSE
Asus Pro B660M-C D4-CSM,124.37,1700,Micro ATX,128,4,Green / Black,Asus,B660,4,2,4,4,FALSE,FALSE
ASRock H670M Pro RS,138.99,1700,Micro ATX,128,4,Gray / Black,ASRock,H670,8,3,24,4,FALSE,FALSE
MSI PRO Z790-P DDR4,,1700,ATX,128,4,Black / Silver,MSI,Z790,6,4,16,5,TRUE,FALSE
Asus X99-A,,2011-3,ATX,64,8,Black / Silver,Asus,X99,10,3,16,3,TRUE,FALSE
MSI H510I PRO WIFI,230,1200,Mini ITX,64,2,Black / Silver,MSI,H510,4,1,6,3,FALSE,TRUE
Asus PRIME A320M-E,191,AM4,Micro ATX,64,2,Black / Silver,Asus,A320,4,2,4,3,FALSE,FALSE
Asus PRIME B650M-A II-CSM,179.99,AM5,Micro ATX,128,4,Silver / Black,Asus,B650,4,2,16,4,TRUE,FALSE
Asus ROG MAXIMUS XII FORMULA,654,1200,ATX,128,4,Black,Asus,,,,,,,FALSE
Biostar B560MX-E PRO,,1200,Micro ATX,128,4,Brown / Silver,Biostar,B560,6,1,4,4,FALSE,FALSE
Asus X99-M WS,,2011-3,Micro ATX,64,4,Black / Silver,Asus,X99,10,3,16,3,TRUE,FALSE
Asus PRIME Z370-A II,,1151,ATX,64,4,Black / Silver,Asus,Z370,6,2,4,3,TRUE,FALSE
Gigabyte X570S AORUS PRO AX,,AM4,ATX,128,4,Black / Gray,Gigabyte,X570,12,4,16,4,TRUE,FALSE
MSI TRX40 PRO 10G,,sTRX4,ATX,256,8,Black / Silver,MSI,TRX40,8,4,16,4,TRUE,FALSE
MSI B450M MORTAR,,AM4,Micro ATX,64,4,Black,MSI,B450,4,2,6,3,TRUE,FALSE
Gigabyte B360 AORUS Gaming 3 WIFI,,1151,ATX,64,4,Black / Orange,Gigabyte,B360,6,1,4,3,FALSE,TRUE
Asus TUF Z390-PRO GAMING,,1151,ATX,128,4,Black / Gold,Asus,Z390,6,2,8,3,TRUE,FALSE
MSI MAG Z690 TORPEDO,,1700,ATX,128,4,Blue / Black,MSI,Z690,6,4,16,5,TRUE,FALSE
Gigabyte Z690 UD AX,,1700,ATX,128,4,Black,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
ASRock H97M Pro4,,1150,Micro ATX,32,4,Black / Blue,ASRock,H97,6,1,8,3,FALSE,FALSE
Gigabyte Z370 HD3 (rev. 1.0),,1151,ATX,64,4,Black / Gray,Gigabyte,Z370,6,2,4,3,TRUE,FALSE
Asus PRIME H570M-PLUS/CSM,139.41,1200,Micro ATX,128,4,Black / Silver,Asus,H570,6,2,20,3,FALSE,FALSE
Biostar H510MHP 2.0,,1200,Micro ATX,64,2,Black,Biostar,H510,4,1,6,3,FALSE,FALSE
MSI Z170A GAMING M7,,1151,ATX,64,4,Black / Red,MSI,Z170,6,1,4,3,TRUE,FALSE
Gigabyte Z690M DS3H DDR4,,1700,Micro ATX,128,4,Brown / Gray,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Gigabyte B760M H DDR4,,1700,Micro ATX,64,2,Brown / Gray,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte GA-H97M-D3H,,1150,Micro ATX,32,4,Black / Gold,Gigabyte,H97,6,1,8,3,FALSE,FALSE
MSI A68HM-E33 V2,,FM2+,Micro ATX,32,2,Black,MSI,,,,,,,FALSE
Gigabyte B550M GAMING,,AM4,Micro ATX,64,2,Black / Silver,Gigabyte,B550,6,3,16,4,TRUE,FALSE
Gigabyte Z690I AORUS ULTRA PLUS (rev. 1.0),,1700,Mini ITX,64,2,,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
MSI MEG Z490 UNIFY,420,1200,ATX,128,4,Black / Silver,MSI,Z490,6,3,8,3,TRUE,FALSE
Asus Maximus VI Gene,,1150,Micro ATX,32,4,,Asus,,,,,,,FALSE
Asus PRIME A520M-A/CSM,119,AM4,Micro ATX,128,4,Black / Silver,Asus,A520,4,2,6,3,FALSE,FALSE
MSI H61M-P31/W8,,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
Asus Sabertooth Z87,,1150,ATX,32,4,Brown / Black,Asus,Z87,6,0,4,3,TRUE,FALSE
MSI B350M MORTAR ARCTIC,,AM4,Micro ATX,64,4,White,MSI,B350,4,2,4,3,TRUE,FALSE
Gigabyte X470 AORUS GAMING 7 WIFI,,AM4,ATX,64,4,Black / Orange,Gigabyte,X470,8,4,8,3,TRUE,TRUE
ASRock Z690 Phantom Gaming 4/D5,180.5,1700,ATX,128,4,Black / Silver,ASRock,Z690,6,4,16,5,TRUE,FALSE
ASRock Z590M-ITX/ax,199.99,1200,Mini ITX,64,2,Silver / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
MSI MPG Z390M GAMING EDGE AC,,1151,Micro ATX,128,4,Black / Silver,MSI,Z390,6,2,8,3,TRUE,FALSE
MSI B250M GAMING PRO,,1151,Micro ATX,32,2,Black / Red,MSI,B250,6,1,2,3,FALSE,FALSE
Gigabyte X470 AORUS GAMING 5 WIFI,,AM4,ATX,64,4,Black / Orange,Gigabyte,X470,8,4,8,3,TRUE,TRUE
MSI MAG B460 TOMAHAWK,,1200,ATX,128,4,Black / Silver,MSI,B460,6,1,4,3,FALSE,FALSE
ASRock H510M-HDV/M.2,195.48,1200,Micro ATX,64,2,Silver / Black,ASRock,H510,4,1,6,3,FALSE,FALSE
MSI MEG Z690 GODLIKE,,1700,EATX,128,4,Black / Silver,MSI,Z690,6,4,16,5,TRUE,FALSE
Gigabyte Z390 M GAMING,,1151,Micro ATX,128,4,Black / Red,Gigabyte,Z390,6,2,8,3,TRUE,FALSE
Asus ROG Strix Z370-H Gaming,,1151,ATX,64,4,Black / Red,Asus,Z370,6,2,4,3,TRUE,FALSE
ASRock X299E-ITX/ac,,2066,Mini ITX,128,4,Black,ASRock,X299,8,3,16,3,TRUE,FALSE
MSI B360 GAMING ARCTIC,,1151,ATX,64,4,White,MSI,B360,6,1,4,3,FALSE,FALSE
MSI B450M PRO-M2,,AM4,Micro ATX,32,2,Brown / Black,MSI,B450,4,2,6,3,TRUE,FALSE
Gigabyte B365 HD3,,1151,ATX,64,4,Black / Silver,Gigabyte,B365,6,1,4,3,FALSE,FALSE
ASRock C246M WS,249.99,1151,Micro ATX,64,4,Green / Blue,ASRock,,,,,,,FALSE
Gigabyte B660M AORUS Pro DDR4,,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Gigabyte GA-H61M-S2PV(R2.0),,1155,Micro ATX,16,2,Blue / White,Gigabyte,H61,2,0,4,2,FALSE,FALSE
Asus P8Z77-V LX,,1155,ATX,32,4,Black / Blue,Asus,Z77,4,0,4,3,TRUE,FALSE
ASRock Z590M Pro4,,1200,Micro ATX,128,4,Silver / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
ASRock Z270 Killer SLI/ac,1719.6,1151,ATX,64,4,Black / White,ASRock,Z270,6,2,4,3,TRUE,FALSE
Gigabyte B660M GAMING AC DDR4,,1700,Micro ATX,64,2,Black / Red,Gigabyte,B660,4,2,4,4,FALSE,FALSE
Asus PRIME Z370-P II,,1151,ATX,64,4,Silver / Black,Asus,Z370,6,2,4,3,TRUE,FALSE
Asus STRIX Z270H,,1151,ATX,64,4,Black / Silver,Asus,Z270,6,2,4,3,TRUE,FALSE
Gigabyte B650M AORUS ELITE,,AM5,Micro ATX,128,4,Black,Gigabyte,B650,4,2,16,4,TRUE,FALSE
Gigabyte B660 AORUS Master,365,1700,ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
MSI Z170A PC MATE,,1151,ATX,64,4,Black,MSI,Z170,6,1,4,3,TRUE,FALSE
Asus ROG STRIX X99 GAMING,,2011-3,ATX,128,8,Black,Asus,X99,10,3,16,3,TRUE,FALSE
MSI Z370 SLI PLUS,,1151,ATX,64,4,Black / Gray,MSI,Z370,6,2,4,3,TRUE,FALSE
Asus ROG Crosshair VII Hero (Wi-Fi),,AM4,ATX,64,4,Black,Asus,,,,,,,TRUE
Asus P8Z77-I Deluxe,,1155,Mini ITX,16,2,Black / Blue,Asus,Z77,4,0,4,3,TRUE,FALSE
MSI X470 GAMING PRO,,AM4,ATX,64,4,Black / Red,MSI,X470,8,4,8,3,TRUE,FALSE
ASRock Z390M-ITX/ac,,1151,Mini ITX,64,2,Black / Silver,ASRock,Z390,6,2,8,3,TRUE,FALSE
Asus PRIME X670-P WIFI-CSM,,AM5,ATX,128,4,Silver / Black,Asus,X670,8,4,16,4,TRUE,TRUE
Asus P8B75-M/CSM,,1155,Micro ATX,32,4,Black / Blue,Asus,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-AX370-GAMING 5,,AM4,ATX,64,4,Black / White,Gigabyte,X370,8,4,6,3,TRUE,FALSE
MSI MPG Z490M GAMING EDGE WIFI,,1200,Micro ATX,128,4,Black / Silver,MSI,Z490,6,3,8,3,TRUE,TRUE
Gigabyte B550M S2H,,AM4,Micro ATX,64,2,Black / Silver,Gigabyte,B550,6,3,16,4,TRUE,FALSE
Biostar A520MH,,AM4,Micro ATX,64,2,Black / Silver,Biostar,A520,4,2,6,3,FALSE,FALSE
MSI B150M BAZOOKA,,1151,Micro ATX,64,4,Black / White,MSI,B150,6,1,2,3,FALSE,FALSE
Asus TUF GAMING B550M-ZAKU (WI-FI),,AM4,Micro ATX,128,4,Black / Red,Asus,B550,6,3,16,4,TRUE,TRUE
Asus PRIME H270M-PLUS,,1151,Micro ATX,64,4,Black / Silver,Asus,H270,6,2,8,3,FALSE,FALSE
Asus P5G41-M LE/CSM,299.98,775,Micro ATX,8,2,Black / Blue,Asus,G41,4,0,4,1,FALSE,FALSE
MSI B360M PRO-VDH,,1151,Micro ATX,64,4,Black,MSI,B360,6,1,4,3,FALSE,FALSE
MSI B450M BAZOOKA V2,,AM4,Micro ATX,64,4,Black,MSI,B450,4,2,6,3,TRUE,FALSE
MSI MEG Z590 ACE,349,1200,ATX,128,4,Black,MSI,Z590,6,3,16,4,TRUE,FALSE
Gigabyte Z690 AORUS PRO DDR4,,1700,ATX,128,4,Black / Silver,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Gigabyte B760M AORUS ELITE AX DDR4,,1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Asus Prime A320I-K,,AM4,Mini ITX,32,2,Black,Asus,A320,4,2,4,3,FALSE,FALSE
Asus Crosshair V Formula-Z,,AM3+,ATX,32,4,Black / Red,Asus,,,,,,,FALSE
Asus ROG Strix H370-F Gaming,,1151,ATX,64,4,Black,Asus,H370,6,2,12,3,FALSE,FALSE
Gigabyte GA-AX370-Gaming K7,,AM4,ATX,64,4,Black,Gigabyte,X370,8,4,6,3,TRUE,FALSE
MSI A320M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black,MSI,A320,4,2,4,3,FALSE,FALSE
MSI H410M PRO,,1200,Micro ATX,64,2,Black / Silver,MSI,H410,4,1,6,3,FALSE,FALSE
ASRock Z590 OC Formula,159.9,1200,EATX,64,2,Green / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
Asus Pro WS X570-ACE,462.99,AM4,ATX,128,4,Black,Asus,X570,12,4,16,4,TRUE,FALSE
MSI PRO B550-P GEN3,,AM4,ATX,128,4,Brown / Black,MSI,B550,6,3,16,4,TRUE,FALSE
Asus ROG MAXIMUS VIII HERO ALPHA,,1151,ATX,64,4,Black / Red,Asus,,,,,,,FALSE
Asus PRO H610M-CT D4-CSM,109.89,1700,Micro ATX,64,2,Green / Black,Asus,H610,4,1,6,4,FALSE,FALSE
Gigabyte B460M DS3H,,1200,Micro ATX,128,4,Black / Silver,Gigabyte,B460,6,1,4,3,FALSE,FALSE
Gigabyte GA-G41MT-S2PT,,775,Micro ATX,8,2,Blue / White,Gigabyte,G41,4,0,4,1,FALSE,FALSE
MSI X370 GAMING PLUS,,AM4,ATX,64,4,Black / Red,MSI,X370,8,4,6,3,TRUE,FALSE
Gigabyte B650M C,150.98,AM5,Micro ATX,128,4,Brown / Black,Gigabyte,B650,4,2,16,4,TRUE,FALSE
Gigabyte B760M AORUS PRO AX,,1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760,4,2,4,4,FALSE,FALSE
ASRock X570D4U-2L2T,,AM4,Micro ATX,128,4,Green / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
Asus ROG STRIX B560-F GAMING WIFI,,1200,ATX,128,4,Black / Silver,Asus,B560,6,1,4,4,FALSE,TRUE
MSI PRO H410M-B,,1200,Micro ATX,64,2,Black / Silver,MSI,H410,4,1,6,3,FALSE,FALSE
Asus M5A78L-M/USB3,309.98,AM3+,Micro ATX,32,4,Black / Blue,Asus,A78,6,0,6,2,TRUE,FALSE
Gigabyte A620M GAMING X AX,,AM5,Micro ATX,128,4,Brown / Gray,Gigabyte,A620,4,2,8,4,FALSE,FALSE
Asus CROSSHAIR VI HERO (WI-FI AC),,AM4,ATX,64,4,Black / Gray,Asus,,,,,,,TRUE
Asus ROG STRIX B760-G GAMING WIFI,,1700,Micro ATX,192,4,Silver / Black,Asus,B760,4,2,4,4,FALSE,TRUE
MSI B250M MORTAR,,1151,Micro ATX,64,4,Black / Red,MSI,B250,6,1,2,3,FALSE,FALSE
ASRock X470 Master SLI/AC,,AM4,ATX,64,4,Black / Silver,ASRock,X470,8,4,8,3,TRUE,FALSE
Asus PRIME Z590M-PLUS,235.99,1200,Micro ATX,128,4,Silver / Black,Asus,Z590,6,3,16,4,TRUE,FALSE
Asus Prime H310M-C R2.0/CSM,140.49,1151,Micro ATX,32,2,Green,Asus,H310,4,1,6,3,FALSE,FALSE
NZXT N7 Z490,,1200,ATX,128,4,White / Black,NZXT,Z490,6,3,8,3,TRUE,FALSE
Gigabyte H410M S2 V3,,1200,Micro ATX,64,2,Black / Gray,Gigabyte,H410,4,1,6,3,FALSE,FALSE
Asus TUF Z270 MARK 2,,1151,ATX,64,4,Black / Yellow,Asus,Z270,6,2,4,3,TRUE,FALSE
MSI MEG Z490 ACE,399,1200,ATX,128,4,Black / Gold,MSI,Z490,6,3,8,3,TRUE,FALSE
MSI Z270 GAMING M3,,1151,ATX,64,4,Black / Red,MSI,Z270,6,2,4,3,TRUE,FALSE
MSI X79MA-GD45,,2011,Micro ATX,64,4,Black / Blue,MSI,X79,6,0,16,2,TRUE,FALSE
Gigabyte GA-Z97MX-Gaming 5,,1150,Micro ATX,32,4,Black / Red,Gigabyte,Z97,6,1,4,3,TRUE,FALSE
MSI MAG B560M BAZOOKA,149.99,1200,Micro ATX,128,4,Black / Green,MSI,B560,6,1,4,4,FALSE,FALSE
Gigabyte X570S AORUS ELITE,,AM4,ATX,128,4,Black,Gigabyte,X570,12,4,16,4,TRUE,FALSE
MSI MAG B760M MORTAR MAX WIFI,,1700,Micro ATX,128,4,Silver / Black,MSI,B760,4,2,4,4,FALSE,TRUE
Asus H61M-C,,1155,Micro ATX,16,2,Black / Blue,Asus,H61,2,0,4,2,FALSE,FALSE
Asus STRIX B250F GAMING,,1151,ATX,64,4,Black / Silver,Asus,B250,6,1,2,3,FALSE,FALSE
Asus ROG MAXIMUS XI HERO,,1151,ATX,128,4,Black / Silver,Asus,,,,,,,FALSE
Gigabyte A520M DS3H AC,,AM4,Micro ATX,128,4,Black,Gigabyte,A520,4,2,6,3,FALSE,FALSE
ASRock H310M-ITX/ac,,1151,Mini ITX,32,2,Black / Silver,ASRock,H310,4,1,6,3,FALSE,FALSE
Gigabyte B760M DS3H,,1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Asus TUF GAMING Z490-PLUS,299,1200,ATX,128,4,Black,Asus,Z490,6,3,8,3,TRUE,FALSE
Asus B150M-A D3,,1151,Micro ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
MSI Z170-A PRO,,1151,ATX,64,4,Brown / Black,MSI,Z170,6,1,4,3,TRUE,FALSE
Asus ROG Strix X399-E Gaming,,sTR4,EATX,128,8,Black,Asus,X399,6,3,16,2,TRUE,FALSE
MSI B450M PRO-VDH,,AM4,Micro ATX,64,4,Brown,MSI,B450,4,2,6,3,TRUE,FALSE
ASRock Z390 Phantom Gaming-ITX/ac,,1151,Mini ITX,64,2,Black / Silver,ASRock,Z390,6,2,8,3,TRUE,FALSE
Asus PRIME X670E-PRO WIFI-CSM,,AM5,ATX,128,4,Silver / Black,Asus,X670,8,4,16,4,TRUE,TRUE
Gigabyte GA-Z170XP-SLI,,1151,ATX,64,4,Black / Red,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
MSI PRO B660M-G,,1700,Micro ATX,64,2,Black / Silver,MSI,B660,4,2,4,4,FALSE,FALSE
Asus H170 PRO GAMING,,1151,ATX,64,4,Black / Red,Asus,H170,6,1,8,3,FALSE,FALSE
MSI B250M PRO-VDH,,1151,Micro ATX,64,4,Brown / Black,MSI,B250,6,1,2,3,FALSE,FALSE
Asus ROG STRIX B360-I GAMING,,1151,Mini ITX,32,2,Black / Silver,Asus,B360,6,1,4,3,FALSE,FALSE
ASRock B560M Steel Legend,134.99,1200,Micro ATX,128,4,Silver / Black,ASRock,B560,6,1,4,4,FALSE,FALSE
Gigabyte GA-990FXA-UD3,,AM3+,ATX,32,4,Black / Silver,Gigabyte,990FX,,,,,,FALSE
Asus H97M-E,,1150,Micro ATX,32,4,Black / Gray,Asus,H97,6,1,8,3,FALSE,FALSE
Gigabyte GA-Z170X-Gaming 3,,1151,ATX,64,4,Black / Red,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
