name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset
Gigabyte GA-H110M-S2PH,,LGA1151,Micro ATX,32,2,Black,Gigabyte,H110
ASRock H370 Pro4,,LGA1151,ATX,64,4,Black / Silver,ASRock,H370
MSI H310M PRO-D,,LGA1151,Micro ATX,32,2,Brown / Black,MSI,H310
ASRock X370M Pro4,,AM4,Micro ATX,64,4,Black / White,ASRock,X370
Gigabyte B360N GSM,,LGA1151,Mini ITX,32,2,Black,Gigabyte,B360
Gigabyte H310N,,LGA1151,Mini ITX,32,2,Black,Gigabyte,H310
Gigabyte H110M-S2PT,,LGA1151,Micro ATX,32,2,Brown / Black,Gigabyte,H110
ECS A320AM4-M3D,,AM4,Micro ATX,32,2,Black,ECS,A320
Gigabyte H410M S2,,LGA1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410
Gigabyte B365M D2V,,LGA1151,Micro ATX,32,2,Black / Silver,Gigabyte,B365
Asus Pro H410M-C/CSM,,LGA1200,Micro ATX,64,2,Green,Asus,H410
Colorful CVN B550M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver,Colorful,B550
Gigabyte GA-H81M-S2PT,,LGA1150,Micro ATX,16,2,Black / Silver,Gigabyte,H81
Asus PRIME H610M-K D4-CSM,,LGA1700,Micro ATX,64,2,Silver / Black,Asus,H610
Gigabyte H610M S2 DDR4 (rev. 1.2),,LGA1700,Micro ATX,64,2,Black,Gigabyte,H610
Asus TUF GAMING B650M-E,,AM5,Micro ATX,128,4,Black,Asus,B650
Intel DG45ID,,LGA775,Micro ATX,8,4,Blue / Silver,Intel,
Gigabyte GA-P55-USB3,,LGA1156,ATX,16,4,Blue / White,Gigabyte,P55
Asus P5P43TD,,LGA775,ATX,16,4,Multicolor,Asus,P43
Asus P6X58D-E,,LGA1366,ATX,24,6,Black / Blue,Asus,X58
Asus P5QPL-AM,,LGA775,Micro ATX,8,2,Black / Yellow,Asus,
MSI P55-CD53,,LGA1156,ATX,16,4,Black / Blue,MSI,P55
EVGA 270-WS-W555-A2,,LGA1366,HPTX,48,12,Black / Red,EVGA,
Gigabyte GA-G41MT-D3,,LGA775,Micro ATX,8,2,Blue / White,Gigabyte,G41
ASRock G31M-S R2.0,,LGA775,Micro ATX,8,2,,ASRock,
Asus P5P43TD/USB3,,LGA775,ATX,16,4,,Asus,P43
Asus P7H55-M/CSM,,LGA1156,Micro ATX,16,4,Black / Blue,Asus,H55
Intel DP67BG,,LGA1155,ATX,32,4,Black / Blue,Intel,P67
Biostar G41D3C,,LGA775,Micro ATX,8,2,Black / Red,Biostar,G41
ASRock H61M/U3S3,,LGA1155,Micro ATX,16,2,Black / Blue,ASRock,H61
Intel DQ67OWB3,,LGA1155,Micro ATX,32,4,Green / Blue,Intel,
Gigabyte GA-990FXA-UD5,,AM3+,ATX,32,4,Black / Silver,Gigabyte,990FX
ASRock Z68 Pro3 GEN3,,LGA1155,ATX,32,4,Brown / Black,ASRock,Z68
Asus Rampage IV Extreme/BF3,,LGA2011,EATX,64,8,Black / Red,Asus,
Gigabyte GA-Z77MX-D3H,,LGA1155,Micro ATX,32,4,Blue / White,Gigabyte,Z77
Asus P8Z77-V PRO/THUNDERBOLT,,LGA1155,ATX,32,4,Black / Blue,Asus,Z77
Asus P8Q77-M/CSM,,LGA1155,Micro ATX,32,4,Black / Blue,Asus,
Intel DH61AG,,LGA1155,Thin Mini ITX,16,2,Black / Blue,Intel,H61
Asus F2A85-M PRO,,FM2,Micro ATX,64,4,Black / Blue,Asus,
Gigabyte GA-F2A55M-HD2,,FM2,Micro ATX,64,2,Blue / White,Gigabyte,A55
ASRock 980DE3/U3S3,,AM3+,ATX,32,4,,ASRock,
Asus Z87-C,,LGA1150,ATX,32,4,,Asus,Z87
Asus H87M-E,,LGA1150,Micro ATX,32,4,Black / Gold,Asus,H87
Gigabyte GA-F2A88X-D3H,,FM2+,ATX,64,4,Black / Gray,Gigabyte,A88
MSI Z87M GAMING,,LGA1150,Micro ATX,32,4,Black / Red,MSI,Z87
Gigabyte GA-78LMT-S2P(REV5.0),,AM3+,Micro ATX,16,2,Blue / White,Gigabyte,78L
ASRock FM2A88X+ Killer,,FM2+,ATX,64,4,Black / Red,ASRock,A88
MSI Z97-G55 SLI,,LGA1150,ATX,32,4,Black / Blue,MSI,Z97
MSI Z97I Gaming AC,,LGA1150,Mini ITX,16,2,Black / Red,MSI,Z97
Gigabyte GA-EX58-UD4P,,LGA1366,ATX,24,6,Blue / White,Gigabyte,X58
MSI B85-G43,,LGA1150,ATX,32,4,Black / Blue,MSI,B85
Gigabyte GA-F2A68HM-DS2H,,FM2+,Micro ATX,64,2,Black,Gigabyte,
Gigabyte GA-B85M-GAMING 3,,LGA1150,Micro ATX,16,2,Black,Gigabyte,B85
Asus X99-DELUXE/U3.1,,LGA2011-3,ATX,64,8,Black / White,Asus,X99
ASRock FM2A68M-HD+,,FM2+,Micro ATX,32,2,Brown / Black,ASRock,
EVGA Z170 FTW,,LGA1151,ATX,64,4,Black,EVGA,Z170
Asus SABERTOOTH Z97 MARK 2/USB 3.1,,LGA1150,ATX,32,4,Brown / Black,Asus,Z97
Asus H170-PLUS D3,,LGA1151,ATX,64,4,Black / Gold,Asus,H170
Gigabyte G1.Sniper Z170,,LGA1151,ATX,64,4,Black / Green,Gigabyte,Z170
EVGA Z170 Classified K,,LGA1151,ATX,64,4,Black / Red,EVGA,Z170
Gigabyte GA-B150N-GSM,,LGA1151,Mini ITX,32,2,Black,Gigabyte,B150
ECS H110M-C3D (1.0),,LGA1151,Micro ATX,32,2,Brown / Black,ECS,H110
Gigabyte GA-Q170M-MK,,LGA1151,Micro ATX,64,4,Black / Silver,Gigabyte,
MSI C236M WORKSTATION,,LGA1151,Micro ATX,64,4,Black / Silver,MSI,C236
Asus H110M-E,,LGA1151,Micro ATX,32,2,Black / Gold,Asus,H110
Asus X99-E-10G WS,,LGA2011-3,SSI CEB,128,8,Black / Silver,Asus,X99
MSI H270 PC MATE,,LGA1151,ATX,64,4,Black / White,MSI,H270
MSI H270M MORTAR ARCTIC,,LGA1151,Micro ATX,64,4,White / Silver,MSI,H270
MSI H270M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White,MSI,H270
Biostar H110MH PRO D4,,LGA1151,Micro ATX,32,2,Black / Yellow,Biostar,H110
Gigabyte GA-Z270N-Gaming 5,,LGA1151,Mini ITX,32,2,Black / Orange,Gigabyte,Z270
MSI Z270 GAMING M6 AC,,LGA1151,ATX,64,4,Black / Red,MSI,Z270
MSI B350M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black,MSI,B350
Gigabyte B360N AORUS GAMING WIFI,,LGA1151,Mini ITX,32,2,Black / Orange,Gigabyte,B360
Gigabyte X299 AORUS Ultra Gaming Pro,,LGA2066,ATX,128,8,Black,Gigabyte,X299
Gigabyte Z370M AORUS Gaming,,LGA1151,Micro ATX,64,4,Black / Silver,Gigabyte,Z370
Supermicro C9X299-PGF,,LGA2066,ATX,128,8,Black,Supermicro,X299
Asus PRIME B460I-PLUS,,LGA1200,Mini ITX,64,2,Silver / Black,Asus,B460
Gigabyte GA-B460M AORUS ELITE,,LGA1200,Micro ATX,128,4,Black / Orange,Gigabyte,B460
Biostar Z490GTA EVO,,LGA1200,ATX,128,4,Black,Biostar,Z490
Asus TUF GAMING B560M-E,,LGA1200,Micro ATX,128,4,Black / Gold,Asus,B560
Biostar H510MH/E 2.0,,LGA1200,Micro ATX,64,2,Black,Biostar,H510
Gigabyte B660M GAMING X AX,,LGA1700,Micro ATX,128,4,Black,Gigabyte,B660
Biostar H510MHP,,LGA1200,Micro ATX,64,2,Black,Biostar,H510
Asus PRIME B650M-K,,AM5,Micro ATX,96,2,Silver / Black,Asus,B650
Asus P11C-I,,LGA1151,Mini ITX,64,2,Black / Blue,Asus,
Supermicro X10SL7-F,224.68,LGA1150,Micro ATX,32,4,Black / Green,Supermicro,
Biostar Z490GTA,,LGA1200,ATX,128,4,Black,Biostar,Z490
Biostar Z590I Valkyrie,,LGA1200,Mini ITX,64,2,Black / Gold,Biostar,Z590
Gigabyte GA-H55M-UD2H,,LGA1156,Micro ATX,16,4,Blue / White,Gigabyte,H55
Gigabyte GA-MA770-UD3,,AM2+/AM2,ATX,16,4,Multicolor,Gigabyte,770
Gigabyte GA-770T-USB3,,AM3,ATX,16,4,Blue / White,Gigabyte,770
Gigabyte GA-EP43-UD3L,,LGA775,ATX,16,4,Multicolor,Gigabyte,P43
ASRock N68-S UCC,,AM3/AM2+/AM2,Micro ATX,8,2,Black / Blue,ASRock,
Asus M4N68T-M,,AM3,Micro ATX,8,2,Black / Blue,Asus,
MSI H55M-E33,,LGA1156,Micro ATX,16,4,Black / Blue,MSI,H55
MSI P67A-C43,,LGA1155,ATX,32,4,Black / Blue,MSI,P67
Intel DG33TLM,,LGA775,Micro ATX,8,4,Black / Blue,Intel,
Biostar H61MH,,LGA1155,Micro ATX,8,2,Black / Red,Biostar,H61
Gigabyte GA-H61M-D2P-B3,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H61
Asus M5A88-V EVO,,AM3+,ATX,16,4,,Asus,A88
Asus Maximus IV Extreme-Z,,LGA1155,EATX,32,4,Black / Red,Asus,
MSI 990FXA-GD65,,AM3+,ATX,32,4,,MSI,990FX
Asus M5A97,,AM3+,ATX,32,4,,Asus,
Gigabyte GA-970A-D3,,AM3+,ATX,32,4,Blue / White,Gigabyte,970
ASRock 970 Extreme3,,AM3+,ATX,32,4,Black,ASRock,970
Asus P8Z68 Deluxe/GEN3,,LGA1155,ATX,32,4,Black / Blue,Asus,Z68
Asus P8H61-M LX PLUS (REV 3.0),,LGA1155,Micro ATX,16,2,,Asus,H61
Asus Maximus IV Gene-Z/GEN3,,LGA1155,Micro ATX,32,4,Black / Red,Asus,
Intel DX79TO,,LGA2011,ATX,64,8,Black / Blue,Intel,X79
Asus P8Z77-V DELUXE,,LGA1155,ATX,32,4,Black / Blue,Asus,Z77
Asus P8Z77-M PRO,,LGA1155,Micro ATX,32,4,Black / Blue,Asus,Z77
ECS H61H2-M12,,LGA1155,Micro ATX,16,2,Black / Gray,ECS,H61
ECS H61H2-M13,,LGA1155,Micro ATX,16,2,Black / Gray,ECS,H61
Asus F2A55-M/CSM,,FM2,Micro ATX,64,4,Black / Blue,Asus,A55
MSI Z77A-G45 Gaming,,LGA1155,ATX,32,4,Black / Red,MSI,Z77
Asus P9X79-E WS,,LGA2011,SSI CEB,64,8,Black / Blue,Asus,X79
Asus Z87M-Plus,,LGA1150,Micro ATX,32,4,Black / Gold,Asus,Z87
Asus Z87-Deluxe,,LGA1150,ATX,32,4,Black / Gold,Asus,Z87
ASRock Z87 Pro3,,LGA1150,ATX,32,4,Brown / Black,ASRock,Z87
MSI B85M-E33,,LGA1150,Micro ATX,32,2,Black / Blue,MSI,B85
Gigabyte GA-Z87N-WIFI,,LGA1150,Mini ITX,16,2,Black,Gigabyte,Z87
Asus A55BM-A/USB3,,FM2+,Micro ATX,32,2,Black / Gold,Asus,A55
ASRock H81M-DGS R2.0,,LGA1150,Micro ATX,16,2,Brown / Black,ASRock,H81
Gigabyte GA-Z97X-Gaming G1,,LGA1150,ATX,32,4,Black / Red,Gigabyte,Z97
Gigabyte GA-Z97X-UD5H-BK,,LGA1150,ATX,32,4,Black / Gray,Gigabyte,Z97
MSI Z97-GD65 Gaming,,LGA1150,ATX,32,4,Black / Red,MSI,Z97
Gigabyte G1.SNIPER H6,,LGA1150,ATX,32,4,Black / Red,Gigabyte,
Gigabyte GA-H97M-HD3,,LGA1150,Micro ATX,16,2,Black / Silver,Gigabyte,H97
Asus GRYPHON Z97 ARMOR EDITION,,LGA1150,Micro ATX,32,4,Brown / Black,Asus,Z97
EVGA Stinger WiFi,,LGA1150,Mini ITX,16,2,Black,EVGA,
MSI X99S GAMING 9 ACK,,LGA2011-3,EATX,128,8,Black / Red,MSI,X99
Asus A68HM-E,,FM2+,Micro ATX,32,2,Black / Gold,Asus,
Asus P5P41T LE,,LGA775,ATX,8,2,Black / Blue,Asus,
Gigabyte GA-B85-HD3-A (rev. 1.0),,LGA1150,ATX,32,4,Black,Gigabyte,B85
ASRock Z170 Gaming K4/D3,,LGA1151,ATX,64,4,Black / Red,ASRock,Z170
Asus B150M-K,,LGA1151,Micro ATX,32,2,Black / Gold,Asus,B150
ASRock B150M-HDS,,LGA1151,Micro ATX,32,2,Black / Orange,ASRock,B150
Supermicro MBD-X11SSH-F,,LGA1151,Micro ATX,64,4,Black / Green,Supermicro,
Gigabyte GA-B150M-HD3,,LGA1151,Micro ATX,32,2,Black / Silver,Gigabyte,B150
Asus H170I-PRO,,LGA1151,Mini ITX,32,2,Black / Gold,Asus,H170
Supermicro X11SSL-CF,,LGA1151,Micro ATX,64,4,Green,Supermicro,
Asus B150-PRO,,LGA1151,ATX,64,4,Black / Gold,Asus,B150
Gigabyte GA-H270M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold,Gigabyte,H270
ASRock Z270M Extreme4,,LGA1151,Micro ATX,64,4,Black / White,ASRock,Z270
Biostar TB85,,LGA1150,ATX,16,2,Black / Yellow,Biostar,B85
MSI B250I PRO,,LGA1151,Mini ITX,32,2,Black,MSI,B250
Biostar X370GT5,,AM4,ATX,64,4,Black / White,Biostar,X370
Gigabyte GA-B250M-Gaming 3,,LGA1151,Micro ATX,64,4,Black / Red,Gigabyte,B250
Gigabyte X299 AORUS Gaming 3,,LGA2066,ATX,128,8,Black / Silver,Gigabyte,X299
Biostar A320MH PRO,,AM4,Micro ATX,32,2,Black / Yellow,Biostar,A320
Gigabyte X299 DESIGNARE EX,,LGA2066,ATX,128,8,Black / Silver,Gigabyte,X299
MSI H370M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White,MSI,H370
EVGA H370 Stinger,,LGA1151,Mini ITX,32,2,Black,EVGA,H370
Asus PRIME Q370M-C/CSM,,LGA1151,Micro ATX,64,4,Green / Black,Asus,
Biostar B450MHC,,AM4,Micro ATX,32,2,Black / Yellow,Biostar,B450
ASRock Z390 PHANTOM GAMING X,,LGA1151,ATX,128,4,Black / Silver,ASRock,Z390
ECS B350AM4-M2,,AM4,Micro ATX,64,4,Black,ECS,B350
ASRock Z490 Phantom Gaming 4/2.5G,,LGA1200,ATX,128,4,Black / Gray,ASRock,Z490
Colorful CVN X570M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver,Colorful,X570
Colorful BATTLE-AX B550M-HD PRO V14,,AM4,Micro ATX,64,2,Black,Colorful,B550
ASRock Z590 Phantom Gaming 4/ac,,LGA1200,ATX,128,4,Silver / Black,ASRock,Z590
MSI B550M PRO-DASH,,AM4,Micro ATX,128,4,Black,MSI,B550
ASRock Z590 Phantom Gaming 4/ac+,,LGA1200,ATX,128,4,Black,ASRock,Z590
Gigabyte Z490 UD AC-Y1,,LGA1200,ATX,128,4,Black,Gigabyte,Z490
Asus PRIME H610M-F D4,,LGA1700,Micro ATX,64,2,Black / Silver,Asus,H610
Asus PRO-B660M-C-CSM,,LGA1700,Micro ATX,128,4,Green / Black,Asus,B660
Biostar H510MH 2.0,,LGA1200,Micro ATX,64,2,Black / Silver,Biostar,H510
Biostar B760MXC PRO 2.0,,LGA1700,Micro ATX,128,4,Black / Silver,Biostar,B760
Gigabyte B760M AORUS ELITE AX (rev. 1.2),,LGA1700,Micro ATX,192,1,Black / Silver,Gigabyte,B760
ASRock H610M/ac,,LGA1700,Micro ATX,64,2,Silver / Black,ASRock,H610
Gigabyte GA-H55M-S2H,,LGA1156,Micro ATX,8,2,Blue / White,Gigabyte,H55
Gigabyte GA-P43-ES3G,,LGA775,ATX,16,4,Multicolor,Gigabyte,P43
Gigabyte GA-X58A-UD5,,LGA1366,ATX,24,6,Blue / White,Gigabyte,X58
Biostar MCP6P3,,AM3,Micro ATX,8,2,Multicolor,Biostar,
Intel DH55PJ,,LGA1156,Micro ATX,8,2,Black / Blue,Intel,H55
Asus M4A77TD,,AM3,ATX,16,4,Black / Blue,Asus,
Gigabyte GA-X58-USB3,,LGA1366,ATX,24,6,Blue / White,Gigabyte,X58
MSI P67A-GD65 (B3),,LGA1155,ATX,32,4,Black / Blue,MSI,P67
ASRock H61M-S,,LGA1155,Micro ATX,16,2,Black / Blue,ASRock,H61
MSI H61M-P23 (B3),,LGA1155,Micro ATX,16,2,Black / Blue,MSI,H61
ASRock H61M,,LGA1155,Micro ATX,16,2,Black / Blue,ASRock,H61
MSI H61M-P21 (B3),,LGA1155,Micro ATX,16,2,Black / Blue,MSI,H61
Gigabyte GA-Z68P-DS3,,LGA1155,ATX,32,4,Blue / White,Gigabyte,Z68
Gigabyte GA-H61N-USB3,,LGA1155,Mini ITX,16,2,Black / Blue,Gigabyte,H61
Gigabyte G1.Sniper M3,,LGA1155,Micro ATX,32,4,Black / Green,Gigabyte,
ASRock Z77 Pro4-M,,LGA1155,Micro ATX,32,4,Brown / Black,ASRock,Z77
MSI 990FXA-GD80V2,,AM3+,ATX,32,4,,MSI,990FX
ECS B75H2-M3(1.0),,LGA1155,Micro ATX,16,2,Black / White,ECS,B75
Gigabyte GA-Z77-HD3,,LGA1155,ATX,32,4,Blue / White,Gigabyte,Z77
MSI Z77A-GD65 Gaming,,LGA1155,ATX,32,4,Black / Red,MSI,Z77
ASRock B85M,,LGA1150,Micro ATX,16,2,Brown / Black,ASRock,B85
MSI Z87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue,MSI,Z87
Gigabyte GA-H77-D3H,,LGA1155,Micro ATX,32,4,Blue / White,Gigabyte,H77
Asus A88X-PLUS,,FM2+,ATX,64,4,Black / Gold,Asus,A88
Gigabyte GA-H81M-HD3,,LGA1150,Micro ATX,16,2,,Gigabyte,H81
ASRock FM2A88M-HD+,,FM2+,Micro ATX,32,2,,ASRock,A88
EVGA Classified,,LGA1150,EATX,32,4,Black / Red,EVGA,
MSI A55M-E35,,FM2+,Micro ATX,32,2,Black / Blue,MSI,A55
Gigabyte GA-H81N,,LGA1150,Mini ITX,16,2,Black / Silver,Gigabyte,H81
ASRock H97 PERFORMANCE,,LGA1150,ATX,32,4,Black / Red,ASRock,H97
ASRock Z97 Extreme3,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
Gigabyte GA-Z97X-UD7 TH,,LGA1150,ATX,32,4,Black / Gold,Gigabyte,Z97
MSI B85M GAMING,,LGA1150,Micro ATX,32,4,Black / Red,MSI,B85
EVGA Micro,,LGA2011-3,Micro ATX,64,4,Black,EVGA,
ASRock X99 OC Formula,,LGA2011-3,EATX,128,8,Black / Yellow,ASRock,X99
ASRock Z97 Extreme6/ac,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
Asus X99-PRO,,LGA2011-3,ATX,64,8,Black / White,Asus,X99
ASRock 970 Performance,,AM3+,ATX,64,4,Black / Red,ASRock,970
ASRock Fatal1ty Z97 Professional,,LGA1150,ATX,32,4,Black / Red,ASRock,Z97
MSI A68HM-P33,,FM2+,Micro ATX,32,2,Black / Blue,MSI,
MSI X99S SLI Krait,,LGA2011-3,ATX,128,8,Black / White,MSI,X99
Asus RAMPAGE V EXTREME/U3,,LGA2011-3,EATX,64,8,Black / Red,Asus,
Gigabyte GA-X99-UD3P (rev. 1.0),,LGA2011-3,ATX,64,4,Black / Gold,Gigabyte,X99
ASRock H81M-DG4,,LGA1150,Micro ATX,16,2,Brown / Black,ASRock,H81
Gigabyte GA-X99-UD4P,,LGA2011-3,EATX,64,8,Black / Yellow,Gigabyte,X99
Gigabyte GA-990FXA-UD5 R5,,AM3+,ATX,32,4,Black / Blue,Gigabyte,990FX
MSI A88XM-E45 V2,,FM2+,Micro ATX,64,4,Black / Blue,MSI,A88
ASRock EPC612D4U-2T8R,,LGA2011-3 Narrow,Micro ATX,512,4,Green / Blue,ASRock,
MSI X99A GODLIKE GAMING,,LGA2011-3,EATX,128,8,Black / Red,MSI,X99
ASRock Z170M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Orange,ASRock,Z170
Asus B150M-K D3,,LGA1151,Micro ATX,32,2,Black / Gold,Asus,B150
Gigabyte GA-H110M-S2H GSM,,LGA1151,Micro ATX,32,2,Brown / Black,Gigabyte,H110
Gigabyte GA-X150-PLUS WS,,LGA1151,ATX,64,4,Brown / Black,Gigabyte,
Supermicro MBD-X11SSM-F,,LGA1151,Micro ATX,64,4,Black / Green,Supermicro,
ASRock FM2A58M-HD+ R2.0,,FM2+,Micro ATX,32,2,Black / Silver,ASRock,
Gigabyte GA-970-Gaming SLI,,AM3+/AM3,ATX,64,4,Black / Red,Gigabyte,970
ASRock B150M Pro4/Hyper,,LGA1151,Micro ATX,64,4,Black / White,ASRock,B150
MSI Z170A MPOWER GAMING TITANIUM,,LGA1151,ATX,64,4,Silver / Black,MSI,Z170
Gigabyte GA-Z270-Gaming 3,,LGA1151,ATX,64,4,Black / Red,Gigabyte,Z270
ASRock Fatal1ty H270 Performance,,LGA1151,ATX,64,4,Black / Red,ASRock,H270
Gigabyte GA-990X-Gaming SLI,,AM3+,ATX,64,4,Black / Red,Gigabyte,
Gigabyte GA-B250M-Gaming 5,,LGA1151,Micro ATX,64,4,Black / Red,Gigabyte,B250
MSI X299 TOMAHAWK,,LGA2066,ATX,256,8,Black / Silver,MSI,X299
MSI X299M GAMING PRO CARBON AC,,LGA2066,Micro ATX,64,4,Black,MSI,X299
ASRock Fatal1ty Z370 Professional Gaming i7,,LGA1151,ATX,64,4,Black / Silver,ASRock,Z370
Asus STRIX Z370-G GAMING,,LGA1151,Micro ATX,64,4,Black / Silver,Asus,Z370
Gigabyte H310 D3,,LGA1151,ATX,32,2,Silver / Black,Gigabyte,H310
EVGA Z390 FTW,,LGA1151,ATX,128,4,Black / Silver,EVGA,Z390
MSI B360M BAZOOKA PLUS,,LGA1151,Micro ATX,64,4,Black / Silver,MSI,B360
Asus Prime X299 Edition 30,,LGA2066,ATX,256,8,Black / White,Asus,X299
Asus ROG STRIX Z490-G GAMING,,LGA1200,Micro ATX,128,4,Black,Asus,Z490
Asus Pro B460M-C/CSM,,LGA1200,Micro ATX,128,4,Green / Black,Asus,B460
Gigabyte H410M HD3P,,LGA1200,Micro ATX,64,2,Black / Silver,Gigabyte,H410
Asus Pro B560M-C/CSM,,LGA1200,Micro ATX,128,4,Green / Black,Asus,B560
MSI A520M PRO-C DASH,,AM4,Micro ATX,64,2,Brown / Black,MSI,A520
Biostar A320MD PRO,,AM4,Micro ATX,32,2,Brown / Yellow,Biostar,A320
Asus PRIME B760-PLUS-CSM,,LGA1700,ATX,128,4,Silver / Black,Asus,B760
Asus PRIME H610M-A WIFI D4-CSM,,LGA1700,Micro ATX,64,2,Silver / Black,Asus,H610
Asus PRIME H610M-E,,LGA1700,Micro ATX,96,2,Silver / Black,Asus,H610
Biostar B760MZ-E PRO,,LGA1700,Micro ATX,128,4,Brown / Black,Biostar,B760
Gigabyte GA-Z68XP-UD4,,LGA1155,ATX,32,4,Black / Silver,Gigabyte,Z68
Asus P8P67 EVO,,LGA1155,ATX,32,4,Black / Blue,Asus,P67
Gigabyte A620M DS3H,,AM5,Micro ATX,192,4,Gray / Black,Gigabyte,A620
Intel DH55HC,,LGA1156,ATX,16,4,Blue / White,Intel,H55
Intel DH57DD,,LGA1156,Micro ATX,16,4,Blue / White,Intel,H57
Asus P5N-D,,LGA775,ATX,8,4,Black / Yellow,Asus,
Asus M4A78T-E,,AM3,ATX,16,4,Black / Blue,Asus,A78
Asus M4A79XTD EVO,,AM3,ATX,16,4,Black / Blue,Asus,
EVGA 121-BL-E756-TR,,LGA1366,Micro ATX,24,6,Black / Red,EVGA,
Asus Rampage II Gene,,LGA1366,Micro ATX,24,6,Black / Blue,Asus,
Asus M4A88T-M/USB3,,AM3,Micro ATX,16,4,Black / Blue,Asus,A88
MSI 770T-C35,,AM2+/AM2,ATX,8,4,Red / Black,MSI,770
Biostar N68S,,AM2+/AM2,Micro ATX,8,2,Black / Red,Biostar,
ASRock N68C-S UCC,,AM3/AM2+/AM2,Micro ATX,8,4,Multicolor,ASRock,
Jetway JNC84E-LF,,AM3/AM2+/AM2,Mini ITX,4,2,,Jetway,
Asus Maximus IV Extreme,,LGA1155,EATX,32,4,,Asus,
ASRock P67 Pro3,,LGA1155,ATX,32,4,,ASRock,P67
Zotac 890GXITX-A-E,,AM3,Mini ITX,8,2,,Zotac,890
Gigabyte GA-H67MA-UD2H-B3,,LGA1155,Micro ATX,32,4,,Gigabyte,H67
MSI H61M-E33 (B3),,LGA1155,Micro ATX,16,2,,MSI,H61
Gigabyte GA-870A-USB3,,AM3,ATX,16,4,Blue / White,Gigabyte,870
Zotac G41ITX-B-E,,LGA775,Mini ITX,4,2,Black / Yellow,Zotac,G41
Gigabyte GA-Z68MX-UD2H-B3,,LGA1155,Micro ATX,32,4,Blue / White,Gigabyte,Z68
MSI H61I-E35 (B3),,LGA1155,Mini ITX,16,2,Black / Blue,MSI,H61
Intel DZ68DB,,LGA1155,ATX,32,4,Black / Blue,Intel,Z68
Asus M5A88-M,,AM3+,Micro ATX,16,4,Black / Blue,Asus,A88
Asus P8P67 PRO (REV 3.1),,LGA1155,ATX,32,4,,Asus,P67
MSI 970A-G45,,AM3+,ATX,32,4,Black / Blue,MSI,970
ASRock P67 Extreme4 Gen3,,LGA1155,ATX,32,4,Black / Silver,ASRock,P67
Gigabyte GA-Z68M-D2H,,LGA1155,Micro ATX,32,4,Blue / White,Gigabyte,Z68
Biostar H61MHB,,LGA1155,Micro ATX,16,2,Black / Red,Biostar,H61
Jetway JNAF92-Q67,,LGA1155,ATX,32,4,Multicolor,Jetway,
Gigabyte GA-A55M-DS2,,FM1,Micro ATX,32,2,Blue / White,Gigabyte,A55
MSI X79A-GD65 (8D),,LGA2011,ATX,128,8,Black / Blue,MSI,X79
MSI 760GM-E51 (FX),,AM3+,Micro ATX,32,4,Black / Blue,MSI,
Gigabyte GA-H61MA-D3V,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H61
MSI Big Bang - XPower II,,LGA2011,XL ATX,128,8,Black,MSI,
Asus F1A55-M LX PLUS,,FM1,Micro ATX,32,2,Black / Blue,Asus,A55
Asus P8H77-V,,LGA1155,ATX,32,4,Black / Blue,Asus,H77
Intel DZ77GA70K,,LGA1155,ATX,32,4,Black / Blue,Intel,Z77
Intel DH77DF,,LGA1155,Mini ITX,16,2,Black / Blue,Intel,H77
Intel DH77KC,,LGA1155,ATX,32,4,Black / Blue,Intel,H77
Intel DX79SR,,LGA2011,ATX,64,8,Black / Blue,Intel,X79
ASRock X79 Extreme11,,LGA2011,EATX,64,8,Black / Silver,ASRock,X79
ASRock Z77 Extreme3,,LGA1155,ATX,32,4,Brown / Black,ASRock,Z77
Gigabyte GA-Z77N-WIFI,,LGA1155,Mini ITX,16,2,Black / Blue,Gigabyte,Z77
Gigabyte GA-F2A75M-D3H,,FM2,Micro ATX,64,4,Blue / White,Gigabyte,A75
Asus F2A85-M/CSM,,FM2,Micro ATX,64,4,Black / Blue,Asus,
Gigabyte GA-F2A55M-DS2,,FM2,Micro ATX,64,2,Blue / White,Gigabyte,A55
MSI FM2-A75IA-E53,,FM2,Mini ITX,32,2,Black / Blue,MSI,A75
Gigabyte GA-H61M-HD2,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H61
Biostar A960D+,,AM3+,Micro ATX,16,2,Black / Red,Biostar,
ASRock B75M-DGS R2.0,,LGA1155,Micro ATX,16,2,Brown / Black,ASRock,B75
Asus Z77-A,,LGA1155,ATX,32,4,,Asus,Z77
Asus Sabertooth 990FX/GEN3 R2.0,,AM3+,ATX,32,4,,Asus,990FX
