,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
555,Intel Core i7-860S,160.0,4,2.53,2.53,82,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jan 7th, 2010",0.043654001616814875,Desktop,False,0.01842629482071713,True,0.05868342020780835,True
556,Intel Pentium G860,22.93,2,3.0,3.0,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 4th, 2011",0.02208918700430422,Desktop,False,0.0016600265604249653,True,0.03324243156477614,False
557,Intel Core i5-2450P,178.97,4,3.2,3.2,95,,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Jan 30th, 2012",0.07751971858681639,Desktop,False,0.03585657370517928,True,0.07594324968069316,True
558,Intel Celeron G555,39.99,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,2.0,DDR3,,"Sep 1st, 2012",0.018396731412091152,Desktop,False,0.0016600265604249653,True,0.022437778314750252,True
559,Intel Xeon E3-1240,141.0,4,3.3,3.3,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.10863248049990168,Server,False,0.056274900398406366,True,0.09320307915357795,True
560,Intel Xeon E3-1275 V3,,4,3.5,3.9,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",0.14252004631956125,Unknown,True,0.08333333333333333,True,0.11218889157375125,True
561,Intel Xeon E5-2630L V2,,6,2.4,2.4,60,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",0.1591470209093491,Unknown,True,0.09893758300132802,True,0.13290068694121301,True
562,Intel Core i7-4770T,770.0,4,2.5,2.5,45,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.11627957788022458,Desktop,False,0.06291500664010624,True,0.0914770962062895,True
563,Intel Xeon E3-1230 V6,595.49,4,3.5,3.9,72,,True,Cezanne,Socket AM4,7,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 13th, 2021",0.23740960038453973,Unknown,True,0.14243027888446214,True,0.1622423970451172,True
564,Intel Core i3-9350K,293.22,4,4.0,4.6,91,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 23rd, 2019",0.15879743931482004,Desktop,False,0.10059760956175298,True,0.12081880631019365,True
565,Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.20035395136446063,Server,False,0.13562416998671978,True,0.14325658462494392,True
566,Intel Xeon E5-2603 V3,104.68,6,1.6,1.6,85,,False,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.09552317070506236,Unknown,True,0.04648074369189907,True,0.0983810279954434,True
567,Intel Xeon E3-1235,234.0,4,3.2,3.2,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.09392820468002358,Server,False,0.048638778220451526,True,0.08802513031171252,True
568,AMD Phenom II X2 550,41.91,2,3.1,3.1,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 4th, 2009",0.01623369529594267,Desktop,False,0.0038180610889774202,True,0.02416376126203873,True
569,AMD Phenom II X3 710,169.0,3,2.6,2.6,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.024645502414297887,Desktop,False,0.0076361221779548474,True,0.03797162484034658,True
570,AMD Phenom II X3 720 BE,,3,2.8,2.8,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.011842076514671503,Unknown,True,0.0076361221779548474,True,0.031067693051192655,True
571,Intel Core i5-2405S,131.39,4,2.5,2.5,65,Intel HD Graphics 3000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"May 22nd, 2011",0.055801962026699285,Desktop,False,0.024568393094289508,True,0.05868342020780835,True
572,Intel Pentium G550,,2,2.6,2.6,65,Intel HD Graphics,False,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.041359872402718,Unknown,True,0.01743027888446215,True,0.03451965894576962,True
573,Intel Pentium G640T,84.88,2,2.4,2.4,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Jun 3rd, 2012",0.015578229806200702,Desktop,False,0.0014940239043824688,True,0.015533846525596327,True
574,Intel Xeon E3-1280,358.0,4,3.5,3.5,95,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",0.11107955166160502,Server,False,0.06523904382470119,True,0.09665504504815492,True
575,Intel Xeon E3-1225 V2,247.5,4,3.2,3.2,77,Intel HD Graphics P4000,False,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.09482400751600428,Server,False,0.044322709163346616,True,0.08284718146984707,True
576,Intel Celeron G1850,39.99,2,2.9,2.9,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",0.032773274487098256,Desktop,False,0.0013280212483399723,True,0.027615727156615692,True
577,Intel Core i3-4360T,,2,3.2,3.2,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Jul 21st, 2014",0.05982215036378335,Desktop,False,0.0249003984063745,True,0.04314957368221202,True
578,Intel Xeon E5-2637 V3,470.62,4,3.5,3.7,135,,True,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.13137713299394785,Unknown,True,0.0796812749003984,True,0.11564085746832822,True
579,Intel Pentium G4600T,117.99,2,3.0,3.0,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.059079289475409115,Desktop,False,0.022742363877822046,True,0.04314957368221202,True
580,Intel Pentium Gold G5500T,75.0,2,3.2,3.2,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.06135156983984793,Desktop,False,0.0249003984063745,True,0.044875556629500504,True
581,Intel Core i3-9320,217.97,4,3.7,4.4,62,,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Apr 23rd, 2019",0.15145622582971005,Desktop,False,0.08598937583001327,True,0.11046290862646277,True
582,Intel Xeon E-2144G,301.17,4,3.6,4.5,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1943673665581507,Server,False,0.12001992031872508,True,0.13980461873036695,True
583,Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.22550197732089403,Server,False,0.148738379814077,True,0.1708723117815596,True
584,Intel Xeon E-2244G,413.0,4,3.8,4.8,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","May 29th, 2019",0.2053791867858157,Server,False,0.14658034528552455,True,0.14289412820601335,False
585,AMD Phenom II X4 975,172.56,4,3.6,3.6,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",0.046275863575782734,Unknown,False,0.026726427622841963,True,0.0638613690496738,True
586,Intel Pentium G2120,74.99,2,3.1,3.1,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.031549738906246586,Desktop,False,0.003486055776892427,True,0.027615727156615692,True
587,AMD Phenom II X3 740 BE,,3,3.0,3.0,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",0.013677379885949005,Unknown,True,0.0076361221779548474,True,0.03279367599848114,True
588,AMD Phenom II X4 965 BE (140W),,4,3.4,3.4,140,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Aug 13th, 2009",0.051650680591666845,Unknown,True,0.031706507304116865,True,0.06903931789153923,True
589,Intel Core i5-750S,,4,2.4,2.4,82,,False,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jan 7th, 2010",0.03345058882649828,Unknown,True,0.0026560424966799445,True,0.04832752252407746,True
590,AMD Phenom II X2 560 BE,,2,3.3,3.3,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",0.018331184863116957,Unknown,True,0.003984063745019917,True,0.02416376126203873,True
591,Intel Pentium G840,84.53,2,2.8,2.8,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",0.01636478839389106,Desktop,False,0.0016600265604249653,True,0.020711795367461767,True
592,Intel Pentium G620T,19.99,2,2.2,2.2,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",0.010268959339290784,Desktop,False,0.0014940239043824688,True,0.013807863578307846,True
593,Intel Xeon E3-1225,69.0,4,3.1,3.1,95,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Apr 3rd, 2011",0.07408944919050012,Server,False,0.03585657370517928,True,0.07421726673340467,True
594,Intel Pentium G2130,43.64,2,3.2,3.2,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 21st, 2013",0.03209596014769822,Desktop,False,0.003486055776892427,True,0.027615727156615692,True
595,Intel Celeron G1820,62.3,2,2.7,2.7,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Dec 1st, 2013",0.027179968974633484,Desktop,False,0.0013280212483399723,True,0.02416376126203873,True
596,Intel Xeon E5-1660,267.19,6,3.3,3.9,130,,True,Sandy Bridge-E,Socket 2011,32,15.0,DDR3,,"Mar 6th, 2012",0.17459415761760141,Server,False,0.11786188579017262,True,0.1536124823086748,True
597,AMD FX-4320,,4,4.0,4.2,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.058249033188402626,Desktop,False,0.03203851261620186,True,0.06558735199696228,True
598,AMD FX-8140,,8,3.2,4.1,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.1514999235290262,Unknown,True,0.09893758300132802,True,0.14843453346680935,True
599,Intel Xeon E5-2637 V2,,4,3.5,3.8,130,,True,Ivy Bridge-EP,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",0.13098385370010268,Unknown,True,0.08316733067729083,True,0.11391487452103974,True
600,Intel Pentium G3250T,49.99,2,2.8,2.8,35,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",0.028403504555485154,Desktop,False,0.0013280212483399723,True,0.022437778314750252,True
601,Intel Xeon E5-2609 V3,,6,1.9,1.9,85,,False,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.09552317070506236,Unknown,True,0.04648074369189907,True,0.0983810279954434,True
602,Intel Xeon E5-2685 V3,,12,2.6,3.3,120,,True,Haswell-EP,Socket 2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.24055583473530115,Unknown,True,0.17280876494023903,True,0.23645966377852187,True
603,Intel Pentium G4520,137.99,2,3.6,3.6,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.05462212414516376,Desktop,False,0.026062416998671976,True,0.03969760778763506,True
604,Intel Core i7-870S,,4,2.667,2.667,82,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jul 19th, 2010",0.05156328519303458,Desktop,False,0.01842629482071713,True,0.06213538610238531,True
605,Intel Xeon E5-2665,88.0,8,2.4,3.1,115,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",0.17446306451965302,Server,False,0.1205179282868526,True,0.16742034588698265,True
606,Intel Pentium G870,77.0,2,3.1,3.1,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Jun 3rd, 2012",0.023356420284472018,Desktop,False,0.0038180610889774202,True,0.02416376126203873,True
607,Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,105,,True,Haswell-EP,Socket 2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",0.1279250147479735,Unknown,True,0.0747011952191235,True,0.10873692567917428,True
608,AMD Phenom II X2 550 BE,,2,3.1,3.1,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",0.018331184863116957,Unknown,True,0.0038180610889774202,True,0.02416376126203873,True
609,AMD Phenom II X3 705e,152.34,3,2.5,2.5,65,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",0.01739168432782014,Desktop,False,0.0016600265604249653,True,0.029341710103904173,True
610,AMD Phenom II X2 545,43.98,2,3.0,3.0,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",0.014879066617142608,Desktop,False,0.0018260292164674619,True,0.022437778314750252,True
611,AMD Phenom II X2 565 BE,,2,3.4,3.4,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",0.026218619589678603,Unknown,True,0.004150066401062413,True,0.029341710103904173,True
612,Intel Pentium G630T,84.07,2,2.3,2.3,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Sep 4th, 2011",0.013174856343813497,Desktop,False,0.0014940239043824688,True,0.015533846525596327,True
613,Intel Celeron G465,40.0,2,1.9,1.9,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,1.5,DDR3,,"Sep 1st, 2012",0.0011798378815355368,Desktop,False,0.0014940239043824688,True,0.008629914736442404,True
614,Intel Xeon E3-1265L V2,149.99,4,2.5,2.5,45,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.09362232078481067,Server,False,0.043658698539176616,True,0.07939521557527013,True
615,Intel Celeron G1630,69.99,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,2.0,DDR3,,"Sep 1st, 2013",0.02798837641198191,Desktop,False,0.0013280212483399723,True,0.02588974420932721,True
616,Intel Celeron G1830,89.0,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Dec 1st, 2013",0.02477659551224628,Desktop,False,0.0013280212483399723,True,0.02416376126203873,True
617,Intel Xeon E5-2603,98.95,4,1.8,1.8,80,,False,Sandy Bridge-EP,Socket 2011,32,10.0,DDR3,,"Mar 6th, 2012",0.04229937293801481,Server,False,0.01842629482071713,True,0.05350547136594291,True
618,Intel Pentium G3440,59.0,2,3.3,3.3,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",0.03720859096768555,Desktop,False,0.019422310756972108,True,0.031067693051192655,True
619,AMD FX-4150,,4,4.0,4.1,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.07959535930433262,Unknown,True,0.03735059760956175,True,0.08284718146984707,True
620,Intel Core i3-4160T,59.99,2,3.1,3.1,35,Intel HD Graphics 4400,True,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",0.059144836024383314,Desktop,False,0.0249003984063745,True,0.04314957368221202,True
621,Intel Xeon E5-2622 V3,,8,2.4,2.4,85,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2101859337105901,Unknown,True,0.15587649402390438,True,0.18122820946529047,True
622,Intel Xeon E3-1280 V5,,4,3.7,4.0,80,,True,Skylake-DT,Socket 1151,14,8.0,DDR4,,"Oct 19th, 2015",0.15182765627389716,Unknown,True,0.08515936254980079,True,0.11736684041561668,True
623,Intel Xeon E5-2658 V3,,12,2.2,2.9,105,,True,Haswell-EP,Socket 2011-3,22,30.0,DDR4,"C612, X99","Sep 8th, 2014",0.2247591164325198,Unknown,True,0.17231075697211154,True,0.2243777831475025,True
624,Intel Celeron G3930T,97.17,2,2.7,2.7,35,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14,2.0,DDR4,,"Jan 3rd, 2017",0.03677161397452424,Desktop,False,0.017098273572377157,True,0.027615727156615692,True
625,AMD Phenom II X3 720,64.45,3,2.8,2.8,95,,False,Heka,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 1st, 2010",0.02272280364438812,Desktop,False,0.0076361221779548474,True,0.03797162484034658,True
626,AMD Phenom II X4 805,173.99,4,2.5,2.5,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.03098166881513688,Desktop,False,0.00846613545816733,True,0.050053505471365944,True
627,AMD Phenom II X4 910,100.0,4,2.6,2.6,95,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.029495947038388426,Desktop,False,0.00846613545816733,True,0.04832752252407746,True
628,AMD Phenom II X4 905e,53.99,4,2.5,2.5,65,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",0.03209596014769822,Desktop,False,0.0026560424966799445,True,0.044875556629500504,True
629,Intel Core i5-655K,77.99,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H55, H57, P55","May 30th, 2010",0.034761519805982216,Desktop,False,0.019422310756972108,True,0.036245641893058095,True
630,AMD Phenom II X3 715 BE,,3,2.8,2.8,95,,False,Heka,Socket AM2+,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.011842076514671503,Unknown,True,0.0076361221779548474,True,0.031067693051192655,True
631,AMD Phenom II X4 970,59.88,4,3.5,3.5,125,,False,Zosma,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.048460748541589285,Unknown,False,0.026726427622841963,True,0.06558735199696228,True
632,AMD FX-6130,,6,3.6,3.9,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.14776377023749698,Unknown,True,0.09080345285524567,True,0.1346266698885015,True
