name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,category
AMD FX-8370E,,8,3.3,4.3,95,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",,,,
Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",213.0,4919.0,2063.0,Desktop
Intel Pentium G4560T,79.98,2,2.9,2.9,35,Intel HD Graphics 610,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",231.9,2909.0,1708.0,Desktop
Intel Pentium Gold G5600,,2,3.9,3.9,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",158.0,3769.0,2291.0,Desktop
Intel Core i5-9400T,,6,1.8,3.4,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Sep 1st, 2018",182.0,7819.0,2057.0,Desktop
Intel Xeon E3-1275 V6,356.83,4,3.8,4.2,73,Intel HD Graphics P630,True,,,,,,,,,,,
AMD Athlon II X3 435,159.94,3,2.9,2.9,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"Oct 9th, 2009",159.95,1670.0,1188.0,Desktop
Intel Core i3-3220T,138.0,2,2.8,2.8,35,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",39.99,1949.0,1506.0,Desktop
AMD Athlon II X2 260,,2,3.2,3.2,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",39.99,1113.0,1249.0,Desktop
AMD Phenom II X2 555 BE,,2,3.2,3.2,80,,False,Callisto,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",,,,
Intel Pentium E5200,,2,2.5,2.5,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 31st, 2008",49.94,867.0,1006.0,Desktop
Intel Core i5-660,255.29,2,3.33,3.33,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",69.0,2352.0,1435.0,Desktop
Intel Core i7-880,,4,3.06,3.06,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"May 30th, 2010",338.97,2920.0,1386.0,Desktop
Intel Core 2 Quad Q9505,249.95,4,2.83,2.83,95,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,2009,,,,
Intel Pentium E6700,,2,3.2,3.2,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"May 30th, 2010",140.19,1152.0,1314.0,Desktop
Intel Xeon E3-1220,115.01,4,3.1,3.1,80,,False,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",40.26,3855.0,1582.0,Server
Intel Xeon E3-1230,417.95,4,3.2,3.2,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",270.19,5006.0,1650.0,Server
Intel Xeon E5-2687W V2,,8,3.4,4.0,150,,True,Ivy Bridge-EP,Socket 2011,22 nm,20 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Celeron G1840,,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",69.0,1758.0,1612.0,Desktop
Intel Pentium G3450,,2,3.4,3.4,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",57.97,2091.0,1836.0,Desktop
Intel Xeon E5-2687W V3,,10,3.1,3.5,160,,True,Haswell-EP,Socket 2011-3,22 nm,25 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E3-1220 V5,,4,3.0,3.5,80,,False,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
AMD Athlon II X2 220,64.49,2,2.8,2.8,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Sep 21st, 2010",59.95,1024.0,1105.0,Desktop
AMD Phenom II X4 830,59.58,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",19.01,2022.0,1083.0,Unknown
Intel Celeron G530,65.86,2,2.4,2.4,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 4th, 2011",48.99,1096.0,1078.0,Desktop
AMD A4-7300,268.64,2,3.8,4.0,65,Radeon HD 8470D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55",Aug-14,,,,
Intel Core 2 Extreme QX6700,605.64,4,2.66,2.66,100,,False,Kentsfield,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Nov 1st, 2006",,,,
Intel Xeon E3-1245 V2,367.5,4,3.4,3.4,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",367.5,6316.0,2042.0,Server
Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E-2134,,4,3.5,4.5,71,,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",297.57,8741.0,2569.0,Server
Intel Core i5-661,99.5,2,3.33,3.33,87,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",200.19,2462.0,1455.0,Desktop
AMD Phenom II X4 970 BE,,4,3.5,3.5,125,,False,Zosma,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",,,,
AMD Sempron 140,,1,2.7,2.7,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Jul 22nd, 2009",11.95,471.0,1044.0,Desktop
Intel Pentium E5800,,2,3.2,3.2,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Nov 28th, 2010",139.95,1165.0,1314.0,Desktop
AMD Phenom II X4 960T BE,,4,3.0,3.0,95,,False,Zosma,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2010",,,,
AMD Athlon II X4 645,,4,3.1,3.1,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"Sep 21st, 2010",28.85,2298.0,1264.0,Desktop
AMD FX-4170,,4,4.2,4.2,125,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Feb 27th, 2012",,,,
Intel Pentium G645,84.0,2,2.9,2.9,65,Intel HD Graphics 2500,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Sep 2nd, 2012",93.35,1353.0,1303.0,Desktop
Intel Xeon E3-1270,,4,3.4,3.4,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",79.97,5386.0,1761.0,Server
Intel Xeon E3-1245 V3,,4,3.4,3.8,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22 nm,8 MB,"DDR3, DDR4",,"Jun 2nd, 2013",,,,
AMD Athlon X4 840,,4,3.1,3.8,65,,False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Aug 12th, 2014",124.95,3287.0,1482.0,Desktop
AMD Athlon 5370,,4,2.2,2.2,25,Radeon R3 (on die),False,Kabini,Socket AM1,28 nm,,DDR3,,"Apr 9th, 2014",,,,
Intel Xeon E3-1240 V6,312.83,4,3.7,4.1,72,,True,,,,,,,,,,,
Intel Xeon E3-1285 V6,949.95,4,4.1,4.5,79,Intel HD Graphics 630,True,Kaby Lake-DT,Socket 1151,14 nm,8 MB,DDR4,,"Aug 1st, 2017",,,,
Intel Xeon E-2276G,,6,3.8,4.9,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",442.9,13371.0,2894.0,Server
Intel Pentium E6500,95.71,2,2.93,2.93,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 9th, 2009",95.71,1073.0,1210.0,Desktop
Intel Xeon E5-2609,57.99,4,2.4,2.4,80,,False,Sandy Bridge-EP,Socket 2011,32 nm,10 MB,DDR3,,"Mar 6th, 2012",71.87,2623.0,1081.0,Server
Intel Xeon E5-2640,93.99,6,2.5,3.0,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,15 MB,DDR3,,"Mar 6th, 2012",75.0,6321.0,1348.0,Server
Intel Xeon E5-2643 V3,555.44,6,3.4,3.7,135,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E5-1620 V4,149.0,4,3.5,3.8,140,,True,Broadwell-EP,Socket 2011-3,14 nm,10 MB,DDR4,"C612, X99","Jun 20th, 2016",,,,
AMD Athlon II X2 215,,2,2.7,2.7,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",28.97,959.0,1041.0,Desktop
Intel Pentium E5400,,2,2.7,2.7,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 18th, 2009",92.76,936.0,1074.0,Desktop
AMD Phenom II X4 840,,4,3.2,3.2,95,,False,Propus,Socket AM3,45 nm,,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",24.28,2355.0,1309.0,Desktop
AMD Phenom II X4 965,,4,3.4,3.4,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",74.02,2546.0,1357.0,Desktop
AMD A6-3650,,4,2.6,2.6,100,Radeon HD 6530D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Jun 30th, 2011",,,,
AMD FX-8100,,8,2.8,2.8,95,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 12th, 2011",,,,
Intel Xeon E3-1245,,4,3.3,3.3,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",245.0,5366.0,1741.0,Server
Intel Xeon E3-1275,376.99,4,3.4,3.4,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",749.0,5372.0,1730.0,Server
Intel Pentium G3430,61.57,2,3.3,3.3,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",57.99,2125.0,1915.0,Desktop
Intel Pentium G2140,,2,3.3,3.3,55,Intel HD Graphics,False,,,,,,,,45.0,2092.0,1842.0,Desktop
Intel Xeon E5-2609 V2,,4,2.5,2.5,80,,False,Ivy Bridge-EP,Socket 2011,22 nm,10 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Core i3-4350,,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"May 1st, 2014",99.99,3459.0,1902.0,Desktop
Intel Xeon E5-1680 V3,,8,3.2,3.8,140,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E3-1235L V5,,4,2.0,3.0,25,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Xeon E5-2430V2,,6,2.5,3.0,80,,True,,,,,,,,,,,
Intel Core i3-8300T,,4,3.2,3.2,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Apr 2nd, 2018",158.95,5827.0,2005.0,Desktop
Intel Xeon E-2246G,,6,3.6,4.8,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","May 29th, 2019",311.0,14050.0,2825.0,Server
AMD Opteron 6320,235.6,8,2.8,3.3,115,,False,,,,,,,,,,,
AMD A4-3400,134.09,2,2.7,2.7,65,Radeon HD 6410D,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Sep 7th, 2011",,,,
Intel Pentium G6950,47.48,2,2.8,2.8,73,Intel HD Graphics,False,Clarkdale,Socket 1156,32 nm,3 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",79.0,1061.0,1035.0,Desktop
AMD Phenom II X6 1035T,,6,2.6,2.6,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",108.0,2947.0,1231.0,Desktop
AMD Pro A10-7850B,148.02,4,3.7,4.0,95,Radeon R7 (on-die),False,,,,,,,,,,,
Intel Core i3-7300T,125.36,2,3.5,3.5,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,DDR4,,"Jan 3rd, 2017",181.59,4159.0,2128.0,Desktop
Intel Core i5-3550S,,4,3.0,3.7,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",319.95,4537.0,1982.0,Desktop
AMD Phenom II X4 810,,4,2.6,2.6,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",213.0,1849.0,1018.0,Desktop
Intel Pentium E2180,,2,2.0,2.0,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Aug 26th, 2007",19.5,671.0,748.0,Desktop
Intel Core 2 Duo E4600,,2,2.4,2.4,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Oct 21st, 2007",,,,
Intel Core 2 Duo E6850,98.95,2,3.0,3.0,65,,False,Conroe,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 1st, 2007",,,,
Intel Core 2 Duo E7200,80.98,2,2.53,2.53,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Apr 20th, 2008",,,,
Intel Core 2 Duo E7600,169.95,2,3.06,3.06,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"May 10th, 2009",,,,
Intel Core 2 Quad Q9450,,4,2.66,2.66,95,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Mar 25th, 2008",,,,
AMD Phenom II X6 1075T,,6,3.0,3.0,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",79.99,3284.0,1411.0,Desktop
Intel Pentium E6800,,2,3.333,3.333,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 29th, 2010",24.95,1166.0,1358.0,Desktop
Intel Pentium G850,,2,2.9,2.9,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"May 22nd, 2011",101.97,1373.0,1339.0,Desktop
Intel Core i5-3340S,,4,2.8,3.3,65,Intel HD Graphics 2500,False,,,,,,,,100.0,4102.0,1792.0,Desktop
Intel Xeon E5-2640 V2,,8,2.0,2.5,95,,True,Ivy Bridge-EP,Socket 2011,22 nm,20 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Xeon E3-1226 V3,,4,3.3,3.7,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",,,,
Intel Xeon E5-1630 V3,,4,3.7,3.8,140,,True,Haswell-EP,Socket 2011-3,22 nm,10 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E5-2650L V3,,12,1.8,2.5,65,,True,Haswell-EP,Socket 2011-3,22 nm,30 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E5-2695 V3,,14,2.3,3.3,120,,True,Haswell-EP,Socket 2011-3,22 nm,35 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
AMD Phenom II X6 1065T,,6,2.7,2.7,95,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",99.98,3320.0,1359.0,Desktop
Intel Pentium G4500,,2,3.5,3.5,51,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,4 MB,"DDR3, DDR4",,"Sep 1st, 2015",166.67,2734.0,2135.0,Desktop
Intel Pentium Gold G5500,,2,3.8,3.8,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",169.87,3770.0,2258.0,Desktop
Intel Xeon E-2146G,,6,3.5,4.5,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","Jul 12th, 2018",369.94,13351.0,2679.0,Server
Intel Xeon E-2124G,,4,3.4,4.5,71,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",229.99,7518.0,2749.0,Server
AMD Phenom II X2 B59,,2,3.4,3.4,80,,False,,,,,,,,48.02,1392.0,1384.0,Unknown
Intel Xeon E-2124,,4,3.3,4.3,71,,False,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",204.99,6977.0,2537.0,Server
AMD Athlon II X2 245,,2,2.9,2.9,65,,False,Regor,Socket AM3,45 nm,,DDR3,,"Jul 23rd, 2009",12.55,1022.0,1113.0,Desktop
AMD Phenom II X4 920,,4,2.8,2.8,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",27.89,1899.0,1068.0,Desktop
Intel Core i5-670,122.45,2,3.46,3.46,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",291.0,2511.0,1542.0,Desktop
Intel Core i3-2100T,,2,2.5,2.5,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",49.13,1634.0,1183.0,Desktop
AMD Phenom II X4 980 BE,,4,3.7,3.7,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 3rd, 2011",,,,
AMD Athlon II X4 651K,,4,3.0,3.0,100,,False,Llano,Socket FM1,32 nm,,DDR3,,"Nov 14th, 2011",,,,
Intel Pentium G2010,,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 21st, 2013",22.97,1541.0,1473.0,Desktop
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,,True,Ivy Bridge-EP,Socket 2011,22 nm,15 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Xeon E5-2603 V2,153.01,4,1.8,1.8,80,,False,Ivy Bridge-EP,Socket 2011,22 nm,10 MB,DDR3,,"Sep 1st, 2013",,,,
AMD A8-7670K,,4,3.6,3.9,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jul 20th, 2015",83.56,3224.0,1512.0,Desktop
Intel Xeon E3-1275 V5,,4,3.6,4.0,80,Intel HD Graphics P530,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Xeon E5-2683 V3,,14,2.0,3.0,120,,True,Haswell-EP,Socket 2011-3,22 nm,35 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
AMD Athlon X4 970,,4,3.8,4.0,65,,False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",,,,
Intel Core i5-9600T,,6,2.3,3.9,35,Intel UHD Graphics 630,False,,,,,,,,213.0,8393.0,2175.0,Desktop
Intel Pentium E2160,49.0,2,1.8,1.8,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",89.0,636.0,683.0,Desktop
Intel Celeron G540,,2,2.5,2.5,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 4th, 2011",11.03,1110.0,1131.0,Desktop
Intel Core i3-2125,152.0,2,3.3,3.3,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",152.0,2093.0,1550.0,Desktop
Intel Celeron G3950,,2,3.0,3.0,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14 nm,2 MB,DDR4,,"Jan 3rd, 2017",143.0,2369.0,1811.0,Desktop
AMD Phenom II X4 910e,,4,2.6,2.6,65,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",69.9,2044.0,1076.0,Desktop
Intel Celeron E1600,,2,2.4,2.4,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"May 31st, 2009",,712.0,877.0,Desktop
Intel Celeron E3300,64.78,2,2.5,2.5,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 30th, 2009",64.78,837.0,1042.0,Desktop
Intel Core 2 Duo E4300,,2,1.8,1.8,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 27th, 2006",,,,
Intel Pentium E5500,,2,2.8,2.8,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Apr 18th, 2010",15.99,1010.0,1140.0,Desktop
Intel Pentium E6300,,2,2.8,2.8,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"May 9th, 2009",41.85,1000.0,1129.0,Desktop
Intel Core 2 Duo E6750,129.94,2,2.66,2.66,65,,False,Conroe,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 1st, 2007",,,,
Intel Core i5-680,,2,3.6,3.6,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Apr 19th, 2010",309.19,2603.0,1550.0,Desktop
Intel Core i7-860S,,4,2.53,2.53,82,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Jan 7th, 2010",160.0,2424.0,1314.0,Desktop
Intel Core 2 Extreme X6800,,2,2.93,2.93,75,,False,Kentsfield,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Apr 9th, 2007",,,,
Intel Pentium G860,,2,3.0,3.0,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Sep 4th, 2011",22.93,1437.0,1389.0,Desktop
Intel Core i5-2450P,,4,3.2,3.2,95,,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 30th, 2012",178.97,3974.0,1654.0,Desktop
Intel Celeron G555,,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,2 MB,DDR3,,"Sep 1st, 2012",39.99,1268.0,1275.0,Desktop
Intel Xeon E3-1240,,4,3.3,3.3,80,,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",141.0,5398.0,1744.0,Server
Intel Xeon E3-1275 V3,,4,3.5,3.9,84,Intel HD Graphics P4600,True,Haswell-WS,Socket 1150,22 nm,8 MB,"DDR3, DDR4",,"Jun 2nd, 2013",,,,
AMD Athlon II X4 651,,4,3.0,3.0,100,,False,Llano,Socket FM1,32 nm,,DDR3,"A75, A55","Nov 14th, 2011",,,,
Intel Xeon E5-2630L V2,,6,2.4,2.4,60,,True,Ivy Bridge-EP,Socket 2011,22 nm,15 MB,DDR3,,"Sep 1st, 2013",,,,
AMD Pro A8-7600B,,4,3.1,3.8,65,Radeon R7 (on-die),False,,,,,,,,,,,
Intel Core i7-4770T,,4,2.5,2.5,45,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",770.0,5748.0,1930.0,Desktop
Intel Xeon E5-2420V2,,6,2.2,2.7,80,,True,,,,,,,,,,,
Intel Xeon E3-1230 V6,595.49,4,3.5,3.9,72,,True,Cezanne,Socket AM4,7 nm,16 MB,DDR4,"AMD 300 Series*, AMD 400 Series, AMD 500 Series","Apr 13th, 2021",,,,
Intel Xeon E3-1270 V6,,4,3.8,4.2,72,,True,,,,,,,,,,,
AMD A6-9550,,2,3.8,4.0,65,Radeon R5 (on die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",,,,
AMD Athlon X4 940,,4,3.2,3.6,65,,False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",,,,
Intel Core i3-9350K,,4,4.0,4.6,91,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Apr 23rd, 2019",293.22,7694.0,2823.0,Desktop
Intel Xeon E-2174G,549.95,4,3.8,4.7,71,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,8 MB,DDR4,"C242, C246","Jul 12th, 2018",349.99,9596.0,2650.0,Server
Intel Xeon E5-2603 V3,104.68,6,1.6,1.6,85,,False,Haswell-EP,Socket 2011-3,22 nm,15 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Core 2 Duo E6700,194.95,2,2.66,2.66,65,,False,Conroe,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jul 27th, 2006",,,,
Intel Xeon E3-1235,,4,3.2,3.2,95,Intel HD Graphics,True,Sandy Bridge,Socket 1155,32 nm,8 MB,DDR3,,"Apr 3rd, 2011",234.0,4725.0,1562.0,Server
Intel Celeron 450,,1,2.2,2.2,35,,False,Conroe-L,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Aug 31st, 2008",38.99,445.0,613.0,Desktop
AMD Phenom II X2 550,,2,3.1,3.1,80,,False,Callisto,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 4th, 2009",41.91,1169.0,1240.0,Desktop
