name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed,capacity_spec,cache_spec,speed_spec
Samsung 870 Evo,32.25,0.011004001455074573,0.9738880283248507,SSD,0.00390625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,512,550
Timetec 35TTFP6PCIE,35.99,0.04510731174972717,0.9944678026111972,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Crucial BX500,89.99,0.09057839214259732,0.9924762115512281,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Corsair MP600 CORE XT,54.99,0.04510731174972717,0.990263332595707,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Western Digital Blue,52.83,0.13604947253546743,0.9984509847311352,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
Western Digital WD_BLACK,240.72,0.45434703528555836,0.9971232573578225,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Western Digital Blue SN550,34.0,0.02237177155329211,0.9873865899535296,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
MSI SPATIUM M371,74.99,0.09057839214259732,0.9942465147156451,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Western Digital Black SN850,94.99,0.04510731174972717,0.9814118167736224,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Acer Predator GM7000,249.99,0.18152055292833758,0.9887143173268422,SSD,0.03125,M.2,M.2 PCIe 4.0 X4,1.0,4.0,4096,7000
Samsung 990 Pro,,0.18152055292833758,,SSD,0.03125,M.2,M.2 PCIe 4.0 X4,1.0,4.0,4096,7000
PNY CS900,21.99,0.02237177155329211,0.9926974994467803,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.5,0,550
Toshiba DT01ACA100,50.08,0.04510731174972717,0.9913697720734675,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,1.0,32,160
Seagate IronWolf Pro,209.99,0.3634048744998181,0.9966806815667183,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,8.0,256,160
Silicon Power SU128GBSS3A55S25AE,11.99,0.005456529647144416,0.9816331046691746,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Seagate EXOS Enterprise,269.99,0.7271735176427793,0.9986722726266873,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,16.0,256,160
TEAMGROUP T-Force Vulcan Z,69.98,0.09057839214259732,0.9946890905067493,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Intel 660p,65.98,0.04601673335758458,0.9880504536401858,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.02,0,3500
Western Digital Red Plus,209.99,0.5452891960712987,0.9986722726266873,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,12.0,256,160
Crucial P1,119.0,0.04510731174972717,0.9761009072803718,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Seagate Exos X18,259.99,0.8181156784285195,0.9993361363133436,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,18.0,256,160
Seagate BarraCuda,83.59,0.13604947253546743,0.9962381057756141,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,3.0,64,160
ADATA SU630,19.98,0.010549290651145871,0.9840672715202479,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Western Digital Blue,109.0,0.09057839214259732,0.9904846204912592,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
TEAMGROUP MP44L,42.49,0.04510731174972717,0.9931400752378845,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
SanDisk SSD PLUS,43.99,0.04510731174972717,0.9926974994467803,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Seagate IronWolf Pro,339.99,0.9090578392142598,0.9986722726266873,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,20.0,256,160
Kingston Fury Renegade,359.99,0.18152055292833758,0.982518256251383,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Western Digital Black SN770,24.99,0.011004001455074573,0.9803053772958619,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.25,0,7000
Corsair MP600 PRO XT,69.98,0.04510731174972717,0.9869440141624253,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Kingston KC3000,55.33,0.02291742451800655,0.978535074131445,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.512,0,7000
Silicon Power P34A80,43.97,0.04510731174972717,0.9926974994467803,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Western Digital WDBSLA0040HNC-NRSN,88.88,0.18152055292833758,0.9975658331489268,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,4.0,64,160
ADATA Legend 800,45.99,0.04510731174972717,0.992254923655676,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Samsung 990 Pro w/Heatsink,99.99,0.04510731174972717,0.9803053772958619,SSD,0.0078125,M.2,M.2 PCIe 4.0 X4,1.0,1.0,1024,7000
Patriot P300,24.99,0.02291742451800655,0.9915910599690196,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
Western Digital Gold,459.99,0.9090578392142598,0.9973445452533747,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,20.0,512,160
Gigabyte AORUS Gen4,137.99,0.09057839214259732,0.9871653020579775,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Western Digital Black SN750,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Seagate Constellation ES.3,28.5,0.04510731174972717,0.9960168178800619,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,1.0,128,160
TEAMGROUP MP33,18.98,0.011276827937431793,0.9860588625802169,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Western Digital WD_BLACK,49.99,0.04510731174972717,0.9913697720734675,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Crucial MX500,29.99,0.011004001455074573,0.9758796193848196,SSD,0.001953125,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,256,550
TEAMGROUP AX2,65.98,0.09057839214259732,0.9951316662978535,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Corsair MP600,109.99,0.09057839214259732,0.990263332595707,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
ADATA XPG SX8200 Pro,46.99,0.02291742451800655,0.9820756804602788,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,0,3500
PNY CS2140,78.0,0.09057839214259732,0.9938039389245408,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Crucial BX500,24.99,0.021462349945434705,0.9909271962823634,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Western Digital WD_BLACK,124.99,0.2724627137140778,0.9977871210444789,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Western Digital Blue,209.99,0.18152055292833758,0.9909271962823634,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,0,550
TEAMGROUP MP33 PRO,41.99,0.04510731174972717,0.9931400752378845,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Western Digital Blue,47.99,0.09057839214259732,0.9971232573578225,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,2.0,256,160
Sabrent Rocket 4.0,119.99,0.09057839214259732,0.9891568931179464,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Corsair MP600 GS,52.99,0.04510731174972717,0.9907059083868113,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
TEAMGROUP MP33 PRO,72.98,0.09057839214259732,0.9944678026111972,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
PNY CS900,15.99,0.010549290651145871,0.9876078778490817,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Samsung 860 Evo,48.62,0.011004001455074573,0.9595043151139633,SSD,0.00390625,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.25,512,550
Silicon Power UD90,223.68,0.18152055292833758,0.9900420447001549,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
TEAMGROUP QX,66.98,0.09057839214259732,0.9951316662978535,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
ADATA Premium For PS5,84.99,0.09057839214259732,0.9931400752378845,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Western Digital WD_BLACK,169.99,0.3634048744998181,0.9977871210444789,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,8.0,128,160
Samsung 860 Pro,1142.84,0.18152055292833758,0.9391458287231689,SSD,0.03125,2.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,4096,550
Toshiba P300,43.06,0.04510731174972717,0.9929187873423324,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Crucial BX500,19.95,0.010549290651145871,0.9840672715202479,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate EXOS Enterprise,59.99,0.18152055292833758,0.9991148484177915,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,4.0,128,160
TEAMGROUP AX2,21.49,0.02291742451800655,0.9931400752378845,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
PNY CS1030,22.99,0.02237177155329211,0.992254923655676,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Western Digital Red Plus,79.98,0.18152055292833758,0.998008408940031,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Seagate BarraCuda,119.4,0.2269916333212077,0.9971232573578225,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,5.0,128,160
Western Digital Black SN750 SE,139.99,0.04510731174972717,0.9714538614737773,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Kingston A2000,119.99,0.04510731174972717,0.9758796193848196,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Western Digital Green SN350,26.99,0.021462349945434705,0.9900420447001549,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.48,0,3500
Sabrent Rocket Q,49.99,0.04510731174972717,0.9913697720734675,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Seagate IronWolf Pro,260.0,0.7271735176427793,0.9988935605222394,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,16.0,256,160
Corsair MP600 PRO LPX,124.99,0.09057839214259732,0.9887143173268422,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Western Digital Green SN350,21.79,0.010549290651145871,0.9822969683558309,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.24,0,3500
PNY CS2140,42.99,0.04510731174972717,0.9929187873423324,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
Silicon Power P34A60,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Lexar NM620,109.59,0.09057839214259732,0.990263332595707,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Samsung 970 Evo,199.0,0.09057839214259732,0.9805266651914141,SSD,0.015625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,2048,3500
Gigabyte AORUS Gen4 7000s,75.81,0.04510731174972717,0.9856162867891126,SSD,0.0078125,M.2,M.2 PCIe 4.0 X4,1.0,1.0,1024,7000
Seagate BarraCuda,18.98,0.02237177155329211,0.994025226820093,HDD,0.0001220703125,3.5,SATA 6.0 Gb/s,0.0,0.5,16,160
Kingston A2000,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Seagate FireCuda,252.99,0.3634048744998181,0.9953529541934056,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,8.0,256,160
Seagate Barracuda Compute,55.0,0.09057839214259732,0.9962381057756141,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,2.0,256,160
Asus ROG Strix SQ7,,0.04510731174972717,,SSD,0.8671875,M.2-2260,M.2 PCIe 4.0 X4,1.0,1.0,113664,7000
Kingston NV1,67.5,0.04510731174972717,0.9873865899535296,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Sabrent Rocket 4.0,39.99,0.02237177155329211,0.9847311352069041,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Sabrent Rocket Q,,0.3634048744998181,,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,8.0,0,3500
KIOXIA EXCERIA,102.99,0.04510731174972717,0.9796415136092056,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Seagate BarraCuda,114.99,0.2724627137140778,0.998229696835583,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Corsair MP600 PRO NH,114.99,0.09057839214259732,0.9898207568046028,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Samsung 960 Evo,58.5,0.011004001455074573,0.9506527992918787,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,512,3500
TEAMGROUP CX2,34.99,0.04510731174972717,0.9946890905067493,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
ADATA SU630,64.93,0.021462349945434705,0.972560300951538,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Kingston KC3000,367.71,0.1858857766460531,0.982518256251383,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.096,0,7000
Seagate Desktop HDD,,0.18152055292833758,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,64,550
Seagate IronWolf Pro NAS,229.99,0.5452891960712987,0.998229696835583,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,12.0,256,160
Silicon Power P34A60,14.97,0.005456529647144416,0.976543483071476,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.128,0,3500
Western Digital Green,55.14,0.010549290651145871,0.9515379508740872,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Mushkin Vortex Redline,113.99,0.09057839214259732,0.9898207568046028,SSD,0.0078125,M.2,M.2 PCIe 4.0 X4,1.0,2.0,1024,7000
Leven JS600,61.99,0.09057839214259732,0.9955742420889577,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Western Digital Red Plus,151.99,0.3634048744998181,0.998229696835583,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.05701754385964912,8.0,128,550
SanDisk SSD PLUS,19.98,0.010549290651145871,0.9840672715202479,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
TEAMGROUP QX,172.99,0.18152055292833758,0.9929187873423324,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,0,550
Samsung 960 Pro,599.99,0.09057839214259732,0.9360477981854393,SSD,0.015625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,2048,3500
Samsung 970 Pro,256.25,0.04510731174972717,0.9457844655897323,SSD,0.0078125,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,1024,3500
PNY CS1030,69.99,0.09057839214259732,0.9946890905067493,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Western Digital Blue SN570,24.99,0.011004001455074573,0.9803053772958619,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,0,3500
Western Digital Blue,119.99,0.09057839214259732,0.9891568931179464,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,2.0,0,550
Samsung 850 Evo,124.45,0.04510731174972717,0.9749944678026112,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Western Digital Blue,42.94,0.04510731174972717,0.9929187873423324,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Western Digital Green SN350,86.95,0.09057839214259732,0.9929187873423324,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Seagate IronWolf NAS,189.99,0.5452891960712987,0.9988935605222394,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,12.0,256,160
Western Digital Red Plus,189.99,0.45434703528555836,0.998229696835583,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Western Digital WD_BLACK,134.44,0.2724627137140778,0.9975658331489268,HDD,0.0009765625,3.5,SATA 6.0 Gb/s,0.0,6.0,128,160
Seagate FireCuda,72.37,0.09057839214259732,0.9944678026111972,,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,64,550
TEAMGROUP AX2,34.99,0.04510731174972717,0.9946890905067493,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Seagate BarraCuda,60.0,0.09057839214259732,0.9957955299845098,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,2.0,128,160
ADATA XPG SPECTRIX S40G RGB,83.39,0.04510731174972717,0.9840672715202479,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Intel 320,,0.02691887959257912,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.6,0,300
ADATA Ultimate SU650,15.25,0.005092761004001455,0.9743306041159548,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Seagate BarraCuda Pro Compute,55.99,0.04510731174972717,0.9900420447001549,HDD,0.0009765625,2.5,SATA 6.0 Gb/s,0.0,1.0,128,160
Samsung 860 QVO,125.01,0.04510731174972717,0.9747731799070591,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Lexar NM790,192.0,0.04510731174972717,0.9599468909050675,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
ADATA Legend 710,47.0,0.04510731174972717,0.9920336357601239,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Western Digital AV-GP,29.99,0.04510731174972717,0.9957955299845098,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,1.0,64,160
Toshiba MQ01ABD050,16.5,0.02237177155329211,0.9951316662978535,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.5,8,160
Western Digital Red Pro,299.99,0.8181156784285195,0.9986722726266873,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,18.0,512,160
PNY CS900,17.98,0.005092761004001455,0.9692409825182563,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Lexar NM710,,0.04510731174972717,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,1.0,0,7000
TEAMGROUP MS30,37.99,0.04510731174972717,0.994025226820093,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,1.0,0,550
Seagate Barracuda Compute,74.98,0.18152055292833758,0.998229696835583,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Sabrent Rocket 4 Plus G,399.99,0.18152055292833758,0.9803053772958619,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
TEAMGROUP GX2,29.99,0.02291742451800655,0.9893781810134986,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Western Digital SE,33.99,0.09057839214259732,0.9986722726266873,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Intel D3-S4610,529.99,0.34885412877409966,0.9871653020579775,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,7.68,0,550
Silicon Power XS70,229.97,0.18152055292833758,0.9898207568046028,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,4.0,0,7000
Kingston KC600,27.27,0.011276827937431793,0.9787563620269971,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Crucial P2,129.94,0.09057839214259732,0.9880504536401858,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Seagate IronWolf Pro NAS,279.99,0.7271735176427793,0.9986722726266873,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,16.0,256,160
Kingston NV1,56.99,0.02237177155329211,0.9772073467581324,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,0,3500
Samsung 970 Pro,242.13,0.02291742451800655,0.8977649922549237,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.512,512,3500
Samsung 860 Evo,237.0,0.09057839214259732,0.9763221951759239,SSD,0.015625,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,2048,550
Western Digital Red,94.91,0.2724627137140778,0.9988935605222394,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,6.0,256,160
Silicon Power UD85,,0.02237177155329211,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Patriot P210,34.99,0.04510731174972717,0.9946890905067493,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
Western Digital Black SN850,84.5,0.02237177155329211,0.9650365125027661,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Western Digital Green,43.99,0.04510731174972717,0.9926974994467803,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,1.0,0,550
TEAMGROUP T-Force Vulcan Z,24.99,0.02291742451800655,0.9915910599690196,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
SanDisk SSD PLUS,84.99,0.09057839214259732,0.9931400752378845,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Western Digital Red Pro,279.98,0.7271735176427793,0.9986722726266873,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,16.0,256,160
PNY CS1031,147.08,0.09057839214259732,0.9860588625802169,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
Gigabyte AORUS Gen4,99.99,0.02237177155329211,0.9581765877406506,SSD,0.00390625,M.2,M.2 PCIe 4.0 X4,1.0,0.5,512,7000
Intel 660p,167.0,0.09276100400145508,0.9842885594158,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.048,0,3500
MSI SPATIUM M470,144.99,0.09057839214259732,0.9865014383713211,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Western Digital AV-GP,33.4,0.09057839214259732,0.9986722726266873,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Western Digital AV-GP,39.99,0.13604947253546743,0.9995574242088958,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,3.0,64,550
Sabrent Rocket,69.98,0.04510731174972717,0.9869440141624253,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,1.0,0,3500
Toshiba MG08,239.99,0.7271735176427793,0.9991148484177915,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,16.0,512,160
Leven JP600,154.99,0.18152055292833758,0.9938039389245408,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,4.0,0,3500
Samsung 980,36.83,0.011004001455074573,0.9699048462049126,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,0,3500
Gigabyte GP-GSM2NE3256GNTD,23.09,0.011276827937431793,0.982518256251383,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.256,0,3500
Seagate SkyHawk Surveillance,92.26,0.18152055292833758,0.9973445452533747,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,4.0,256,160
Samsung 850 Pro,135.0,0.011276827937431793,0.8858154458951095,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
TEAMGROUP MP44,819.99,0.3634048744998181,0.9798628015047577,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,8.0,0,7000
Samsung 860 Evo,378.0,0.18152055292833758,0.9816331046691746,SSD,0.03125,2.5,SATA 6.0 Gb/s,0.05701754385964912,4.0,4096,550
Western Digital Blue,64.99,0.18152055292833758,0.9988935605222394,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,4.0,64,160
Samsung 970 Evo,49.99,0.011004001455074573,0.9581765877406506,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.25,512,3500
Intel Optane P1600X,58.99,0.005001818843215715,0.8917902190750167,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.118,0,3500
Toshiba DT01ACA200,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Seagate IronWolf Pro NAS,359.99,0.9090578392142598,0.9984509847311352,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,20.0,512,160
Western Digital Purple Pro,449.99,1.0,0.998008408940031,HDD,0.00390625,3.5,SATA 6.0 Gb/s,0.0,22.0,512,160
Western Digital Black SN850,,0.09057839214259732,,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Samsung 960 Evo,112.95,0.02237177155329211,0.9524231024562957,SSD,0.00390625,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,0.5,512,3500
Acer Predator GM7000,59.99,0.04510731174972717,0.9891568931179464,SSD,0.0078125,M.2,M.2 PCIe 4.0 X4,1.0,1.0,1024,7000
Patriot P210,69.98,0.09057839214259732,0.9946890905067493,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,0,550
Silicon Power A55,34.99,0.04510731174972717,0.9946890905067493,SSD,0.0,M.2,M.2 SATA,0.05701754385964912,1.0,0,550
TEAMGROUP T-Force Vulcan Z,14.99,0.010549290651145871,0.9887143173268422,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Seagate BarraCuda Pro,215.0,0.45434703528555836,0.9977871210444789,HDD,0.001953125,3.5,SATA 6.0 Gb/s,0.0,10.0,256,160
Sabrent Rocket 4 Plus G,149.99,0.09057839214259732,0.9858375746846647,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,2.0,0,7000
Gigabyte AORUS Gen4,169.0,0.04510731174972717,0.9650365125027661,SSD,0.015625,M.2,M.2 PCIe 4.0 X4,1.0,1.0,2048,7000
Western Digital Black SN750 SE,65.0,0.02237177155329211,0.9736667404292985,SSD,0.0,M.2,M.2 PCIe 4.0 X4,1.0,0.5,0,7000
Inland QN322,78.98,0.09057839214259732,0.9938039389245408,SSD,0.0,M.2,M.2 PCIe 3.0 X4,0.48830409356725146,2.0,0,3500
