index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred,core_count_spec,boost_clock_spec,cache_spec,tdp_spec
169,Intel Core i5-4690,100.12,0.047619047619047616,3.5,0.5227272727272727,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"May 1st, 2014",0.11243418,Desktop,False,0.056108898,False,0.064724361,False,4,3.9,6.0,84
170,Intel Core i9-12900F,432.0,0.23809523809523808,2.4,0.7954545454545453,0.8431372549019608,,True,Alder Lake-S,1700,10,0.11372549019607843,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.7712643929297123,Desktop,False,0.6166998671978752,False,0.6012634195174151,False,16,5.1,30.0,65
171,Intel Core i7-5820K,255.36,0.07936507936507936,3.3,0.4545454545454545,0.5490196078431372,,True,Haswell-E,2011-3,22,0.054901960784313725,DDR4,,"Sep 1st, 2014",0.2051170005899189,Desktop,False,0.1475763612217795,False,0.1775000862991473,False,6,3.6,15.0,140
172,AMD Threadripper 1900X,179.99,0.1111111111111111,3.8,0.5454545454545454,0.3921568627450981,,True,Zen,SP3r2,14,0.12156862745098039,DDR4,,"Aug 31st, 2017",0.3315781424108021,Unknown,True,0.2241035856573705,True,0.2640753909351375,True,8,4.0,32.0,180
173,Intel Core i5-10500,219.99,0.07936507936507936,3.1,0.6590909090909091,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.043137254901960784,DDR4,,"Apr 30th, 2020",0.2759509711813673,Desktop,False,0.2149734395750331,False,0.2101902033207912,False,6,4.5,12.0,65
174,Intel Core i7-6900K,164.9,0.1111111111111111,3.2,0.4772727272727273,0.5490196078431372,,True,Broadwell-E,2011-3,14,0.07450980392156863,DDR4,,"May 31st, 2016",0.3029343005090782,Desktop,False,0.2201195219123506,True,0.2614864165142048,False,8,3.7,20.0,140
175,Intel Core i5-4670K,144.25,0.047619047619047616,3.4,0.40909090909090906,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Jun 2nd, 2013",0.1118879590989534,Desktop,False,0.053784861,False,0.1088922641444302,False,4,3.4,6.0,84
176,AMD Threadripper 1920X,280.0,0.1746031746031746,3.5,0.5454545454545454,0.3921568627450981,,True,Zen,SP3r2,14,0.12156862745098039,DDR4,,"Aug 10th, 2017",0.366230418,Unknown,True,0.319887118,True,0.3141288964065035,True,12,4.0,32.0,180
177,Intel Core i9-10900X,508.0,0.14285714285714285,3.7,0.7045454545454545,0.4509803921568627,,True,Cascade Lake-X,2066,14,0.07156862745098039,DDR4,,"Oct 19th, 2019",0.4862898468395639,Desktop,False,0.3588977423638778,False,0.3398115226621561,False,10,4.7,19.25,165
178,Intel Core i7-6850K,165.0,0.07936507936507936,3.6,0.4999999999999999,0.5490196078431372,,True,Broadwell-E,2011-3,14,0.054901960784313725,DDR4,,"May 31st, 2016",0.2374751469335139,Desktop,False,0.1636786188579017,True,0.1898581242017329,True,6,3.8,15.0,140
179,Intel Core i5-2500K,234.0,0.047619047619047616,3.3,0.38636363636363624,0.7254901960784313,Intel HD Graphics 3000,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.080207127,Desktop,False,0.037018592,True,0.069280956,False,4,3.3,6.0,95
180,Intel Core i3-2100,49.0,0.015873015873015872,3.1,0.34090909090909094,0.8431372549019608,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,0.00784313725490196,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.030435448,Desktop,False,0.003652058,True,0.032793676,True,2,3.1,3.0,65
181,Intel Core i3-7350K,59.99,0.015873015873015872,4.2,0.5909090909090909,0.8627450980392157,Intel HD Graphics 630,True,Kaby Lake,1151,14,0.011764705882352941,DDR4,,"Jan 3rd, 2017",0.095981997,Desktop,False,0.045982736,True,0.067313335,True,2,4.2,4.0,60
182,Intel Core i9-12900,458.99,0.23809523809523808,2.4,0.7954545454545453,0.8431372549019608,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,0.11372549019607843,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.8270882038060696,Desktop,False,0.6166998671978752,False,0.4092995961199903,False,16,5.1,30.0,65
183,AMD FX-8320,109.0,0.1111111111111111,3.5,0.43181818181818177,0.607843137254902,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,,"Oct 23rd, 2012",0.1508663068889423,Unknown,True,0.098439575,True,0.1536124823086748,True,8,3.5,8.0,125
184,Intel Core i5-6600,119.0,0.047619047619047616,3.3,0.5227272727272727,0.8431372549019608,Intel HD Graphics 530,False,Skylake,1151,14,0.0196078431372549,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 1st, 2015",0.1241233149074701,Desktop,False,0.066567065,False,0.1131036625358141,False,4,3.9,6.0,65
185,Intel Core i5-7600,130.0,0.047619047619047616,3.5,0.568181818181818,0.8431372549019608,Intel HD Graphics 630,False,Kaby Lake,1151,14,0.0196078431372549,DDR4,,"Jan 3rd, 2017",0.1348511000895802,Desktop,False,0.078021248,False,0.1084435085781352,False,4,4.1,6.0,65
186,Intel Core i3-7100,103.0,0.015873015873015872,3.9,0.5227272727272727,0.8980392156862745,Intel HD Graphics 630,True,Kaby Lake,1151,14,0.00784313725490196,DDR4,,"Jan 3rd, 2017",0.085560095,Desktop,False,0.038014608,False,0.056543201,False,2,3.9,3.0,51
187,Intel Core i3-9100,140.0,0.047619047619047616,3.6,0.5909090909090909,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.0196078431372549,DDR4,,"Sep 1st, 2018",0.135441019,Desktop,False,0.077025232,False,0.1087196658497014,False,4,4.2,6.0,65
188,Intel Core i5-3570,166.0,0.047619047619047616,3.4,0.40909090909090906,0.7960784313725491,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Jun 1st, 2012",0.097970242,Desktop,False,0.052124834,False,0.064275605,False,4,3.4,6.0,77
189,Intel Core i7-2700K,95.0,0.047619047619047616,3.5,0.43181818181818177,0.7254901960784313,Intel HD Graphics 3000,True,Sandy Bridge,1155,32,0.027450980392156862,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Oct 24th, 2011",0.1131333435294631,Desktop,False,0.065239044,True,0.077617453,False,4,3.5,8.0,95
190,Intel Core i5-13600,,0.20634920634920634,2.7,0.7727272727272726,0.8431372549019608,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,0.09019607843137255,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.7101094627367869,Unknown,True,0.5091301460823373,True,0.5205564569022059,False,14,5.0,24.0,65
191,Intel Core i7-6800K,195.0,0.07936507936507936,3.4,0.4545454545454545,0.5490196078431372,,True,Broadwell-E,2011-3,14,0.054901960784313725,DDR4,,"May 31st, 2016",0.2240599532434617,Desktop,False,0.1621845949535192,True,0.2024750595464116,False,6,3.6,15.0,140
192,Intel Core i9-10900F,312.99,0.14285714285714285,2.8,0.8181818181818182,0.8431372549019608,,True,Comet Lake,1200,14,0.07450980392156863,DDR4,,"Apr 30th, 2020",0.4469182197557299,Desktop,False,0.3882802124833997,True,0.3244847940902343,True,10,5.2,20.0,65
193,Intel Core i7-2600K,199.88,0.047619047619047616,3.4,0.40909090909090906,0.7254901960784313,Intel HD Graphics 3000,True,Sandy Bridge,1155,32,0.027450980392156862,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.1108610631650243,Desktop,False,0.069057105,False,0.082709103,False,4,3.4,8.0,95
194,AMD Athlon 200GE,123.89,0.015873015873015872,3.2,0.36363636363636365,0.9607843137254902,Radeon Vega 3,True,Zen,AM4,14,0.011764705882352941,DDR4,"A320, B350, X370, B450, X470","Sep 6th, 2018",0.081037383,Desktop,False,0.032204515,True,0.055231454,True,2,3.2,4.0,35
195,AMD Threadripper 2990WX,2500.0,0.49206349206349204,3.0,0.5909090909090909,0.11764705882352944,,True,Colfax,SP3r2,12,0.24705882352941178,DDR4,,"Aug 13th, 2018",0.4770914811335183,Unknown,True,0.4143426294820717,True,0.5488625772377369,True,32,4.2,64.0,250
196,Intel Core i9-7900X,413.0,0.14285714285714285,3.3,0.6590909090909091,0.5490196078431372,,True,Skylake-X,2066,14,0.050980392156862744,DDR4,,"Jun 26th, 2017",0.4562913762590399,Desktop,False,0.3316733067729083,False,0.3765922192688736,False,10,4.5,14.0,140
197,Intel Core i9-10900,319.99,0.14285714285714285,2.8,0.8181818181818182,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.07450980392156863,DDR4,,"Apr 30th, 2020",0.4374139701544713,Desktop,False,0.3892762284196547,False,0.2963340122199592,False,10,5.2,20.0,65
198,Intel Core i7-8086K,476.58,0.07936507936507936,4.0,0.7727272727272726,0.7254901960784313,Intel UHD Graphics 630,True,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Jun 5th, 2018",0.3085931525705171,Desktop,False,0.2078353253652058,False,0.2275535917705133,False,6,5.0,12.0,95
199,Intel Core i9-13900T,,0.36507936507936506,1.1,0.8409090909090907,0.9607843137254902,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,0.13725490196078433,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.794555267,Unknown,True,0.6435922974767596,True,0.847008872,False,24,5.3,36.0,35
200,Intel Core i5-4440,123.85,0.047619047619047616,3.1,0.38636363636363624,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Sep 1st, 2013",0.093775263,Desktop,False,0.044156707,False,0.083226898,False,4,3.3,6.0,84
201,Intel Core i9-11900,363.99,0.1111111111111111,2.5,0.8181818181818182,0.8431372549019608,Intel UHD Graphics 750,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4957722475911643,Desktop,False,0.375,True,0.3431771894093686,False,8,5.2,16.0,65
202,Intel Core i9-7960X,2399.94,0.23809523809523808,2.8,0.6363636363636364,0.4509803921568627,,True,Skylake-X,2066,14,0.08235294117647059,DDR4,,"Sep 1st, 2017",0.5740348270663549,Desktop,False,0.4921978751660026,False,0.5751320376954676,False,16,4.4,22.0,165
203,Intel Core i5-11500,227.99,0.07936507936507936,2.7,0.6818181818181818,0.8431372549019608,Intel UHD Graphics 750,True,Rocket Lake,1200,14,0.043137254901960784,DDR4,,"Mar 16th, 2021",0.3758002141187266,Desktop,False,0.2563081009296148,True,0.2718595740274085,False,6,4.6,12.0,65
204,Intel Core i7-7740X,193.74,0.047619047619047616,4.3,0.6590909090909091,0.6588235294117647,,True,Kaby Lake-X,2066,14,0.027450980392156862,DDR4,,"Jun 26th, 2017",0.2062094430728221,Desktop,False,0.1417662682602921,True,0.1518864993613863,True,4,4.5,8.0,112
205,AMD Ryzen 3 1300X,115.0,0.047619047619047616,3.5,0.4772727272727273,0.8431372549019608,,False,Zen,AM4,14,0.027450980392156862,DDR4,,"Jul 27th, 2017",0.1419956739277676,Desktop,False,0.072709163,True,0.1052849597845973,True,4,3.7,8.0,65
206,Intel Core i5-9500,210.0,0.07936507936507936,3.0,0.6363636363636364,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Oct 19th, 2018",0.2025825340295833,Desktop,False,0.1361221779548472,False,0.1488142497152128,False,6,4.4,9.0,65
207,AMD FX-9590,302.58,0.1111111111111111,4.7,0.7727272727272726,0.23529411764705876,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,,"Jun 11th, 2013",0.278507287,Unknown,True,0.1751328021248339,True,0.2381856467258103,True,8,5.0,8.0,220
208,Intel Celeron G440,100.0,0.0,1.6,0.0,0.9607843137254902,Intel HD Graphics,False,Sandy Bridge,1155,32,0.0,DDR3,,"Sep 4th, 2011",0.0,Desktop,False,0.001494024,True,0.0,True,1,1.6,1.0,35
209,Intel Core i5-10600,207.86,0.07936507936507936,3.3,0.7272727272727272,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.043137254901960784,DDR4,,"Apr 30th, 2020",0.2950031680832004,Desktop,False,0.2279216467463479,False,0.1976940867824226,False,6,4.8,12.0,65
210,Intel Core i5-8600,239.86,0.07936507936507936,3.1,0.6136363636363635,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Feb 14th, 2018",0.2058817103279512,Desktop,False,0.1266600265604249,False,0.1746004349477027,False,6,4.3,9.0,65
211,Intel Core i9-9900,595.0,0.1111111111111111,3.1,0.7727272727272726,0.8431372549019608,Intel UHD Graphics 630,True,Coffee Lake-R,1151,14,0.058823529411764705,DDR4,,"Apr 23rd, 2019",0.3593480303262033,Desktop,False,0.2880146082337317,False,0.2431046981255825,False,8,5.0,16.0,65
212,Intel Core i5-2500,58.87,0.047619047619047616,3.3,0.38636363636363624,0.7254901960784313,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,,"Jan 9th, 2011",0.080294522,Desktop,False,0.037018592,True,0.060340364,False,4,3.3,6.0,95
213,Intel Core i9-10920X,679.99,0.1746031746031746,3.5,0.7272727272727272,0.4509803921568627,,True,Cascade Lake-X,2066,14,0.07156862745098039,DDR4,,"Oct 19th, 2019",0.5739692805173807,Desktop,False,0.4399070385126161,True,0.3787496979529842,False,12,4.8,19.25,165
214,AMD Threadripper 2950X,1075.0,0.23809523809523808,3.5,0.6363636363636364,0.3921568627450981,,True,Colfax,SP3r2,12,0.12156862745098039,DDR4,,"Aug 31st, 2018",0.6707596845026109,Unknown,True,0.5101261620185923,True,0.5126169353446788,True,16,4.4,32.0,180
215,Intel Core i9-11900F,312.5,0.1111111111111111,2.5,0.8181818181818182,0.8431372549019608,,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,,"Mar 16th, 2021",0.5110008958028359,Desktop,False,0.3959163346613545,True,0.3434706065104076,True,8,5.2,16.0,65
216,Intel Core i3-4130,77.14,0.015873015873015872,3.4,0.40909090909090906,0.8862745098039215,Intel HD Graphics 4400,True,Haswell,1150,22,0.00784313725490196,DDR3,,"Sep 1st, 2013",0.062596954,Desktop,False,0.025398406,False,0.064275605,False,2,3.4,3.0,54
217,Intel Pentium Gold G5400,64.95,0.015873015873015872,3.7,0.4772727272727273,0.8705882352941177,Intel UHD Graphics 610,True,Coffee Lake,1151,14,0.011764705882352941,DDR4,,"Apr 2nd, 2018",0.072035657,Desktop,False,0.031374502,False,0.062532362,False,2,3.7,4.0,58
218,Intel Pentium G4400,42.99,0.015873015873015872,3.3,0.38636363636363624,0.8862745098039215,Intel HD Graphics 510,False,Skylake,1151,14,0.011764705882352941,"DDR3, DDR4",,"Sep 1st, 2015",0.04747755,Desktop,False,0.019422311,True,0.036245642,True,2,3.3,4.0,54
219,Intel Core i3-4170,95.8,0.015873015873015872,3.7,0.4772727272727273,0.8862745098039215,Intel HD Graphics 4400,True,Haswell,1150,22,0.00784313725490196,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.068670934,Desktop,False,0.025564409,True,0.056318824,False,2,3.7,3.0,54
220,Intel Xeon E5-2670 V3,,0.1746031746031746,2.3,0.34090909090909094,0.6274509803921569,,True,Haswell-EP,2011-3,22,0.11372549019607843,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.2298062007035329,Unknown,True,0.1723107569721115,True,0.2312817149366564,True,12,3.1,30.0,120
221,Intel Core i7-6950X,328.29,0.14285714285714285,3.0,0.43181818181818177,0.5490196078431372,,True,Broadwell-E,2011-3,14,0.09411764705882353,DDR4,,"May 31st, 2016",0.3652253708842229,Desktop,False,0.2694223107569721,False,0.3706030584417825,False,10,3.5,25.0,140
222,Intel Pentium G4560,168.0,0.015873015873015872,3.5,0.43181818181818177,0.8862745098039215,Intel HD Graphics 610,True,Kaby Lake,1151,14,0.00784313725490196,DDR4,,"Jan 3rd, 2017",0.067447399,Desktop,False,0.025398406,True,0.050053505,True,2,3.5,3.0,54
223,Intel Core i3-9350KF,207.36,0.047619047619047616,4.0,0.6818181818181818,0.7411764705882353,,False,Coffee Lake,1151,14,0.027450980392156862,DDR4,,"Jan 8th, 2019",0.1505822718433874,Desktop,False,0.091135458,True,0.1156408574683282,True,4,4.6,8.0,91
224,Intel Core i3-3220,39.94,0.015873015873015872,3.3,0.38636363636363624,0.8823529411764706,Intel HD Graphics 2500,True,Ivy Bridge,1155,22,0.00784313725490196,DDR3,,"Sep 3rd, 2012",0.038825406,Desktop,False,0.016434263,False,0.038869136,False,2,3.3,3.0,55
225,Intel Core i7-4930K,175.0,0.07936507936507936,3.4,0.5227272727272727,0.5882352941176471,,True,Ivy Bridge-E,2011,22,0.043137254901960784,DDR3,,"Sep 1st, 2013",0.1951976228451571,Desktop,False,0.1440903054448871,False,0.1163485104767164,False,6,3.9,12.0,130
226,Intel Core i3-8350K,217.3,0.047619047619047616,4.0,0.5454545454545454,0.7411764705882353,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.027450980392156862,DDR4,,"Oct 5th, 2017",0.1406191963993095,Desktop,False,0.081839309,True,0.1104629086264627,True,4,4.0,8.0,91
227,Intel Core i7-7800X,405.86,0.07936507936507936,3.5,0.5454545454545454,0.5490196078431372,,True,Skylake-X,2066,14,0.028431372549019604,DDR4,,"Jun 26th, 2017",0.2717559920470187,Desktop,False,0.1807768924302788,False,0.2023369809106286,False,6,4.0,8.25,140
228,Intel Pentium Gold G6405,72.98,0.015873015873015872,4.1,0.568181818181818,0.8705882352941177,Intel UHD Graphics 610,True,Comet Lake-R,1200,14,0.011764705882352941,DDR4,,"Mar 16th, 2021",0.084314711,Desktop,False,0.038512616,True,0.060409403,True,2,4.1,4.0,58
229,AMD FX-8300,100.0,0.1111111111111111,3.3,0.38636363636363624,0.7254901960784313,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.1234023028687539,Unknown,True,0.087649402,True,0.132900687,True,8,3.3,8.0,95
230,Intel Core i5-4670,135.86,0.047619047619047616,3.4,0.40909090909090906,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Jun 2nd, 2013",0.1095501321855404,Desktop,False,0.053784861,False,0.083157858,False,4,3.4,6.0,84
231,Intel Core i5-3330,74.35,0.047619047619047616,3.0,0.3181818181818181,0.7960784313725491,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Sep 3rd, 2012",0.080054185,Desktop,False,0.031374502,True,0.074217267,True,4,3.0,6.0,77
232,Intel Core i7-5960X,215.61,0.1111111111111111,3.0,0.43181818181818177,0.5490196078431372,,True,Haswell-E,2011-3,22,0.07450980392156863,DDR4,,"Sep 1st, 2014",0.2685879088465992,Desktop,False,0.1932270916334661,False,0.2664227277434499,False,8,3.5,20.0,140
233,Intel Core i3-2120,128.12,0.015873015873015872,3.3,0.38636363636363624,0.8431372549019608,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,0.00784313725490196,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.032773274,Desktop,False,0.003818061,True,0.035607028,False,2,3.3,3.0,65
234,AMD FX-9370,109.0,0.1111111111111111,4.4,0.7045454545454545,0.23529411764705876,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 800 Series, AMD 900 Series","Jun 11th, 2013",0.2504752124800629,Unknown,True,0.1668326693227091,True,0.2226518,True,8,4.7,8.0,220
235,Intel Core i7-7820X,329.88,0.1111111111111111,3.6,0.6590909090909091,0.5490196078431372,,True,Skylake-X,2066,14,0.0392156862745098,DDR4,,"Jun 26th, 2017",0.3683060586860102,Desktop,False,0.2807104913678618,False,0.2928820463253823,False,8,4.5,11.0,140
236,Intel Core i7-7700T,489.95,0.047619047619047616,2.9,0.4999999999999999,0.9607843137254902,Intel HD Graphics 630,True,Kaby Lake,1151,14,0.027450980392156862,DDR4,,"Jan 3rd, 2017",0.1558915423102973,Desktop,False,0.1010956175298804,False,0.1546998515654665,False,4,3.8,8.0,35
237,Intel Core i5-13500T,,0.20634920634920634,1.6,0.6818181818181818,0.9607843137254902,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,0.09019607843137255,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.6326552906989447,Unknown,True,0.4928618857901726,True,0.4522075321895819,True,14,4.6,24.0,35
238,Intel Core i3-13100T,,0.047619047619047616,2.5,0.5909090909090909,0.9607843137254902,Intel UHD Graphics 730,True,Raptor Lake-S,1700,10,0.043137254901960784,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.2560248202932115,Unknown,True,0.1733067729083665,True,0.1674203458869826,True,4,4.2,12.0,35
239,Intel Xeon E-2176G,1070.23,0.07936507936507936,3.7,0.7045454545454545,0.7843137254901961,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,0.043137254901960784,DDR4,"C242, C246","Jul 12th, 2018",0.2887762459306517,Server,False,0.2109893758300132,True,0.2088439366219061,True,6,4.7,12.0,80
240,AMD Threadripper 2970WX,1156.0,0.36507936507936506,3.0,0.5909090909090909,0.11764705882352944,,True,Colfax,SP3r2,12,0.24705882352941178,DDR4,,"Oct 2nd, 2018",0.4770914811335183,Unknown,True,0.4143426294820717,True,0.4850012081880631,True,24,4.2,64.0,250
241,Intel Core i3-4160,59.99,0.015873015873015872,3.6,0.4545454545454545,0.8862745098039215,Intel HD Graphics 4400,True,Haswell,1150,22,0.00784313725490196,DDR3,,"Jul 21st, 2014",0.06705412,Desktop,False,0.025398406,True,0.050053505,True,2,3.6,3.0,54
242,Intel Core i5-11600,240.0,0.07936507936507936,2.8,0.7272727272727272,0.8431372549019608,Intel UHD Graphics 750,True,Rocket Lake,1200,14,0.043137254901960784,DDR4,,"Mar 16th, 2021",0.3909196180821079,Desktop,False,0.2803784860557768,True,0.3242086368186682,False,6,4.8,12.0,65
243,Intel Core i7-920,99.0,0.047619047619047616,2.66,0.24090909090909096,0.5882352941176471,,True,Bloomfield,1366,45,0.027450980392156862,DDR3,,"Nov 17th, 2008",0.050580087,Desktop,False,0.025066401,True,0.091442577,False,4,2.66,8.0,130
244,AMD FX-8370,241.98,0.1111111111111111,4.0,0.6136363636363635,0.607843137254902,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,,"Sep 2nd, 2014",0.1634293954423299,Unknown,True,0.079183267,False,0.096965722,False,8,4.3,8.0,125
245,Intel Core i9-7980XE,1193.0,0.2698412698412698,2.6,0.6363636363636364,0.4509803921568627,,True,Skylake-X,2066,14,0.09313725490196079,DDR4,,"Sep 1st, 2017",0.6427057615416548,Desktop,False,0.5094621513944223,True,0.5426490386274982,False,18,4.4,24.75,165
246,AMD Athlon 220GE,104.39,0.015873015873015872,3.4,0.40909090909090906,0.9607843137254902,Radeon Vega 3,True,Zen,AM4,14,0.011764705882352941,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.07389281,Unknown,True,0.030212483,True,0.051779488,True,2,3.4,4.0,35
247,Intel Celeron G4900T,59.95,0.015873015873015872,1.8,0.045454545454545414,0.9607843137254902,Intel UHD Graphics 610,False,Coffee Lake,1151,14,0.00392156862745098,DDR4,,"Apr 3rd, 2018",0.043195176,Desktop,False,0.017098274,True,0.02934171,True,2,1.8,2.0,35
248,AMD Phenom II X4 965 BE,90.0,0.047619047619047616,3.4,0.40909090909090906,0.607843137254902,,False,Deneb,AM3,45,0.0196078431372549,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",0.053901112,Unknown,True,0.031706507,True,0.067313335,True,4,3.4,6.0,125
249,Intel Pentium Gold G6605,69.99,0.015873015873015872,4.3,0.6136363636363635,0.8705882352941177,Intel UHD Graphics 630,True,Comet Lake-R,1200,14,0.011764705882352941,DDR4,,"Mar 16th, 2021",0.088859272,Desktop,False,0.040504648,True,0.063861369,True,2,4.3,4.0,58
250,Intel Core i7-5930K,319.95,0.07936507936507936,3.5,0.4772727272727273,0.5490196078431372,,True,Haswell-E,2011-3,22,0.054901960784313725,DDR4,,"Sep 1st, 2014",0.215822937,Desktop,False,0.1582005312084993,False,0.1807104145811039,False,6,3.7,15.0,140
251,Intel Pentium G640,45.0,0.015873015873015872,2.8,0.2727272727272727,0.8431372549019608,Intel HD Graphics,False,Sandy Bridge,1155,32,0.00784313725490196,DDR3,,"Jun 3rd, 2012",0.018440429,Desktop,False,0.001660027,True,0.022437778,True,2,2.8,3.0,65
252,Intel Core i5-4430,123.85,0.047619047619047616,3.0,0.3181818181818181,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Jun 2nd, 2013",0.092202146,Desktop,False,0.04000664,True,0.081121199,True,4,3.0,6.0,84
253,AMD Threadripper 2920X,950.0,0.1746031746031746,3.5,0.6136363636363635,0.3921568627450981,,True,Colfax,SP3r2,12,0.12156862745098039,DDR4,,"Oct 3rd, 2018",0.4222508684917739,Unknown,True,0.3615537848605578,True,0.3451965894576961,True,12,4.3,32.0,180
254,Intel Core i7-3930K,298.98,0.07936507936507936,3.2,0.36363636363636365,0.5882352941176471,,True,Sandy Bridge-E,2011,32,0.043137254901960784,DDR3,,"Nov 14th, 2011",0.1708143066267561,Desktop,False,0.1148738379814076,True,0.127360282,False,6,3.2,12.0,130
255,AMD FX-6120,58.53,0.07936507936507936,3.5,0.568181818181818,0.7254901960784313,,False,Zambezi,AM3+,32,0.027450980392156862,DDR3,,"Oct 23rd, 2012",0.1433284537569096,Unknown,True,0.085491368,True,0.1277227380993476,True,6,4.1,8.0,95
256,Intel Xeon E5-2698 V3,,0.23809523809523808,2.3,0.4545454545454545,0.5686274509803921,,True,Haswell-EP,2011-3,22,0.15294117647058825,DDR4,"C612, X99","Sep 8th, 2014",0.281872009,Unknown,True,0.2051792828685258,True,0.2934171010390417,True,16,3.6,40.0,135
257,Intel Xeon E5-2680,80.0,0.1111111111111111,2.7,0.43181818181818177,0.5882352941176471,,True,Sandy Bridge-EP,2011,32,0.07450980392156863,DDR3,,"Mar 6th, 2012",0.1952194716948152,Server,False,0.14873838,True,0.1812282094652904,True,8,3.5,20.0,130
258,AMD FX-6350,100.0,0.07936507936507936,3.9,0.5227272727272727,0.607843137254902,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.1477637702374969,Unknown,True,0.090803453,True,0.1346266698885015,True,6,3.9,8.0,125
259,Intel Core i9-10940X,850.0,0.20634920634920634,3.3,0.7272727272727272,0.4509803921568627,,True,Cascade Lake-X,2066,14,0.07156862745098039,DDR4,,"Oct 19th, 2019",0.6159846184098406,Desktop,False,0.4848937583001328,False,0.4626497290206772,False,14,4.8,19.25,165
260,Intel Xeon E5-2620 V3,55.29,0.07936507936507936,2.4,0.36363636363636365,0.7647058823529411,,True,Haswell-EP,2011-3,22,0.054901960784313725,DDR4,"C612, X99","Sep 8th, 2014",0.1775437523214402,Unknown,True,0.1093957503320053,True,0.1484345334668093,True,6,3.2,15.0,85
