index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred,core_count_spec,boost_clock_spec,cache_spec,tdp_spec
80,Intel Core i7-11700,194.99,0.1111111111111111,2.5,0.7500000000000001,0.8431372549019608,Intel UHD Graphics 750,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4405165068059166,Desktop,False,0.3620517928286852,True,0.2995270806724429,False,8,4.9,16.0,65
81,AMD Ryzen 9 3950X,575.0,0.23809523809523808,3.5,0.7045454545454545,0.6862745098039216,,True,Matisse,AM4,7,0.24705882352941178,DDR4,"A300, X300, A320, B350, X370, B450, X470, A520, B550, X570","Nov 25th, 2019",0.846227796,Desktop,False,0.6143758300132802,False,0.6276709586109289,False,16,4.7,64.0,105
82,Intel Core i3-10105F,78.05,0.047619047619047616,3.7,0.6363636363636364,0.8431372549019608,,True,Comet Lake-R,1200,14,0.0196078431372549,DDR4,,"Mar 16th, 2021",0.1904127247700408,Desktop,False,0.1054116865869853,True,0.1468811488142497,False,4,4.4,6.0,65
83,Intel Core i7-4790K,206.87,0.047619047619047616,4.0,0.6363636363636364,0.7529411764705882,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","May 1st, 2014",0.166815967,Desktop,False,0.088313413,False,0.1412026649176706,False,4,4.4,8.0,88
84,Intel Core i9-13900,559.99,0.36507936507936506,2.0,0.9090909090909091,0.8431372549019608,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,0.13725490196078433,"DDR4, DDR5","H610, B660, H670, Q670, Z690, W680, B760, H770, Z790","Jan 4th, 2023",0.8917607987939434,Unknown,True,0.6462483399734396,True,0.8395871448790085,False,24,5.6,36.0,65
85,Intel Core i7-8700,313.0,0.07936507936507936,3.2,0.6818181818181818,0.8431372549019608,Intel UHD Graphics 630,True,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Jan 1st, 2018",0.2757324826847867,Desktop,False,0.2055112881806108,False,0.2034070903379474,False,6,4.6,12.0,65
86,Intel Core i5-8400,185.0,0.07936507936507936,2.8,0.5454545454545454,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Oct 5th, 2017",0.1921824815923441,Desktop,False,0.1258300132802124,False,0.1468811488142497,False,6,4.0,9.0,65
87,Intel Core i9-12900KF,398.99,0.23809523809523808,3.2,0.8181818181818182,0.607843137254902,,True,Alder Lake-S,1700,10,0.11372549019607843,"DDR4, DDR5","Z690, H670, B660, H610","Nov 4th, 2021",0.8900565885206143,Desktop,False,0.6499003984063745,False,0.6279816355414408,False,16,5.2,30.0,125
88,Intel Core i7-12700,318.99,0.1746031746031746,2.1,0.7500000000000001,0.8431372549019608,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,0.09411764705882353,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790",Jan-22,0.6824051213703598,Desktop,False,0.4887118193891102,False,0.4602678725534191,False,12,4.9,25.0,65
89,Intel Core i5-6600K,188.0,0.047619047619047616,3.5,0.5227272727272727,0.7411764705882353,Intel HD Graphics 530,False,Skylake,1151,14,0.0196078431372549,DDR4,,"Jul 2nd, 2015",0.1284930848390832,Desktop,False,0.067065073,False,0.099951672,False,4,3.9,6.0,91
90,Intel Core i9-12900KS,389.99,0.23809523809523808,3.4,0.8863636363636364,0.5098039215686274,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,0.11372549019607843,"DDR4, DDR5",,"Apr 5th, 2022",0.957351045,Desktop,False,0.6547144754316069,False,0.6388553281093582,False,16,5.5,30.0,150
91,AMD Ryzen 5 1600,250.0,0.07936507936507936,3.2,0.4545454545454545,0.8431372549019608,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.2179422753392033,Desktop,False,0.149070385,False,0.1825744761641755,False,6,3.6,16.0,65
92,AMD Ryzen 7 2700,185.0,0.1111111111111111,3.2,0.568181818181818,0.8431372549019608,,True,Zen,AM4,12,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 19th, 2018",0.3197142170464725,Desktop,False,0.221281541,False,0.2456936725465152,False,8,4.1,16.0,65
93,Intel Core i5-6500,140.0,0.047619047619047616,3.2,0.4545454545454545,0.8431372549019608,Intel HD Graphics 530,False,Skylake,1151,14,0.0196078431372549,DDR4,"Z170, B150, H110","Jul 2nd, 2015",0.1142476348620245,Desktop,False,0.06125498,False,0.092271048,False,4,3.6,6.0,65
94,Intel Core i7-7700,245.0,0.047619047619047616,3.6,0.5909090909090909,0.8431372549019608,Intel HD Graphics 630,True,Kaby Lake,1151,14,0.027450980392156862,DDR4,,"Jan 3rd, 2017",0.1794227533920339,Desktop,False,0.1170318725099601,False,0.1623114363630087,False,4,4.2,8.0,65
95,AMD Threadripper 3970X,2300.98,0.49206349206349204,3.7,0.6590909090909091,0.0,,True,Castle Peak,TRX4,7,0.4980392156862745,DDR4,,"Nov 25th, 2019",0.8087570189429526,Unknown,True,0.6037516600265604,True,0.7335427525976043,True,32,4.5,128.0,280
96,Intel Core i7-11700KF,260.0,0.1111111111111111,3.6,0.7727272727272726,0.607843137254902,,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.5182765627389718,Desktop,False,0.3839641434262948,True,0.3728123166143118,False,8,5.0,16.0,125
97,Intel Core i3-9100F,110.0,0.047619047619047616,3.6,0.5909090909090909,0.8431372549019608,,False,Coffee Lake,1151,14,0.0196078431372549,DDR4,,"Apr 23rd, 2019",0.1385654045314514,Desktop,False,0.077025232,False,0.1027477648520832,False,4,4.2,6.0,65
98,Intel Core i7-11700F,223.57,0.1111111111111111,2.5,0.7500000000000001,0.8431372549019608,,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4592846686621949,Desktop,False,0.3620517928286852,True,0.3489419724533121,False,8,4.9,16.0,65
99,Intel Core i3-10100,104.94,0.047619047619047616,3.6,0.6136363636363635,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.0196078431372549,DDR4,,"Apr 30th, 2020",0.1829622670366405,Desktop,False,0.1336321381142098,False,0.1417894991197487,False,4,4.3,6.0,65
100,Intel Core i5-4690K,90.0,0.047619047619047616,3.5,0.5227272727272727,0.7529411764705882,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","Jun 2nd, 2014",0.1135484716729664,Desktop,False,0.056108898,False,0.1082363906244606,False,4,3.9,6.0,88
101,Intel Core i7-6700,233.0,0.047619047619047616,3.4,0.5454545454545454,0.8431372549019608,Intel HD Graphics 530,True,Skylake,1151,14,0.027450980392156862,DDR4,,"Jul 1st, 2015",0.1671873975835172,Desktop,False,0.1029216467463479,False,0.1373019434567986,False,4,4.0,8.0,65
102,Intel Core i7-10700,239.75,0.1111111111111111,2.9,0.7272727272727272,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake,1200,14,0.058823529411764705,DDR4,,"Apr 30th, 2020",0.3609429963512421,Desktop,False,0.3477755644090305,False,0.2509061410473264,False,8,4.8,16.0,65
103,AMD Ryzen 5 1600AF,140.99,0.07936507936507936,3.2,0.4545454545454545,0.8431372549019608,,True,Zen,AM4,12,0.058823529411764705,DDR4,"X470, X370, B450, B350, A320","Oct 11th, 2019",0.2698988398260831,Unknown,True,0.170152722,True,0.1950360730435983,True,6,3.6,16.0,65
104,AMD Threadripper 3960X,1483.0,0.36507936507936506,3.8,0.6590909090909091,0.0,,True,Castle Peak,TRX4,7,0.4980392156862745,DDR4,,"Nov 25th, 2019",0.8087570189429526,Unknown,True,0.6037516600265604,True,0.6679554006006421,True,24,4.5,128.0,280
105,Intel Core i7-3770,143.0,0.047619047619047616,3.4,0.40909090909090906,0.7960784313725491,Intel HD Graphics 4000,True,Ivy Bridge,1155,22,0.027450980392156862,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Apr 29th, 2012",0.1304594813083091,Desktop,False,0.078519256,False,0.085539715,False,4,3.4,8.0,77
106,Intel Core i5-8600K,245.0,0.07936507936507936,3.6,0.6136363636363635,0.7254901960784313,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Oct 5th, 2017",0.2134414123096418,Desktop,False,0.1401062416998671,False,0.1908074148227415,False,6,4.3,9.0,95
107,AMD Ryzen 3 2200G,150.0,0.047619047619047616,3.5,0.4772727272727273,0.8431372549019608,Radeon Vega 8,False,Raven Ridge,AM4,14,0.011764705882352941,DDR4,"A320, B350, X370, B450, X470","Feb 12th, 2018",0.1371452293036771,Desktop,False,0.063081009,False,0.091822293,False,4,3.7,4.0,65
108,Intel Core i9-13900F,499.99,0.36507936507936506,2.0,0.9090909090909091,0.8431372549019608,,True,Raptor Lake-S,1700,10,0.13725490196078433,"DDR4, DDR5","H610, B660, H670, Q670, Z690, W680, B760, H770, Z790","Jan 4th, 2023",0.8917607987939434,Unknown,True,0.6462483399734396,True,0.5571127757257758,False,24,5.6,36.0,65
109,Intel Core i7-4770,125.0,0.047619047619047616,3.4,0.5227272727272727,0.7686274509803921,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1442898031418645,Desktop,False,0.082005312,False,0.1193862404639442,False,4,3.9,8.0,84
110,Intel Core i5-12500,232.99,0.07936507936507936,3.0,0.6818181818181818,0.8431372549019608,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,0.06666666666666667,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2022",0.4344206777513164,Desktop,False,0.3011288180610889,True,0.2926404087127619,False,6,4.6,18.0,65
111,Intel Core i5-7500,132.3,0.047619047619047616,3.4,0.4999999999999999,0.8431372549019608,Intel HD Graphics 630,False,Kaby Lake,1151,14,0.0196078431372549,DDR4,,"Jan 3rd, 2017",0.1231838143721733,Desktop,False,0.069887118,False,0.097500777,False,4,3.8,6.0,65
112,Intel Core i7-9700,340.0,0.1111111111111111,3.0,0.7045454545454545,0.8431372549019608,Intel HD Graphics 630,False,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Apr 23rd, 2019",0.2831392427188708,Desktop,False,0.2149734395750331,False,0.196882875,False,8,4.7,12.0,65
113,Intel Core i5-7600K,218.0,0.047619047619047616,3.8,0.5909090909090909,0.7411764705882353,Intel HD Graphics 630,False,Kaby Lake,1151,14,0.0196078431372549,DDR4,,"Jan 3rd, 2017",0.140772138,Desktop,False,0.086487384,False,0.1184714695018813,False,4,4.2,6.0,91
114,Intel Core i9-9900KF,395.0,0.1111111111111111,3.6,0.7727272727272726,0.7254901960784313,,True,Coffee Lake-R,1151,14,0.058823529411764705,DDR4,,"Jan 8th, 2019",0.3990692390045664,Desktop,False,0.3401394422310756,False,0.3286789326521454,False,8,5.0,16.0,95
115,AMD Ryzen 5 2400G,135.0,0.047619047619047616,3.6,0.5227272727272727,0.8431372549019608,Radeon Vega 11,True,Raven Ridge,AM4,14,0.011764705882352941,DDR4,"A320, B350, X370, B450, X470","Feb 12th, 2018",0.1737420524809368,Desktop,False,0.1020916334661354,False,0.093858953,False,4,3.9,4.0,65
116,AMD Ryzen 7 1700,215.0,0.1111111111111111,3.0,0.4772727272727273,0.8431372549019608,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3094671065568398,Desktop,False,0.2003652058432934,False,0.2323345645345024,False,8,3.7,16.0,65
117,Intel Core i5-10600KF,164.99,0.07936507936507936,4.1,0.7272727272727272,0.607843137254902,,True,Comet Lake,1200,14,0.043137254901960784,DDR4,,"Apr 30th, 2020",0.3091393738119688,Desktop,False,0.2355577689243027,False,0.2220994856570817,False,6,4.8,12.0,125
118,Intel Xeon E5-2699 V4,387.1,0.3333333333333333,2.2,0.4545454545454545,0.5294117647058824,,True,Broadwell-EP,2011-3,14,0.21176470588235297,DDR4,"C612, X99","Oct 25th, 2016",0.3933448403941532,Unknown,True,0.3364873837981407,True,0.4056059926127929,True,22,3.6,55.0,145
119,Intel Core i7-10700KF,268.66,0.1111111111111111,3.8,0.7954545454545453,0.607843137254902,,True,Comet Lake,1200,14,0.058823529411764705,DDR4,,"Apr 30th, 2020",0.408944919,Desktop,False,0.3565737051792829,False,0.3280230591321758,False,8,5.1,16.0,125
120,AMD Ryzen 9 3900XT,390.0,0.1746031746031746,3.8,0.7045454545454545,0.6862745098039216,,True,Matisse 2,AM4,7,0.24705882352941178,DDR4,,"Jul 7th, 2020",0.7088422294566191,Desktop,False,0.5147742363877822,False,0.4781663157168007,False,12,4.7,64.0,105
121,Intel Core i5-3470,200.0,0.047619047619047616,3.2,0.36363636363636365,0.7960784313725491,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Jun 1st, 2012",0.092442483,Desktop,False,0.040338645,False,0.064465463,False,4,3.2,6.0,77
122,Intel Core i5-7400,153.0,0.047619047619047616,3.0,0.43181818181818177,0.8431372549019608,Intel HD Graphics 630,False,Kaby Lake,1151,14,0.0196078431372549,DDR4,,"Jan 3rd, 2017",0.1108392143153662,Desktop,False,0.061088977,False,0.090769443,False,4,3.5,6.0,65
123,Intel Core i7-9700F,349.0,0.1111111111111111,3.0,0.7045454545454545,0.8431372549019608,,False,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Apr 23rd, 2019",0.2848216041425419,Desktop,False,0.2149734395750331,False,0.2001622423970451,False,8,4.7,12.0,65
124,Intel Core i5-4460,89.54,0.047619047619047616,3.2,0.40909090909090906,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 11th, 2014",0.096309729,Desktop,False,0.046646746,False,0.07996479,False,4,3.4,6.0,84
125,AMD FX-8350,,0.1111111111111111,4.0,0.5454545454545454,0.607843137254902,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.1579453341781555,Unknown,True,0.1065737051792828,True,0.1570644482032517,True,8,4.0,8.0,125
126,Intel Celeron G6900,72.45,0.015873015873015872,3.4,0.40909090909090906,0.9176470588235294,Intel UHD Graphics 710,False,Alder Lake-S,1700,10,0.011764705882352941,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.065983526,Desktop,False,0.025730412,True,0.044875557,True,2,3.4,4.0,46
127,AMD Ryzen 3 3300X,195.0,0.047619047619047616,3.8,0.6136363636363635,0.8431372549019608,,True,Matisse,AM4,7,0.058823529411764705,DDR4,,"Apr 24th, 2020",0.269177828,Desktop,False,0.1548804780876494,False,0.169457006,False,4,4.3,16.0,65
128,Intel Core i9-10900KF,318.95,0.14285714285714285,3.7,0.8409090909090907,0.607843137254902,,True,Comet Lake,1200,14,0.07450980392156863,DDR4,,"Apr 30th, 2020",0.5043151478074679,Desktop,False,0.4118525896414342,False,0.3591770513307328,False,10,5.3,20.0,125
129,Intel Core i7-9700KF,297.0,0.1111111111111111,3.6,0.7500000000000001,0.7254901960784313,,False,Coffee Lake,1151,14,0.043137254901960784,DDR4,,"Jan 8th, 2019",0.3074788612379558,Desktop,False,0.2197875166002656,False,0.2243950429769754,False,8,4.9,12.0,95
130,Intel Core i7-3770K,275.0,0.047619047619047616,3.5,0.43181818181818177,0.7960784313725491,Intel HD Graphics 4000,True,Ivy Bridge,1155,22,0.027450980392156862,DDR3,,"Apr 29th, 2012",0.1318796565360833,Desktop,False,0.079017264,False,0.088180469,False,4,3.5,8.0,77
131,AMD Ryzen 5 1600X,140.0,0.07936507936507936,3.6,0.5454545454545454,0.7254901960784313,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.2734820511700059,Desktop,False,0.1543824701195219,False,0.1862853395008457,False,6,4.0,16.0,95
132,Intel Core i5-4590,58.0,0.047619047619047616,3.3,0.4772727272727273,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"May 1st, 2014",0.1074526426183661,Desktop,False,0.051294821,False,0.096775864,False,4,3.7,6.0,84
133,Intel Core i3-10105,104.69,0.047619047619047616,3.7,0.6363636363636364,0.8431372549019608,Intel UHD Graphics 630,True,Comet Lake-R,1200,14,0.0196078431372549,DDR4,,"Mar 16th, 2021",0.1857589197928728,Desktop,False,0.1113877822045152,True,0.1917221857848044,False,4,4.4,6.0,65
134,Intel Celeron G5900,39.99,0.015873015873015872,3.4,0.40909090909090906,0.8705882352941177,Intel UHD Graphics 610,False,Comet Lake,1200,14,0.00392156862745098,DDR4,,"Apr 30th, 2020",0.051650681,Desktop,False,0.025730412,True,0.039697608,True,2,3.4,2.0,58
135,Intel Core i7-4790,319.66,0.047619047619047616,3.6,0.5454545454545454,0.7686274509803921,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","May 1st, 2014",0.148768817,Desktop,False,0.084495352,True,0.1260830542994235,False,4,4.0,8.0,84
136,Intel Core i5-11600KF,206.98,0.07936507936507936,3.9,0.7500000000000001,0.607843137254902,,True,Rocket Lake,1200,14,0.043137254901960784,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4220323799951932,Desktop,False,0.3145750332005311,True,0.2810590631364562,False,6,4.9,12.0,125
137,Intel Core i7-4770K,192.0,0.047619047619047616,3.5,0.5227272727272727,0.7686274509803921,Intel HD Graphics 4600,True,Haswell,1150,22,0.027450980392156862,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.146452839,Desktop,False,0.085159363,False,0.1350754254547965,False,4,3.9,8.0,84
138,Intel Core i3-8100,163.0,0.047619047619047616,3.6,0.4545454545454545,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.0196078431372549,DDR4,,"Oct 5th, 2017",0.1253468504883217,Desktop,False,0.069721116,False,0.1169180848493217,False,4,3.6,6.0,65
139,AMD Ryzen 7 3800XT,407.95,0.1111111111111111,3.9,0.7045454545454545,0.6862745098039216,,True,Matisse 2,AM4,7,0.12156862745098039,DDR4,,"Jul 7th, 2020",0.511022745,Desktop,False,0.3877822045152722,True,0.3328385515551106,False,8,4.7,32.0,105
140,AMD Ryzen 5 3600XT,389.0,0.07936507936507936,3.8,0.6590909090909091,0.7254901960784313,,True,Matisse 2,AM4,7,0.12156862745098039,DDR4,,"Jul 7th, 2019",0.4010137866241342,Desktop,False,0.2591301460823373,False,0.2659912320066278,False,6,4.5,32.0,95
141,AMD Ryzen 7 1700X,251.0,0.1111111111111111,3.4,0.4999999999999999,0.7254901960784313,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3292621643470471,Desktop,False,0.2217795484727755,False,0.2374434740584763,False,8,3.8,16.0,95
142,AMD Ryzen 5 3500X,184.95,0.07936507936507936,3.6,0.568181818181818,0.8431372549019608,,False,Matisse,AM4,7,0.12156862745098039,DDR4,"A300, X300, A320, B350, X370, B450, X470, A520, B550, X570","Sep 24th, 2019",0.2816972186414385,Desktop,False,0.1548804780876494,False,0.1530774275950153,False,6,4.1,32.0,65
143,Intel Core i9-10980XE,923.0,0.2698412698412698,3.0,0.7272727272727272,0.4509803921568627,,True,Cascade Lake-X,2066,14,0.09313725490196079,DDR4,,"Oct 19th, 2019",0.7206187594223163,Desktop,False,0.5982735723771581,False,0.5466015395767889,False,18,4.8,24.75,165
144,Intel Core i5-12600,257.99,0.07936507936507936,3.3,0.7272727272727272,0.8431372549019608,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,0.06666666666666667,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790",Jan-22,0.4575586095392077,Desktop,False,0.3286852589641433,True,0.162570334,False,6,4.8,18.0,65
145,Intel Core i9-11900KF,379.98,0.1111111111111111,3.5,0.8409090909090907,0.607843137254902,,True,Rocket Lake,1200,14,0.058823529411764705,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.5454346828639473,Desktop,False,0.3849601593625498,False,0.2899306154855189,False,8,5.3,16.0,125
146,Intel Core i5-9400,210.0,0.07936507936507936,2.9,0.568181818181818,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Oct 19th, 2018",0.1977757871048089,Desktop,False,0.1313081009296148,False,0.1404777520798094,False,6,4.1,9.0,65
147,Intel Celeron G4900,34.99,0.015873015873015872,3.1,0.34090909090909094,0.8431372549019608,Intel UHD Graphics 610,False,Coffee Lake,1151,14,0.00392156862745098,DDR4,,"Apr 3rd, 2018",0.044178374,Desktop,False,0.019422311,True,0.036245642,True,2,3.1,2.0,65
148,Intel Core i7-2600,155.62,0.047619047619047616,3.4,0.40909090909090906,0.7254901960784313,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,0.027450980392156862,DDR3,,"Jan 9th, 2011",0.1074526426183661,Desktop,False,0.059096946,True,0.077721012,False,4,3.4,8.0,95
149,Intel Core i5-6400,129.99,0.047619047619047616,2.7,0.38636363636363624,0.8431372549019608,Intel HD Graphics 530,False,Skylake,1151,14,0.0196078431372549,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 2nd, 2015",0.1034980008302562,Desktop,False,0.049966799,False,0.090648624,False,4,3.3,6.0,65
150,AMD Ryzen 5 1400,110.0,0.047619047619047616,3.2,0.40909090909090906,0.8431372549019608,,True,Zen,AM4,14,0.027450980392156862,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.1607419869343878,Desktop,False,0.088811421,False,0.111619317,False,4,3.4,8.0,65
151,Intel Core i5-4570,121.16,0.047619047619047616,3.2,0.36363636363636365,0.7686274509803921,Intel HD Graphics 4600,False,Haswell,1150,22,0.0196078431372549,DDR3,,"Jun 2nd, 2013",0.1042845594179466,Desktop,False,0.048970784,False,0.093444717,False,4,3.2,6.0,84
152,Intel Core i5-3570K,125.0,0.047619047619047616,3.4,0.40909090909090906,0.7960784313725491,Intel HD Graphics 4000,False,Ivy Bridge,1155,22,0.0196078431372549,DDR3,,"Apr 29th, 2012",0.098538312,Desktop,False,0.052124834,False,0.065155856,False,4,3.4,6.0,77
153,Intel Core i3-4150,77.14,0.015873015873015872,3.5,0.43181818181818177,0.8862745098039215,Intel HD Graphics 4400,True,Haswell,1150,22,0.00784313725490196,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.064104525,Desktop,False,0.025398406,True,0.048327523,True,2,3.5,3.0,54
154,Intel Core i5-9600KF,230.0,0.07936507936507936,3.7,0.6818181818181818,0.7254901960784313,,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Jan 8th, 2019",0.227490223,Desktop,False,0.1608565737051792,False,0.182039421,False,6,4.6,9.0,95
155,AMD FX-6300,,0.07936507936507936,3.5,0.43181818181818177,0.7254901960784313,,False,Vishera,AM3+,32,0.027450980392156862,DDR3,,"Oct 23rd, 2012",0.1307435163538639,Unknown,True,0.081009296,True,0.1208188063101936,True,6,3.5,8.0,95
156,Intel Core i5-2400,170.99,0.047619047619047616,3.1,0.34090909090909094,0.7254901960784313,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,0.0196078431372549,DDR3,,"Jan 9th, 2011",0.074591973,Desktop,False,0.035358566,False,0.052262764,False,4,3.1,6.0,95
157,Intel Core i9-9900KS,1989.0,0.1111111111111111,4.0,0.7727272727272726,0.6,Intel UHD Graphics 630,True,Coffee Lake-R,1151,14,0.058823529411764705,DDR4,,"Oct 28th, 2019",0.4171382376717866,Desktop,False,0.3328353253652057,False,0.2980945148261935,False,8,5.0,16.0,127
158,AMD Ryzen 5 3500,,0.07936507936507936,3.6,0.568181818181818,0.8431372549019608,,False,Picasso,FP5,12,0.011764705882352941,DDR4,,"Jan 6th, 2019",0.2711442242565929,Desktop,False,0.1548804780876494,False,0.1665573544133384,False,6,4.1,4.0,65
159,Intel Core i5-8500,258.27,0.07936507936507936,3.0,0.568181818181818,0.8431372549019608,Intel UHD Graphics 630,False,Coffee Lake,1151,14,0.03137254901960784,DDR4,,"Feb 14th, 2018",0.1999169743712993,Desktop,False,0.1225099601593625,False,0.1613794055714729,False,6,4.1,9.0,65
160,AMD Ryzen 5 1500X,225.0,0.047619047619047616,3.5,0.4772727272727273,0.8431372549019608,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.189145491,Desktop,False,0.085657371,False,0.1309158065518312,False,4,3.7,16.0,65
161,Intel Pentium Gold G7400,89.99,0.015873015873015872,3.7,0.4772727272727273,0.9176470588235294,Intel UHD Graphics 710,True,Alder Lake-S,1700,10,0.0196078431372549,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.1413620572876837,Desktop,False,0.074535193,True,0.089751113,True,2,3.7,6.0,46
162,AMD Athlon 3000G,98.99,0.015873015873015872,3.5,0.43181818181818177,0.9607843137254902,Radeon Vega 3,True,Zen,AM4,14,0.011764705882352941,DDR4,,"Nov 20th, 2019",0.088575237,Desktop,False,0.038014608,True,0.036107563,False,2,3.5,4.0,35
163,AMD Threadripper 1950X,541.64,0.23809523809523808,3.4,0.5454545454545454,0.3921568627450981,,True,Zen,SP3r2,14,0.12156862745098039,DDR4,,"Aug 10th, 2017",0.3875767440844239,Unknown,True,0.3368193891102257,True,0.359004453,True,16,4.0,32.0,180
164,Intel Pentium Gold G6400,53.94,0.015873015873015872,4.0,0.5454545454545454,0.8705882352941177,Intel UHD Graphics 610,True,Comet Lake,1200,14,0.011764705882352941,DDR4,,"Apr 30th, 2020",0.080928139,Desktop,False,0.033366534,True,0.065311195,False,2,4.0,4.0,58
165,AMD Ryzen 7 1800X,295.0,0.1111111111111111,3.6,0.5454545454545454,0.7254901960784313,,True,Zen,AM4,14,0.058823529411764705,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3469597325700801,Desktop,False,0.2358897742363877,False,0.2876523179950981,False,8,4.0,16.0,95
166,Intel Core i3-6100,100.0,0.015873015873015872,3.7,0.4772727272727273,0.8980392156862745,Intel HD Graphics 530,True,Skylake,1151,14,0.011764705882352941,DDR4,,"Sep 1st, 2015",0.081955035,Desktop,False,0.032536521,False,0.083675653,False,2,3.7,4.0,51
167,AMD Ryzen 3 1200,115.0,0.047619047619047616,3.1,0.40909090909090906,0.8431372549019608,,False,Zen,AM4,14,0.027450980392156862,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Jul 27th, 2017",0.128427538,Desktop,False,0.067729084,False,0.075598053,False,4,3.4,8.0,65
168,Intel Xeon E5-2660,1329.99,0.1111111111111111,2.2,0.3181818181818181,0.7254901960784313,,True,Sandy Bridge-EP,2011,32,0.07450980392156863,DDR3,,"Mar 6th, 2012",0.1677554676746269,Server,False,0.120683931,True,0.1605164140978287,True,8,3.0,20.0,95
